date,accum,temp_min,temp_max,wind
9/8/2015,0,73.72,92.65,4.92
9/9/2015,0,73.13,90.44,10.94
9/10/2015,0,65.27,77.18,5.99
9/11/2015,0,62.69,71,8.45
9/14/2015,0,57.52,71.23,12.76
9/15/2015,0,61.1,81.51,9.59
9/16/2015,0,65.32,78.39,2.09
9/17/2015,0,64.37,87.2,6.27
9/18/2015,0,65.7,84.47,5.54
9/21/2015,0,53.54,64.03,10.38
9/22/2015,0,57.21,66.08,7.92
9/23/2015,0,53.5,66.94,2.77
9/24/2015,0,58.56,70.85,5.72
9/25/2015,0,55.6,63.91,6.92
9/28/2015,0,57.07,76.49,6.25
9/29/2015,0,64.35,80.32,8.22
9/30/2015,0,62.71,76.17,2.35
10/1/2015,0,54.29,59.07,13.66
10/2/2015,0,50.47,54.15,17.88
10/5/2015,0,48.87,58.52,8.29
10/6/2015,0,47.54,63.18,3.23
10/7/2015,0,50.76,69.71,5.74
10/8/2015,0,52.18,60.48,2.02
10/9/2015,0,52.27,69.39,11.16
10/13/2015,0,56.19,70.14,5.28
10/14/2015,0,54.16,66.11,10.41
10/15/2015,0,46.19,60.52,6.03
10/16/2015,0,49.68,60.24,9.48
10/19/2015,0,30.82,47.78,6.55
10/20/2015,0,45.71,64.58,10.5
10/21/2015,0,54.25,58.81,0.74
10/22/2015,0,53.72,72.04,7.77
10/23/2015,0,41.39,61.12,11.35
10/26/2015,0,42.79,50.44,4.46
10/27/2015,0,37.36,54.24,1.23
10/28/2015,0,44.26,62.93,12.42
10/29/2015,0,56.82,73.99,13.27
10/30/2015,0,44.47,59.97,10.55
11/2/2015,0,52.15,62.93,5.61
11/3/2015,0,46.18,70.95,5.82
11/4/2015,0,49.89,58.62,1.4
11/5/2015,0,52.15,73.47,10.15
11/6/2015,0,60.94,71.23,12.18
11/9/2015,0,40.98,59.13,8.09
11/10/2015,0,46.22,52.08,3.15
11/12/20157,0,45.62,56.39,3.31
11/13/2015,0,47.57,58.85,14.83
11/16/2015,0,41.74,59.91,7.9
11/17/2015,0,33.96,43.78,3.38
11/18/2015,0,33.92,47.08,4.66
11/19/2015,0,42.18,55.13,9.61
11/20/2015,0,45.12,59.54,4.64
11/23/2015,0,31.02,41.39,12.66
11/24/2015,0,28.58,43.31,7.96
11/25/2015,0,32.04,43.81,1.61
11/27/2015,0,49.88,63.51,12.5
11/30/2015,0,29.34,36.7,2.76
12/1/2015,0,32.82,43.57,4.96
12/2/2015,0,39.89,50.59,1.61
12/3/2015,0,41.8,51.05,12.32
12/4/2015,0,37.25,47.61,9.92
12/7/2015,0,38.65,55.11,3.59
12/8/2015,0,37.83,43.73,9.46
12/9/2015,0,37.35,45.36,4.37
12/10/2015,0,44.58,56.84,5.28
12/11/2015,0,45.3,57.43,6.74
12/14/2015,0,46.32,55.29,4.37
12/15/2015,0,48.95,59.59,11.39
12/16/2015,0,38.31,47.76,5.27
12/17/2015,0,39.51,51.47,7.23
12/18/2015,0,39.12,51.2,8.45
1/15/2016,0,25.89,40.83,3.27
1/19/2016,0,16.54,24.78,20.76
1/20/2016,0,19.41,32,16.62
1/21/2016,0,21.42,31.68,13.27
1/22/2016,0,19.08,29.94,10.67
1/25/2016,0,24.66,35.15,2.28
1/26/2016,0,29.8,50.68,13.14
1/27/2016,0,32.08,44.92,10.66
1/28/2016,0,26.32,41.77,6.5
1/29/2016,0,34.17,39.68,5.36
2/1/2016,0,42.83,62.87,8.74
2/2/2016,0,35.13,49.03,2.91
2/3/2016,0,36.61,56.85,13.22
2/4/2016,0,45.22,56.31,6.06
2/5/2016,10.074,25.33,43.33,11.97
2/8/2016,3.392,19.25,38.81,17.48
2/9/2016,8.553,20.7,28.88,6.67
2/10/2016,0.028,23.29,35.28,5.49
2/11/2016,0.047,13.56,31.38,14.98
2/12/2016,0,7.98,23.24,8.88
2/16/2016,0,32.22,55.14,13.79
2/17/2016,0,35.18,45.57,9.74
2/18/2016,0,25.18,34.48,10.53
2/19/2016,0,20.63,36.71,1.99
2/22/2016,0,31.3,41.4,5.19
2/23/2016,0,27.51,37.27,7.53
2/24/2016,0,37.13,58.25,7.48
2/25/2016,0,41.94,63.4,17.84
2/26/2016,0,26.95,41.04,17.11
2/29/2016,0,43.08,61.4,11.81
3/1/2016,0,34.99,46.62,4.21
3/2/2016,0,26.19,52.87,9.58
3/3/2016,0,20.64,34.03,8.05
3/4/2016,0.134,26.69,30.43,9.37
3/7/2016,0,31.07,49.24,10.42
3/8/2016,0,37.27,46.15,2.03
3/9/2016,0,41.83,74.75,11.43
3/10/2016,0,54.63,64.88,6.33
3/11/2016,0,42.82,48.77,4.15
3/14/2016,0,39.04,48.17,13.68
3/15/2016,0,40.63,45.44,12.5
3/16/2016,0,41.37,48.49,6.59
3/17/2016,0,43.21,61.75,5.97
3/18/2016,0,39.25,51.68,11.89
3/21/2016,1.786,28.14,42.6,7.81
3/22/2016,0,33.44,49.05,11.84
3/23/2016,0,41.81,60.18,4.7
3/24/2016,0,36.67,42.42,12.73
3/25/2016,0,37.85,46.02,4.03
3/28/2016,0,36.86,45.88,2.5
3/29/2016,0,39.45,49.63,18.55
3/30/2016,0,34.34,56.94,7.71
3/31/2016,0,42.01,69.21,20.89
4/1/2016,0,60.98,67.87,15.33
4/4/2016,2.483,24.05,29.37,5.59
4/5/2016,0,23.46,36.23,10.84
4/6/2016,0,26.51,41.31,5.46
4/7/2016,0,42.54,55.25,14.91
4/8/2016,0,38.2,50.5,11.29
4/11/2016,0,42.21,58.4,14.81
4/12/2016,0,43.95,59.31,10.23
4/13/2016,0,38.28,47.85,3.96
4/14/2016,0,38.49,47.09,7.53
4/15/2016,0,38.1,52.2,8.54
4/18/2016,0,45.11,64.56,4.19
4/19/2016,0,44.58,51.88,4.6
4/20/2016,0,44.86,50.84,2.99
4/21/2016,0,42.79,74.44,7.09
4/22/2016,0,59.08,75.95,4.04
4/25/2016,0,44.45,56.21,2.67
4/26/2016,0,37.37,53.49,9.95
4/27/2016,0,37.04,58.87,4.37
4/28/2016,0,40.76,51.83,1.23
4/29/2016,0,43.91,48.32,9.03
5/2/2016,0,42.8,50.57,5.4
5/3/2016,0,45.91,48.97,3.57
5/4/2016,0,43.68,48.23,10.31
5/5/2016,0,43.77,46.01,15.1
5/6/2016,0,45.66,51.39,8.63
5/9/2016,0,46.34,64.02,11
5/10/2016,0,45.27,69.37,6.85
5/11/2016,0,52.92,65.73,1.34
5/12/2016,0,54.97,68.3,3.23
5/13/2016,0,53.92,72.2,6.36
5/16/2016,0,42.06,58.03,17.45
5/17/2016,0,50.96,68.72,10.57
5/18/2016,0,51.14,59.36,4.85
5/19/2016,0,50.53,58.29,3.79
5/20/2016,0,50.9,68.31,1.88
9/1/2016,0,70.07,74.87,4.95
9/2/2016,0,62.91,71.85,5.04
9/6/2016,0,63.1,70.72,12.34
9/7/2016,0,66.37,74.02,6.88
9/8/2016,0,66.88,73.66,3.46
9/9/2016,0,72.97,90.45,6.76
9/12/2016,0,58.34,70,1.02
9/13/2016,0,59.5,81.76,9.14
9/14/2016,0,64.48,86.35,8.41
9/15/2016,0,56.88,64.06,4.29
9/16/2016,0,52.5,68.18,7.09
9/19/2016,0,69.71,73.06,3.64
9/20/2016,0,68.06,73.99,2.42
9/21/2016,0,68.15,80.6,6.28
9/22/2016,0,62.79,76.42,1.08
9/23/2016,0,57.39,77.34,0.57
9/26/2016,0,47.7,62.96,1.54
9/27/2016,0,59.37,68.6,1.95
9/28/2016,0,55.78,60.72,13.93
9/29/2016,0,55.06,58.43,14.95
9/30/2016,0,56.05,59.37,14.32
10/3/2016,0,55.61,65.59,0.97
10/4/2016,0,51.94,60.37,10.32
10/5/2016,0,48.4,59.24,6.07
10/6/2016,0,48.2,65.12,1.26
10/7/2016,0,54.18,68.36,0.72
10/11/2016,0,42.66,58.68,1.37
10/12/2016,0,48.65,61.73,5.45
10/13/2016,0,52.75,70.43,6.33
10/14/2016,0,45.54,57.91,8.56
10/17/2016,0,61.49,73.03,4.36
10/18/2016,0,57.79,68.76,1.57
10/19/2016,0,63.19,79.87,7.94
10/20/2016,0,55.78,61.99,9.88
10/21/2016,0,57.78,72.94,7.73
10/24/2016,0,47.64,60.76,12.9
10/25/2016,0,39.28,48.05,12.92
10/26/2016,0,36.76,47.41,11.05
10/27/2016,0,34.57,47.54,2.61
10/28/2016,0,44.84,53.89,4.93
10/31/2016,0,38.66,51.01,11.17
11/1/2016,0,34.86,50.47,1.21
11/2/2016,0,46.11,67.85,4.73
11/3/2016,0,51.79,62.99,1.68
11/4/2016,0,39.99,55.28,9.91
11/7/2016,0,37.03,45.75,6.17
11/8/2016,0,35.74,58.36,1.43
11/9/2016,0,46.64,60.55,7.03
11/10/2016,0,38.28,52.29,5.97
11/14/2016,0,43.3,64.78,8.65
11/15/2016,0,48.18,55.69,6.12
11/16/2016,0,50.46,55.13,7.55
11/17/2016,0,45.4,55.58,9.09
11/18/2016,0,42.04,61.17,8.29
11/21/2016,0,31.63,38.56,17.42
11/22/2016,0,32.18,42.89,15.66
11/23/2016,0,32.61,43.79,12.31
11/25/2016,0,40.1,46.99,0.83
11/28/2016,0,33.31,45.81,7.68
11/29/2016,0,35.73,57.5,8.61
11/30/2016,0,44.56,51.87,4.27
12/1/2016,0,44.18,56.3,8.53
12/2/2016,0,39.67,49.87,12.57
12/5/2016,0,31.18,38.57,3.85
12/6/2016,0,33.95,42.36,4.13
12/7/2016,0,36.62,40.9,0.72
12/8/2016,0,34.99,42.38,8.77
12/9/2016,0,26.76,36.13,14.46
12/12/2016,0,29.16,43.48,6.33
12/13/2016,0,34.48,41.4,7.34
12/14/2016,0,28.56,41.3,9.19
12/15/2016,0,19.48,31.28,18.07
12/16/2016,0,5.06,19.91,11.74
12/19/2016,0,19.72,33.1,9.85
12/20/2016,0,18.12,33.94,3.71
1/17/2017,0,33.2,41.46,2.78
1/18/2017,0,33.3,39.15,9.61
1/19/2017,0,32.14,44.01,6.55
1/20/2017,0,34.49,39.78,0.4
1/23/2017,0,35.49,39.46,20.36
1/24/2017,0,35.72,41.82,20.79
1/25/2017,0,36.55,43.3,13.24
1/26/2017,0,38.47,50.21,10.21
1/27/2017,0,37,43.34,16.7
1/30/2017,0,26.07,35.01,8.89
1/31/2017,0.301,20.2,28.35,3.31
2/1/2017,0.276,27.93,41.6,8.31
2/2/2017,0,29.91,39.27,10.98
2/3/2017,0,24.92,32.27,9.95
2/6/2017,0,32.15,38.1,12.85
2/7/2017,0,33.07,37.76,12.41
2/8/2017,0.259,26.46,50.44,6.92
2/9/2017,6.397,12.64,37.89,15.48
2/10/2017,15.024,11.95,24.66,10.94
2/13/2017,0.628,24.65,32.92,19.01
2/14/2017,0.032,22.13,34.85,5.56
2/15/2017,0,28.08,40.89,4.31
2/16/2017,0.311,28.36,34.25,15.08
2/17/2017,0,24.39,39.71,13.67
2/21/2017,0,29.4,39.83,1.18
2/22/2017,0,38.32,54.29,4.68
2/23/2017,0,41.09,66.16,10.24
2/24/2017,0,49.59,70.97,10.43
2/27/2017,0,30.53,53.47,13.65
2/28/2017,0,39.08,51.64,5.4
3/1/2017,0,48.12,62.09,12.69
3/2/2017,0,32.53,59.42,18.42
3/3/2017,0,23.59,35.25,12.45
3/6/2017,0,16.43,35.84,0.95
3/7/2017,0,31.91,47.7,9.53
3/8/2017,0,46.51,56.58,10.45
3/9/2017,0,39.24,49.4,15.43
3/10/2017,0.809,24.61,38.29,5.6
3/13/2017,0,14.52,33.15,5.54
3/14/2017,5.42,27.28,38.38,12
3/15/2017,0.048,19.27,28.71,17.42
3/16/2017,0,22.02,34.29,15.54
3/17/2017,0,26.62,41.45,8.72
3/20/2017,0,33.24,50.34,10.21
3/21/2017,0,39.32,52.56,5.12
3/22/2017,0,19.38,42.9,17.97
3/23/2017,0,18.63,37.89,13.51
3/24/2017,0,29.16,45.05,8.56
3/27/2017,0,36.66,43.61,2.82
3/28/2017,0,36.87,42,3.6
3/29/2017,0,36.99,45.44,8.43
3/30/2017,0,33.81,47.26,4.07
3/31/2017,3.775,34.7,40.05,6.05
4/3/2017,0,34.6,50.7,0.7
4/4/2017,0,38.69,42.41,8.13
4/5/2017,0,38.19,44.65,4.88
4/6/2017,0,38.32,48.43,6
4/7/2017,0,42.12,51.7,6.72
