patent_number,patent_title,patent_date,patent_num_claims,patent_num_combined_citations,inventor_last_name,inventor_first_name,assignee_organization
7704680,Double exposure technology using high etching selectivity,2010-04-27,20,3,Kim,Ryoung-han,"Advanced Micro Devices, Inc."
7704840,Stress enhanced transistor and methods for its fabrication,2010-04-27,18,10,Pal,Rohit,"Advanced Micro Devices, Inc."
7704878,Contact spacer formation using atomic layer deposition,2010-04-27,22,11,Ngo,Minh Van,"Advanced Micro Devices, Inc."
7704889,Method and system for advanced process control in an etch system by gas flow control on the basis of CD measurements,2010-04-27,20,11,Baranyai,Mathias,"Advanced Micro Devices, Inc."
7707341,Virtualizing an interrupt controller,2010-04-27,20,22,Klaiber,Alexander C.,"Advanced Micro Devices, Inc."
7709373,System and method for imprint lithography to facilitate dual damascene integration in a single imprint act,2010-05-04,20,6,Singh,Bhanwar,"Advanced Micro Devices, Inc."
7713763,Test structure for monitoring process characteristics for forming embedded semiconductor alloys in drain/source regions,2010-05-11,11,21,Gehring,Andreas,"Advanced Micro Devices, Inc."
7714615,De-emphasis circuit for a voltage mode driver used to communicate via a differential communication link,2010-05-11,20,6,Liang,Yikai,"Advanced Micro Devices, Inc."
7715941,Method and apparatus for scheduling a plurality of processing tools,2010-05-11,28,10,Purdy,Matthew A.,"Advanced Micro Devices, Inc."
7716004,Method and apparatus for matching test equipment calibration,2010-05-11,34,7,Lensing,Kevin R.,"Advanced Micro Devices, Inc."
7716501,Method of providing a customer with increased integrated circuit performance,2010-05-11,14,9,Edwards,William,"Advanced Micro Devices, Inc."
7717350,Portable computing platform having multiple operating modes and heterogeneous processors,2010-05-18,25,8,Polzin,R. Stephen,"Advanced Micro Devices, Inc."
7718447,System and method for estimating the crystallinity of stacked metal lines in microstructures,2010-05-18,21,13,Meyer,Moritz-Andreas,"Advanced Micro Devices, Inc."
7719035,Low contact resistance CMOS circuits and methods for their fabrication,2010-05-18,14,9,Besser,Paul R.,"Advanced Micro Devices, Inc."
7719060,Tensile strain source using silicon/germanium in globally strained silicon,2010-05-18,28,5,Wei,Andy,"Advanced Micro Devices, Inc."
7720141,Decision feedback restore of DC signals in a receiver,2010-05-18,25,8,Fang,Emerson S.,"Advanced Micro Devices, Inc."
7720559,Dynamic tool scheduling based upon defects,2010-05-18,32,12,Stewart,Edward C.,"Advanced Micro Devices, Inc."
7721160,System for protecting data during high-speed bidirectional communication between a master device and a slave device,2010-05-18,23,12,Talbot,Gerald,"Advanced Micro Devices, Inc."
7723192,Integrated circuit long and short channel metal gate devices and method of manufacture,2010-05-25,19,10,Pellerin,John G.,"Advanced Micro Devices, Inc."
7723195,Method of forming a field effect transistor,2010-05-25,10,8,Kammler,Thorsten,"Advanced Micro Devices, Inc."
7724015,Data processing device and methods thereof,2010-05-25,20,2,Kudva,Sudhir S.,"Advanced Micro Devices, Inc."
7724416,Electrically programmable reticle and system,2010-05-25,25,13,Miller,Keith Randolph,"Advanced Micro Devices, Inc."
7724567,Memory device and method of refreshing,2010-05-25,18,8,Mandal,Gurupada,"Advanced Micro Devices, Inc."
7725497,System and method for standardized process monitoring in a complex manufacturing environment,2010-05-25,20,3,Schueler,Stefan,"Advanced Micro Devices, Inc."
7725690,"Distributed dispatch with concurrent, out-of-order dispatch",2010-05-25,18,8,Shen,Gene W.,"Advanced Micro Devices, Inc."
7727835,SOI device with charging protection and methods of making same,2010-06-01,9,19,Zhou,Jingrong R.,"Advanced Micro Devices, Inc."
7729382,Wireless computer system with queue and scheduler,2010-06-01,20,52,Flemming,Ralf,"Advanced Micro Devices, Inc."
7734873,Caching of microcode emulation memory,2010-06-08,20,26,Lic,Sean,"Advanced Micro Devices, Inc."
7737052,Advanced multilayer dielectric cap with improved mechanical and electrical properties,2010-06-15,10,5,Bhatia,Ritwik,International Business Machines Corporation
7741012,Method for removal of immersion lithography medium in immersion lithography processes,2010-06-22,20,12,Abdo,Amr Y.,"Advanced Micro Devices, Inc."
7741164,Method for fabricating SOI device,2010-06-22,20,15,Pelella,Mario M.,"Advanced Micro Devices, Inc."
7741167,Semiconductor device comprising NMOS and PMOS transistors with embedded Si/Ge material for creating tensile and compressive strain,2010-06-22,10,12,Beyer,Sven,"Advanced Micro Devices, Inc."
7743232,Multiple-core processor with hierarchical microcode store,2010-06-22,20,16,Shen,Gene W.,"Advanced Micro Devices, Inc."
7745264,Semiconductor chip with stratified underfill,2010-06-29,23,20,Gannamani,Ranjit,"Advanced Micro Devices, Inc."
7745327,Method of forming a copper-based metallization layer including a conductive cap layer by an advanced integration regime,2010-06-29,18,106,Seidel,Robert,"Advanced Micro Devices, Inc."
7745334,Technique for locally adapting transistor characteristics by using advanced laser/flash anneal techniques,2010-06-29,17,17,Feudel,Thomas,"Advanced Micro Devices, Inc."
7750912,Integrating display controller into low power processor,2010-07-06,17,35,Steinman,Maurice B.,"Advanced Micro Devices, Inc."
7752476,Fast transition from low-speed mode to high-speed mode in high-speed interfaces,2010-07-06,27,8,Chen,Lin (Colin),"Advanced Micro Devices, Inc."
7754556,Reducing transistor junction capacitance by recessing drain and source regions,2010-07-13,19,10,Gehring,Andreas,"Advanced Micro Devices, Inc."
7755194,Composite barrier layers with controlled copper interface surface roughness,2010-07-13,10,8,Marathe,Amit P.,"Advanced Micro Devices, Inc."
7757190,Design rules checking augmented with pattern matching,2010-07-13,12,3,Capodieci,Luigi,"Advanced Micro Devices, Inc."
7759205,Methods for fabricating semiconductor devices minimizing under-oxide regrowth,2010-07-20,18,14,Maitra,Kingsuk,"Advanced Micro Devices, Inc."
7759745,Semiconductor memory device,2010-07-20,14,53,Komori,Hideki,Fujitsu Limited
7761656,Detection of speculative precharge,2010-07-20,30,20,Askar,Tahsin,"Advanced Micro Devices, Inc."
7761672,Data movement and initialization aggregation,2010-07-20,15,9,Clark,Michael T.,"Advanced Micro Devices, Inc."
7761823,Method for adjusting a transistor model for increased circuit simulation accuracy,2010-07-20,22,2,Chen,Qiang Richard,"Advanced Micro Devices, Inc."
7763532,Technique for forming a dielectric etch stop layer above a structure including closely spaced lines,2010-07-27,31,8,Schaller,Matthias,"Advanced Micro Devices, Inc."
7767508,Method for forming offset spacers for semiconductor device arrangements,2010-08-03,13,9,Fisher,Philip A.,"Advanced Micro Devices, Inc."
7767534,Methods for fabricating MOS devices having highly stressed channels,2010-08-03,13,5,Yang,Frank Bin,"Advanced Micro Devices, Inc."
7767540,Transistor having a channel with tensile strain and oriented along a crystallographic orientation with increased charge carrier mobility,2010-08-03,11,13,Wei,Andy,"Advanced Micro Devices, Inc."
7767593,Semiconductor device including field effect transistors laterally enclosed by interlayer dielectric material having increased intrinsic stress,2010-08-03,22,10,Boemmels,Juergen,"Advanced Micro Devices, Inc."
7768095,Shallow trench isolation process utilizing differential liners,2010-08-03,20,4,Krishnan,Srinath,"Advanced Micro Devices, Inc."
7770037,Power ok distribution for multi-voltage chips,2010-08-03,49,11,Chuang,Grace I.,"Advanced Micro Devices, Inc."
7770049,Controller for clock skew determination and reduction based on a lead count over multiple clock cycles,2010-08-03,20,23,Searles,Shawn,"Advanced Micro Devices, Inc."
7772077,Method of forming a semiconductor structure comprising a field effect transistor having a stressed channel region,2010-08-10,9,15,Gehring,Andreas,"Advanced Micro Devices, Inc."
7772906,Low power flip flop through partially gated slave clock,2010-08-10,20,22,Naffziger,Samuel,"Advanced Micro Devices, Inc."
7773005,Method and apparatus for decoding variable length data,2010-08-10,22,2,Frank,Michael Scott,"Advanced Micro Devices, Inc."
7774578,Apparatus and method of prefetching data in response to a cache miss,2010-08-10,20,8,Keltcher,Paul S.,"Advanced Micro Devices, Inc."
7781329,Reducing leakage in dielectric materials including metal regions including a metal cap layer in semiconductor devices,2010-08-24,24,9,Preusse,Axel,"Advanced Micro Devices, Inc."
7781810,Germanium MOSFET devices and methods for making same,2010-08-24,19,39,Wang,Haihong,"Advanced Micro Devices, Inc."
7783372,Automated throughput control system and method of operating the same,2010-08-24,18,15,Quarg,Thomas,"Advanced Micro Devices, Inc."
7783692,Fast flag generation,2010-08-24,17,5,Tan,Teik-Chung,"Advanced Micro Devices, Inc."
7785956,Technique for compensating for a difference in deposition behavior in an interlayer dielectric material,2010-08-31,17,7,Peters,Carsten,"Advanced Micro Devices, Inc."
7786003,Buried silicide local interconnect with sidewall spacers and method for making the same,2010-08-31,11,5,Buynoski,Matthew S.,Spansion LLC
7787481,Prefetch scheme to minimize interpacket gap,2010-08-31,11,21,Liang,Chin-Wei Kate,"Advanced Micro Devices, Inc."
7788546,Method and system for identifying communication errors resulting from reset skew,2010-08-31,20,11,Liberty,Dean A.,"Advanced Micro Devices, Inc."
7788701,Content transfer restriction system for personal internet communicator,2010-08-31,12,15,Lavin,Jeffrey M.,"Advanced Micro Devices, Inc."
7790541,Method and structure for forming multiple self-aligned gate stacks for logic devices,2010-09-07,1,17,Doris,Bruce B.,International Business Machines Corporation
7791102,Electrostatic discharge protection devices and methods for protecting semiconductor devices against electrostatic discharge events,2010-09-07,15,17,Beebe,Stephen G.,"Advanced Micro Devices, Inc."
7793240,Compensating for layout dimension effects in semiconductor device modeling,2010-09-07,21,6,Zhou,Jingrong R.,"Advanced Micro Devices, Inc."
7795046,Method and apparatus for monitoring endcap pullback,2010-09-14,23,4,Ang,Chew Hoe,"Advanced Micro Devices, Inc."
7795589,Infrared sensor and method of calibrating the same,2010-09-14,21,3,"Santana, Jr.",Miguel,"Advanced Micro Devices, Inc."
7797073,Controlling processing of semiconductor wafers based upon end of line parameters,2010-09-14,35,5,Bode,Christopher A.,"Advanced Micro Devices, Inc."
7797495,Distributed directory cache,2010-09-14,23,21,Lepak,Kevin Michael,"Advanced Micro Devices, Inc."
7799608,Die stacking apparatus and method,2010-09-21,17,29,O'Neil,Kevin A.,"Advanced Micro Devices, Inc."
7800106,Test structure for OPC-related shorts between lines in a semiconductor device,2010-09-21,16,53,Werner,Thomas R.,"Advanced Micro Devices, Inc."
7801224,Optimizing decoders on a hardware platform that supports video acceleration,2010-09-21,21,15,Graves,Hans W.,"Advanced Micro Devices, Inc."
7804317,Test device for determining charge damage to a transistor,2010-09-28,8,2,Parameshwaran,Biju,"Advanced Micro Devices, Inc."
7813993,Method and apparatus for scheduling a resource,2010-10-12,45,38,Nettles,Steven C.,"Advanced Micro Devices, Inc."
7816199,Method of forming a semiconductor structure comprising an implantation of ions of a non-doping element,2010-10-19,20,7,Feudel,Thomas,"Advanced Micro Devices, Inc."
7816273,Technique for removing resist material after high dose implantation in a semiconductor device,2010-10-19,17,10,Grimm,Volker,"Advanced Micro Devices, Inc."
7816656,Method of implanting ion species into microstructure products by concurrently cleaning the implanter,2010-10-19,21,4,Kocis,Rastislav,"Advanced Micro Devices, Inc."
7816767,Negative differential resistance diode and SRAM utilizing such device,2010-10-19,18,3,Krivokapic,Zoran,"Advanced Micro Devices, Inc."
7817761,Test techniques for a delay-locked loop receiver interface,2010-10-19,28,23,Maheshwari,Sanjeev Kumar,"Advanced Micro Devices, Inc."
7818563,Method to maximize hardware utilization in flow-thru IPsec processing,2010-10-19,20,7,Williams,Robert,"Advanced Micro Devices, Inc."
7818655,Method for quantitative detection of multiple electromigration failure modes,2010-10-19,20,2,Lee,Eunjoo,"Advanced Micro Devices, Inc."
7818665,Method and system for schema version transform verification,2010-10-19,20,9,Richardson,David A.,"Advanced Micro Devices, Inc."
7820536,Method for removing a passivation layer prior to depositing a barrier layer in a copper metallization layer,2010-10-26,19,11,Koschinsky,Frank,"Advanced Micro Devices, Inc."
7822567,Method and apparatus for implementing scaled device tests,2010-10-26,20,4,McIntyre,Michael G.,"Advanced Micro Devices, Inc."
7822951,System and method of load-store forwarding,2010-10-26,17,13,Ramani,Krishnan V.,"Advanced Micro Devices, Inc."
7823766,Financial transaction system,2010-11-02,16,6,Dittmer,Charles H.,"Advanced Micro Devices, Inc."
7826279,Programmable bias circuit architecture for a digital data/clock receiver,2010-11-02,19,4,Chuang,Grace I.,"Advanced Micro Devices, Inc."
7829401,MOSFET with asymmetrical extension implant,2010-11-09,11,10,Yang,Frank Bin,"Advanced Micro Devices, Inc."
7829421,SOI transistor having an embedded strain layer and a reduced floating body effect and a method for forming the same,2010-11-09,8,18,Hoentschel,Jan,"Advanced Micro Devices, Inc."
7829889,Method and semiconductor structure for monitoring etch characteristics during fabrication of vias of interconnect structures,2010-11-09,19,4,Lehr,Matthias Uwe,"Advanced Micro Devices, Inc."
7836259,Prefetch unit for use with a cache memory subsystem of a cache memory hierarchy,2010-11-16,12,5,Pickett,James K.,"Advanced Micro Devices, Inc."
7836278,Three operand instruction extension for X86 architecture,2010-11-16,17,9,Frank,Michael Scott,"Advanced Micro Devices, Inc."
7838308,Method of controlling embedded material/gate proximity,2010-11-23,22,11,Pal,Rohit,"Advanced Micro Devices, Inc."
7838354,Method for patterning contact etch stop layers by using a planarization process,2010-11-23,20,13,Mueller,Sven,"Advanced Micro Devices, Inc."
7838359,Technique for forming contact insulation layers and silicide regions with different characteristics,2010-11-23,13,18,Frohberg,Kai,"Advanced Micro Devices, Inc."
7839171,Digital level shifter and methods thereof,2010-11-23,12,2,Miles,Tommy,"Advanced Micro Devices, Inc."
7840298,Method and system for advanced process control using measurement uncertainty as control input,2010-11-23,22,35,Malig,Hans-Juergen,"Advanced Micro Devices, Inc."
7840786,Techniques for storing instructions and related information in a memory hierarchy,2010-11-23,19,15,Suggs,David N.,"Advanced Micro Devices, Inc."
7842442,Method and system for reducing overlay errors within exposure fields by APC control strategies,2010-11-30,19,4,Schulze,Uwe,"Advanced Micro Devices, Inc."
7842618,System and method for improving mesa width in a semiconductor device,2010-11-30,17,5,Chang,Kuo-Tung Tung,"Advanced Micro Devices, Inc."
7844758,Dynamic resource allocation scheme for efficient use of a queue,2010-11-30,25,14,Hughes,William,"Advanced Micro Devices, Inc."
7847568,Multi-site probe,2010-12-07,21,20,Martinez,Liane,"Advanced Micro Devices, Inc."
7849256,Memory controller with ring bus for interconnecting memory clients to memory devices,2010-12-07,21,6,Law,Patrick Y.,"Advanced Micro Devices, Inc."
7849287,Efficiently controlling special memory mapped system accesses,2010-12-07,17,28,Kegel,Andrew G.,"Advanced Micro Devices, Inc."
7849366,Method and apparatus for predicting yield parameters based on fault classification,2010-12-07,24,15,Purdy,Matthew A.,"Advanced Micro Devices, Inc."
7852161,Complementary ring oscillator with capacitive coupling,2010-12-14,20,5,Abbasi,Saeed,"Advanced Micro Devices, Inc."
7855048,Wafer assembly having a contrast enhancing top anti-reflecting coating and method of lithographic processing,2010-12-21,15,6,LaFontaine,Bruno M.,"Advanced Micro Devices, Inc."
7855118,Drive current increase in transistors by asymmetric amorphization implantation,2010-12-21,20,26,Papageorgiou,Vassilios,"Advanced Micro Devices, Inc."
7856562,Selective deactivation of processor cores in multiple processor core systems,2010-12-21,18,22,Lewchuk,W. Kurt,"Advanced Micro Devices, Inc."
7858276,Method for determining suitability of a resist in semiconductor wafer fabrication,2010-12-28,19,3,LaFontaine,Bruno M.,"Advanced Micro Devices, Inc."
7858526,Method of patterning gate electrodes by reducing sidewall angles of a mask layer,2010-12-28,17,7,Stejskal,Roland,"Advanced Micro Devices, Inc."
7858531,Method of forming a semiconductor structure comprising a field effect transistor having a stressed channel region,2010-12-28,14,5,Schlott,Jana,"Advanced Micro Devices, Inc."
7858990,Device and process of forming device with pre-patterned trench and graphene-based device structure formed therein,2010-12-28,20,2,Chen,An Ding,"Advanced Micro Devices, Inc."
7860599,Lid attachment mechanism,2010-12-28,27,7,Too,Seah Sun,"Advanced Micro Devices, Inc."
7861041,Second chance replacement mechanism for a highly associative cache memory of a processor,2010-12-28,20,5,"Williams, Jr.",James D.,"Advanced Micro Devices, Inc."
7861066,Mechanism for predicting and suppressing instruction replay in a processor,2010-12-28,18,11,Butler,Michael G.,"Advanced Micro Devices, Inc."
7861195,Process for design of semiconductor circuits,2010-12-28,7,5,Ma,Yuansheng,"Advanced Micro Devices, Inc."
7863171,SOI transistor having a reduced body potential and a method of forming the same,2011-01-04,7,40,Wei,Andy,"Advanced Micro Devices, Inc."
7865770,Processor including efficient signature generation for logic error protection,2011-01-04,18,23,Quach,Nhon,"Advanced Micro Devices, Inc."
7865948,Method and apparatus for restricted execution of security sensitive instructions,2011-01-04,18,5,Barnes,Brian C.,"Advanced Micro Devices, Inc."
7867917,"Etch stop layer for a metallization layer with enhanced adhesion, etch selectivity and hermeticity",2011-01-11,16,10,Hohage,Joerg,"Advanced Micro Devices, Inc."
7868706,Oscillator device and methods thereof,2011-01-11,18,3,Seth,Kshitij,"Advanced Micro Devices, Inc."
7869287,Circuit for locking a delay locked loop (DLL) and method therefor,2011-01-11,20,30,Searles,Shawn,"Advanced Micro Devices, Inc."
7869293,Memory sense scan circuit and test interface,2011-01-11,10,8,Morein,Stephen L.,"Advanced Micro Devices, Inc."
7869894,Method and system for advanced process control using a combination of weighted relative bias values,2011-01-11,21,33,Holfeld,Andr����,"Advanced Micro Devices, Inc."
7870407,Dynamic processor power management device and method thereof,2011-01-11,17,19,Lewchuk,Kurt,"Advanced Micro Devices, Inc."
7870521,Method of designing an electronic device and device thereof,2011-01-11,18,4,Palisetti,Vasant K.,"Advanced Micro Devices, Inc."
7871941,Method for reducing resist poisoning during patterning of stressed nitrogen-containing layers in a semiconductor device,2011-01-18,19,9,Richter,Ralf,"Advanced Micro Devices, Inc."
7873824,Method and apparatus for remote BIOS configuration control,2011-01-18,29,8,Johnson,Trent W.,"Advanced Micro Devices, Inc."
7873874,System and method for controlling synchronous functional microprocessor redundancy during test and analysis,2011-01-18,19,8,Choate,Michael L.,"Advanced Micro Devices, Inc."
7875514,Technique for compensating for a difference in deposition behavior in an interlayer dielectric material,2011-01-25,13,7,Seidel,Robert,"Advanced Micro Devices, Inc."
7875561,Interlayer dielectric material in a semiconductor device comprising stressed layers with an intermediate buffer material,2011-01-25,25,7,Finken,Michael,"Advanced Micro Devices, Inc."
7875851,Advanced process control framework using two-dimensional image analysis,2011-01-25,20,41,Singh,Bhanwar,"Advanced Micro Devices, Inc."
7877558,Memory controller prioritization scheme,2011-01-25,21,10,Kalyanasundharam,Vydhyanathan,"Advanced Micro Devices, Inc."
7880236,Semiconductor circuit including a long channel device and a short channel device,2011-02-01,18,7,Kerber,Andreas,"Advanced Micro Devices, Inc."
7880340,Radiation-triggered semiconductor shutdown device,2011-02-01,12,18,Miller,Roy Mark,"Advanced Micro Devices, Inc."
7882327,Communicating between partitions in a statically partitioned multiprocessing system,2011-02-01,19,7,Conway,Patrick N.,"Advanced Micro Devices, Inc."
7884633,Wide area soft defect localization,2011-02-08,22,4,Kloster,David E.,"Advanced Micro Devices, Inc."
7884650,Analog comparator comprising a digital offset compensation,2011-02-08,23,10,Chalamala,Sreenivasa,"Advanced Micro Devices, Inc."
7885222,Task scheduler responsive to connectivity prerequisites,2011-02-08,14,29,Cole,Terry,"Advanced Micro Devices, Inc."
7885627,Optimal initial gain selection for wireless receiver,2011-02-08,7,11,Lee,Christine,"Advanced Micro Devices, Inc."
7889512,Mid-bus connection to traces on a printed circuit board,2011-02-15,24,8,Lakhanpal,Sanjiv K.,"Advanced Micro Devices, Inc."
7890078,Dual band WLAN communication frequency synthesizer technique,2011-02-15,22,4,Kluge,Wolfram,"Advanced Micro Devices, Inc."
7890138,Mechanism for remotely accessing a portable computer including wireless communication functionality,2011-02-15,20,29,Polzin,R. Stephen,"Advanced Micro Devices, Inc."
7890702,Prefetch instruction extensions,2011-02-15,20,10,Lauterbach,Gary R.,"Advanced Micro Devices, Inc."
7893493,Stacking fault reduction in epitaxially grown silicon,2011-02-22,7,10,Black,Linda R.,International Business Machines Corporation
7893496,Stress enhanced transistor,2011-02-22,25,9,Pal,Rohit,"Advanced Micro Devices, Inc."
7893503,Semiconductor device comprising NMOS and PMOS transistors with embedded Si/Ge material for creating tensile and compressive strain,2011-02-22,9,1,Press,Patrick,"Advanced Micro Devices, Inc."
7897433,Semiconductor chip with reinforcement layer and method of making the same,2011-03-01,21,19,Su,Michael,"Advanced Micro Devices, Inc."
7899570,Advanced automatic deposition profile targeting and control by applying advanced polish endpoint system feedback,2011-03-01,18,28,Ortleb,Thomas,"Advanced Micro Devices, Inc."
7899634,Method and apparatus for analysis of continuous data using binary parsing,2011-03-01,19,2,McIntyre,Michael G.,"Advanced Micro Devices, Inc."
7902599,Integrated circuit having long and short channel metal gate devices and method of manufacture,2011-03-08,19,11,Pellerin,John G.,"Advanced Micro Devices, Inc."
7906383,Stress transfer in an interlayer dielectric by providing a stressed dielectric layer above a stress-neutral dielectric material in a semiconductor device,2011-03-15,28,15,Horstmann,Manfred,"Advanced Micro Devices, Inc."
7906424,Conductor bump method and apparatus,2011-03-15,18,49,"Topacio, III",Roden R.,"Advanced Micro Devices, Inc."
7906815,Increased reliability for a contact structure to connect an active region with a polysilicon line,2011-03-15,14,5,Peters,Carsten,"Advanced Micro Devices, Inc."
7908109,Identifying manufacturing disturbances using preliminary electrical test data,2011-03-15,21,6,Waetzold,Lothar,"Advanced Micro Devices, Inc."
7910496,Technique for forming an interlayer dielectric material of increased reliability above a structure including closely spaced lines,2011-03-22,23,22,Peters,Carsten,"Advanced Micro Devices, Inc."
7913150,Error detection in a communications link,2011-03-22,26,3,Miranda,Paul C.,"Advanced Micro Devices, Inc."
7915115,Method for forming dual high-k metal gate using photoresist mask and structures thereof,2011-03-29,4,6,Jha,Rashmi,International Business Machines Corporation
7915170,Reducing contamination of semiconductor substrates during beol processing by providing a protection layer at the substrate edge,2011-03-29,17,15,Ruo Qing,Su,"Advanced Micro Devices, Inc."
7917726,Using an IOMMU to create memory archetypes,2011-03-29,20,21,Strongin,Geoffrey S.,"Advanced Micro Devices, Inc."
7917740,Virtualization assist for legacy x86 floating point exception handling,2011-03-29,19,10,Klaiber,Alexander C.,"Advanced Micro Devices, Inc."
7923850,Semiconductor chip with solder joint protection ring,2011-04-12,23,44,Zhai,Jun ?Charlie?,"Advanced Micro Devices, Inc."
7924569,Semiconductor device comprising an in-chip active heat transfer system,2011-04-12,25,42,Letz,Tobias,"Advanced Micro Devices, Inc."
7924637,Method for training dynamic random access memory (DRAM) controller timing delays,2011-04-12,23,34,Askar,Tahsin,"Advanced Micro Devices, Inc."
7925937,Apparatus for testing embedded memory read paths,2011-04-12,18,8,Novak,Amy M.,"Advanced Micro Devices, Inc."
7928004,Nano imprint technique with increased flexibility with respect to alignment and feature shaping,2011-04-19,6,19,Peters,Carsten,"Advanced Micro Devices, Inc."
7928005,Method for forming narrow structures in a semiconductor device,2011-04-19,16,15,Bell,Scott A.,Spansion LLC
7929361,Circuit using a shared delay locked loop (DLL) and method therefor,2011-04-19,20,31,Humphries,Nicholas T.,"Advanced Micro Devices, Inc."
7929549,Method and apparatus for scrambling data for control of high-speed bidirectional signaling,2011-04-19,13,12,Talbot,Gerald,"Advanced Micro Devices, Inc."
7930484,System for restricted cache access during data transfers and method thereof,2011-04-19,16,52,Thompson,Stephen P.,"Advanced Micro Devices, Inc."
7930519,Processor with coprocessor interfacing functional unit for forwarding result from coprocessor to retirement unit,2011-04-19,20,16,Frank,Michael Scott,"Advanced Micro Devices, Inc."
7932166,Field effect transistor having a stressed contact etch stop layer with reduced conformality,2011-04-26,22,5,Feustel,Frank,"Advanced Micro Devices, Inc."
7933760,Bitcell simulation device and methods,2011-04-26,19,6,Priore,Donald A.,"Advanced Micro Devices, Inc."
7934109,Low power mode unipolar current/voltage mode interface,2011-04-26,3,16,Gauthier,Claude R.,"Advanced Micro Devices, Inc."
7937563,Voltage droop mitigation through instruction issue throttling,2011-05-03,17,12,Butler,Michael G.,"Advanced Micro Devices, Inc."
7937569,System and method for scheduling operations using speculative data operands,2011-05-03,22,20,McMinn,Brian D.,"Advanced Micro Devices, Inc."
7937574,Precise counter hardware for microcode loops,2011-05-03,20,7,Ahmed,Syed A.,"Advanced Micro Devices, Inc."
7937700,"System, processor, and method for incremental state save/restore on world switch in a virtual machine environment",2011-05-03,28,6,Klaiber,Alexander C.,"Advanced Micro Devices, Inc."
7938973,Arc layer having a reduced flaking tendency and a method of manufacturing the same,2011-05-10,20,20,Richter,Ralf,"Advanced Micro Devices, Inc."
7939415,Method for forming a substrate contact for advanced SOI devices based on a deep trench capacitor configuration,2011-05-10,17,8,Richter,Ralf,"Advanced Micro Devices, Inc."
7940560,"Memory cells, memory devices and integrated circuits incorporating the same",2011-05-10,26,20,Cho,Hyun-Jin Sook,"Advanced Micro Devices, Inc."
7940580,Voltage shifting word-line driver and method therefor,2011-05-10,18,25,Schreiber,Russell J.,"Advanced Micro Devices, Inc."
7941683,Data processing device with low-power cache access mode,2011-05-10,20,7,Steinman,Maurice B.,"Advanced Micro Devices, Inc."
7941684,Synchronization of processor time stamp counters to master counter,2011-05-10,20,3,Serebrin,Benjamin C.,"Advanced Micro Devices, Inc."
7943442,SOI device having a substrate diode with process tolerant configuration and method of forming the SOI device,2011-05-17,12,8,Gehring,Andreas,"Advanced Micro Devices, Inc."
7948222,Asymmetric topology to boost low load efficiency in multi-phase switch-mode power conversion,2011-05-24,23,4,Pang,Erwin,"Advanced Micro Devices, Inc."
7954075,Vector sequence simplification for circuit verification,2011-05-31,14,18,Feng,Xiushan,"Advanced Micro Devices, Inc."
7955937,Method for manufacturing semiconductor device comprising SOI transistors and bulk transistors,2011-06-07,7,24,Feudel,Thomas,"Advanced Micro Devices, Inc."
7958255,Partial coalescing of transmit buffers,2011-06-07,9,10,Karighattam,Kishore,"Advanced Micro Devices, Inc."
7961533,Method and apparatus for implementing write levelization in memory subsystems,2011-06-14,20,30,Searles,Shawn,"Advanced Micro Devices, Inc."
7961536,Memory device and methods thereof,2011-06-14,20,1,Kasprak,Keith Allen,"Advanced Micro Devices, Inc."
7961654,System and method for concurrent wireless voice and data communications,2011-06-14,20,24,Feekes,Dannie G.,"Advanced Micro Devices, Inc."
7962543,Division with rectangular multiplier supporting multiple precisions and operand types,2011-06-14,20,8,Schulte,Michael J.,"Advanced Micro Devices, Inc."
7965677,Mobile computer with unattended online content processing,2011-06-21,20,8,Rivas,Mario A.,"Advanced Micro Devices, Inc."
7965773,Macroblock cache,2011-06-21,19,42,Kuo,Chin-Chia,"Advanced Micro Devices, Inc."
7966089,Method and apparatus for automated fab control,2011-06-21,20,11,Krishnaswamy,Chandra Shekar,"Advanced Micro Devices, Inc."
7969020,Die stacking apparatus and method,2011-06-28,19,30,O'Neil,Kevin A.,"Advanced Micro Devices, Inc."
7971041,Method and system for register management,2011-06-28,18,19,Ramsey,Randy Wayne,"Advanced Micro Devices, Inc."
7972951,Memory device etch methods,2011-07-05,17,5,Choi,Jihwan,"Advanced Micro Devices, Inc."
7974726,Method and system for removing empty carriers from process tools by controlling an association between control jobs and carrier,2011-07-05,22,30,Rosenbaum,Konrad,"Advanced Micro Devices, Inc."
7974801,Method and system for a two-step prediction of a quality distribution of semiconductor devices,2011-07-05,22,12,Good,Richard P.,"Advanced Micro Devices, Inc."
7977172,Dynamic random access memory (DRAM) cells and methods for fabricating the same,2011-07-12,27,25,Goo,Jung-Suk,"Advanced Micro Devices, Inc."
7977977,Dynamic logic circuit with device to prevent contention between pull-up and pull-down device,2011-07-12,20,13,Gold,Spencer M.,"Advanced Micro Devices, Inc."
7978118,Algorithmic analog-to-digital conversion,2011-07-12,20,6,Nix,Michael A.,"Advanced Micro Devices, Inc."
7978691,Connectivity manager with location services,2011-07-12,46,2,Cole,Terry,"Advanced Micro Devices, Inc."
7979304,Method of mapping dynamic market conditions to global manufacturing site analysis,2011-07-12,20,9,Master,Sachin,"Advanced Micro Devices, Inc."
7980922,Method and system for controlling chemical mechanical polishing by controllably moving a slurry outlet,2011-07-19,22,17,Kiesel,Axel,"Advanced Micro Devices, Inc."
