Academic Year,TAP College Code,Federal School Code,TAP College Name,TAP Sector Group,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2013,2160,2881,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,31,22.79,"$70,086.25 "
2013,2252,6782,GENESEE COMMUNITY COLLEGE,4-SUNY CC,28,24.5,"$38,485.00 "
2013,345,2744,KEUKA COLLEGE,5-INDEPENDENT,27,24.71,"$35,550.63 "
2013,1401,8611,CUNY HOSTOS CC,2-CUNY CC,27,18.38,"$17,645.40 "
2013,2260,6788,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,26,22.38,"$61,911.00 "
2013,2070,2866,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,26,25.5,"$27,278.50 "
2013,2053,2864,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,18.63,"$48,420.00 "
2013,7518,4799,MONROE COLLEGE,6-BUS. DEGREE,25,20.88,"$68,450.74 "
2013,653,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,25,8,"$16,790.04 "
2013,975,2866,FASHION INST TECH UPPER DIVISION,4-SUNY CC,25,21,"$62,947.50 "
2013,2035,2685,CAZENOVIA COLLEGE,5-INDEPENDENT,25,24.5,"$82,195.00 "
2013,2144,2812,TROCAIRE COLLEGE,5-INDEPENDENT,24,16.54,"$53,306.50 "
2013,615,2798,PRATT INSTITUTE,5-INDEPENDENT,23,22,"$65,140.00 "
2013,535,20662,THE NEW SCHOOL,5-INDEPENDENT,23,22,"$41,244.00 "
2013,8501,22878,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,23,9.33,"$56,239.75 "
2013,11,2667,DOWLING COLLEGE,5-INDEPENDENT,23,20.63,"$140,706.38 "
2013,6015,2856,SUNY COBLESKILL,3-SUNY SO,22,20,"$77,391.00 "
2013,1050,2901,WELLS COLLEGE,5-INDEPENDENT,22,22,"$19,395.00 "
2013,130,2703,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,22,20,"$54,786.49 "
2013,7858,7468,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,22,21.5,"$139,845.00 "
2013,3020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,21,18,"$91,062.50 "
2013,830,2832,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,21,19.5,"$58,432.00 "
2013,2235,2665,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,20,18.46,"$60,333.91 "
2013,2147,2877,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,20,16.5,"$76,068.00 "
2013,3025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,12.96,"$88,992.23 "
2013,2240,2867,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,18,14.25,"$48,252.60 "
2013,2083,2735,HILBERT COLLEGE,5-INDEPENDENT,18,15.38,"$51,073.14 "
2013,420,2760,MANHATTANVILLE COLLEGE,5-INDEPENDENT,18,17.5,"$37,135.00 "
2013,960,2668,ALFRED UNIVERSITY,3-SUNY SO,17,16,"$11,375.00 "
2013,6030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,12.83,"$26,273.18 "
2013,3030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,12.5,"$15,315.50 "
2013,575,2790,NYACK COLLEGE,5-INDEPENDENT,16,15,"$60,117.50 "
2013,136,2704,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,15,13.5,"$23,578.87 "
2013,7830,11031,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,15,10.5,"$47,471.98 "
2013,2254,4788,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,14,10.25,"$11,690.00 "
2013,2243,6785,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,14,9.17,"$11,436.00 "
2013,2050,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,14,11.88,"$81,671.13 "
2013,6020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,13,11,"$46,285.69 "
2013,5325,2810,THE SAGE COLLEGES,5-INDEPENDENT,13,6.75,"$175,988.84 "
2013,2230,2880,ULSTER COMMUNITY COLLEGE,4-SUNY CC,13,10.5,"$13,458.00 "
2013,845,2813,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,13,13,"$9,500.00 "
2013,7732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,13,8.75,"$35,008.76 "
2013,6140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,12,9.75,"$9,325.00 "
2013,8528,35373,NEW YORK AUTOMOTIVE & DIESEL INST,VOCATIONAL - VET SCHOOLS ONLY,12,6,"$38,173.75 "
2013,3015,2856,SUNY COBLESKILL,3-SUNY SO,11,9.13,"$38,748.55 "
2013,2258,7111,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,11,8.5,"$13,575.00 "
2013,6262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,10,8.38,"$71,491.88 "
2013,1016,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,10,10,"$6,000.00 "
2013,6315,10727,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,9,8.75,"$32,552.95 "
2013,5695,11678,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,9,4.75,"$107,007.06 "
2013,8502,22878,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,9,3,"$22,454.65 "
2013,7725,30955,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,8,6.5,"$14,504.00 "
2013,999,2834,EXCELSIOR COLLEGE,5-INDEPENDENT,8,4.08,"$17,390.22 "
2013,447,2769,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,8,7.5,"$56,437.50 "
2013,2036,6787,CLINTON COMMUNITY COLLEGE,4-SUNY CC,8,6.83,"$13,020.00 "
2013,765,6467,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,8,7,"$14,240.00 "
2013,710,6461,ST ELIZABETH COLG OF NURSING,5-INDEPENDENT,7,6,"$10,320.00 "
2013,5775,2808,DAEMEN COLLEGE GRAD,5-INDEPENDENT,7,3.38,"$86,401.94 "
2013,5730,2805,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,7,4.25,"$100,145.16 "
2013,5620,4765,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,7,4,"$130,102.20 "
2013,5415,2821,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,7,3.38,"$101,801.64 "
2013,2075,12561,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,6.5,"$47,229.99 "
2013,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,7,4,"$13,970.00 "
2013,2265,21691,DAVIS COLLEGE,5-INDEPENDENT,6,5.5,"$20,495.00 "
2013,2225,2879,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,6,4.88,"$3,691.00 "
2013,890,2840,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,6,5.54,"$5,683.30 "
2013,1420,4765,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,5,3.13,"$2,735.00 "
2013,7264,20757,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,5,5,"$22,908.00 "
2013,7121,5208,COLL WESTCHESTER 2YR EVE,6-BUS. DEGREE,5,2.63,"$15,474.38 "
2013,5955,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,5,2.63,"$73,535.00 "
2013,5830,2775,MOLLOY COLLEGE,5-INDEPENDENT,5,2.63,"$65,785.26 "
2013,1045,2900,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,5,5,"$5,500.00 "
2013,5430,2838,SUNY STONY BROOK,3-SUNY SO,5,2.75,"$29,829.38 "
2013,5310,2791,PACE UNIVERSITY GRAD,5-INDEPENDENT,5,2.38,"$66,730.00 "
2013,5034,2744,KEUKA COLLEGE,5-INDEPENDENT,5,2.83,"$41,951.12 "
2013,2262,13029,BORICUA COLLEGE,5-INDEPENDENT,5,3.5,"$16,999.00 "
2013,8533,7804,STAR CAREER ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,5,3,"$23,130.00 "
2013,8521,16723,MODERN WELDING SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,5,3.25,"$29,475.00 "
2013,8511,7518,APEX TECHNICAL SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,5,3,"$16,636.50 "
2013,2040,2709,CONCORDIA COLLEGE,5-INDEPENDENT,5,4.5,"$13,040.00 "
2013,7510,22195,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,4,3,"$2,500.00 "
2013,6732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,4,3.63,"$14,563.38 "
2013,340,2742,JUILLIARD SCHOOL,5-INDEPENDENT,4,4,"$2,000.00 "
2013,5799,2834,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,4,2.5,"$59,414.68 "
2013,1099,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,4,3,"$12,890.00 "
2013,5000,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,4,3.25,"$25,895.00 "
2013,2320,21700,SWEDISH INSTITUTE,6-BUS. DEGREE,4,4,"$23,580.00 "
2013,8532,25754,INTERNATIONAL CULINARY CENTER,VOCATIONAL - VET SCHOOLS ONLY,4,2,"$11,790.00 "
2013,355,40953,THE KING'S COLLEGE,5-INDEPENDENT,3,3,"$2,500.00 "
2013,7124,5208,COLL WESTCHESTER 2YR,6-BUS. DEGREE,3,2,"$3,697.50 "
2013,7030,8556,BERKELEY COLLEGE,6-BUS. DEGREE,3,2.67,"$10,275.00 "
2013,6124,5208,COLL WESTCHESTER 4YR BBA DAY,6-BUS. DEGREE,3,2,"$3,697.50 "
2013,5140,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,3,1.5,"$44,142.50 "
2013,4886,2839,SUNY DOWNSTATE MEDICAL CENTER,3-SUNY SO,3,2,"$1,500.00 "
2013,2178,7466,LAB INST OF MERCHANDISING,6-BUS. DEGREE,3,2.5,"$28,850.00 "
2013,2158,2896,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,3,2,"$3,697.50 "
2013,55,21068,BRAMSON ORT COLLEGE,5-INDEPENDENT,3,4,"$23,580.00 "
2013,2140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,3,3,"$2,450.00 "
2013,2093,2763,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,3,2.33,"$13,020.40 "
2013,8537,10052,JEFFERSON-LEWIS BOCES,VOCATIONAL - VET SCHOOLS ONLY,3,2,"$13,528.00 "
2013,2051,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,3,2.54,"$9,538.13 "
2013,410,2759,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,2.5,"$1,250.00 "
2013,836,9479,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,3,2,"$22,457.50 "
2013,2045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,3,2.5,"$1,250.00 "
2013,8518,1255,LINCOLN TECHNICAL INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,3,1.25,"$8,842.50 "
2013,7895,7405,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,3,2,"$1,000.00 "
2013,7863,21634,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,3,2.58,"$21,611.67 "
2013,7826,17163,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,3,1.67,"$12,685.00 "
2013,7734,2678,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,3,1.5,"$4,023.84 "
2013,7730,2678,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,3,2,"$9,092.50 "
2013,7480,8495,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,1,"$4,080.00 "
2013,6936,25408,"878 EDUCATION, LLC",6-BUS. DEGREE,2,1.5,$750.00 
2013,5965,2791,PACE UNIVERSITY-DOCTORAL,5-INDEPENDENT,2,0.88,"$26,798.75 "
2013,5725,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,2,1.13,"$34,630.00 "
2013,5115,2772,MERCY COLLEGE-GRAD,5-INDEPENDENT,2,1.75,"$24,003.00 "
2013,5060,2785,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,2,1,"$28,365.00 "
2013,287,10153,HELENE FULD SCHOOL REG NURSING,5-INDEPENDENT,2,1.33,"$2,465.00 "
2013,8531,12557,ERIE 1 BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,1.5,"$6,942.50 "
2013,8522,0,NEW YORK FILM ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,2,1,"$8,842.50 "
2013,8508,31153,GENESEE VALLEY BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,1,"$5,130.00 "
2013,7839,7329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,2,1.5,"$8,842.50 "
2013,1421,42101,STELLA & CHARLES GUTTMAN CC,2-CUNY CC,2,2,"$2,000.00 "
2013,7718,4799,MONROE COLLEGE,6-BUS. DEGREE,1,1,$500.00 
2013,7699,12358,PLAZA COLLEGE-2YR,6-BUS. DEGREE,1,1,$500.00 
2013,7491,11647,SANFORD BROWN INSTITUTE,6-BUS. DEGREE,1,0.33,"$4,706.66 "
2013,7440,12107,INST OF DESIGN & CONSTRUCTION,6-BUS. DEGREE,1,1,"$5,895.00 "
2013,7262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,1,0.5,"$7,060.00 "
2013,7260,9043,ELMIRA BUSINESS INST,6-BUS. DEGREE,1,1,$450.00 
2013,6093,2763,MARIA COLLEGE 4 YR,5-INDEPENDENT,1,0.5,$225.00 
2013,6045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,1,1,"$20,440.00 "
2013,5805,2777,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,1,0.5,"$2,947.50 "
2013,5672,2698,CUNY COL STATEN ISLAND,1-CUNY SR,1,0.13,"$1,671.74 "
2013,5645,7273,CUNY  BARUCH COLL GRAD,1-CUNY SR,1,0.13,$736.88 
2013,5625,2842,SUC BUFFALO,3-SUNY SO,1,1,"$5,895.00 "
2013,5615,2850,SUC POTSDAM,3-SUNY SO,1,0.25,"$1,473.75 "
2013,5610,2849,SUNY PLATTSBURGH GRAD,3-SUNY SO,1,0.5,"$2,947.50 "
2013,5600,38813,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,1,"$5,895.00 "
2013,5450,2836,SUNY BINGHAMTON(GRAD),3-SUNY SO,1,0.5,"$19,472.62 "
2013,5400,2841,SUC BROCKPORT GRAD,3-SUNY SO,1,1,"$5,895.00 "
2013,5270,2689,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,1,0.63,"$20,000.00 "
2013,5265,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,1,0.5,"$2,947.50 "
2013,5216,2693,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,1,0.25,"$1,322.68 "
2013,5130,2837,SUNY BUFFALO,3-SUNY SO,1,0.25,"$7,315.00 "
2013,605,30277,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,1,0.33,"$1,965.00 "
2013,5021,3979,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,1,0.5,"$20,000.00 "
2013,5020,2707,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,1,0.5,"$15,972.50 "
2013,2321,21700,SWEDISH INST QRTLY PROGRAMS,6-BUS. DEGREE,1,0.67,$333.34 
2013,2300,2772,MERCY COLLEGE,5-INDEPENDENT,1,1,"$21,250.00 "
2013,2270,25994,NEW YORK COLL OF HEALTH PROFESSIO,5-INDEPENDENT,1,0.5,$250.00 
2013,550,20690,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,1,1,$500.00 
2013,2188,2896,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,1,1,"$1,500.00 "
2013,8544,0,PAUL MITCHELL THE SCHOOL,6-BUS. DEGREE,1,1,"$5,895.00 "
2013,8543,21822,THE NEW SCHOOL OF RADIO & TELEVIS,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8542,0,COMPU21 CORP,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8541,42238,ELECTRICAL TRAINING CENTER,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8540,42135,SHARP EDGEZ BARBER INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,0,"$2,947.50 "
2013,8539,12293,VEEB NASSAU COUNTY,VOCATIONAL - VET SCHOOLS ONLY,1,1,"$5,895.00 "
2013,8538,14773,ULSTER BOCES CAREER & TECH CTR,VOCATIONAL - VET SCHOOLS ONLY,1,1,"$5,895.00 "
2013,8536,2876,ORANGE COUNTY COMMUNITY COLLEGE,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8535,15204,WASH-SAR-WAR-HAM-ESS BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,1,"$5,895.00 "
2013,8534,0,"SAM CONSULTING SERVICES, INC.",VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8530,0,MONROE 1 BOCES ADULT EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,1,0,"$1,990.00 "
2013,8527,15546,ORLEANS/NIAGARA BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8526,40433,ACE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2013,844,9248,SAMARITAN HOSPITAL NURSING,8-OTHER,1,0.33,"$1,965.00 "
2013,8525,39883,SAE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,$206.69 
2013,8524,41177,MONROE BOCES 2 CTR FOR WORKFORC,VOCATIONAL - VET SCHOOLS ONLY,1,0,"$2,947.50 "
2013,8523,15777,ERIE 2 CHAUTAUGUA-CATTARAUGUS BOC,VOCATIONAL - VET SCHOOLS ONLY,1,0,"$2,947.50 "
2013,8514,41443,INSTITUTE OF CULINARY EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2013,8510,37733,CNW SCHOOL OF MASSAGE THERAPY,VOCATIONAL - VET SCHOOLS ONLY,1,1.5,"$8,842.50 "
2013,8509,12652,ONONDAGA CORTLAND MADISON BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,8506,30962,CHARLES STUART SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,947.50 "
2013,190,6445,CROUSE HOSPITAL,5-INDEPENDENT,1,0.5,$250.00 
2013,8505,10147,WESTERN SUFFOLK BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,1,"$5,895.00 "
2013,7952,10813,AMERICAN ACADEMY MCALLISTER INST.,6-BUS. DEGREE,1,1,$500.00 
2013,7845,4811,EVEREST INSTITUTE,6-BUS. DEGREE,1,1,"$5,895.00 "
2013,762,2825,ST JOSEPHS COLLEGE - WEEKEND,5-INDEPENDENT,1,0.67,"$3,930.00 "
2013,7833,7329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,1,"$5,895.00 "
2013,1690,6461,ST ELIZABETH HOSP SCHOOL RAD TECH,8-OTHER,1,0.5,$250.00 
2013,1674,11617,NEW YORK  METHODIST HOSPITAL,8-OTHER,1,1,$450.00 
2013,7738,20937,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,1,1,$500.00 
2013,7736,2678,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,1,1,"$5,895.00 "
2013,1650,5064,ST JAMES MERCY HOSP SCH XRAY TECH,8-OTHER,1,1,$450.00 
2012,175,2711,CORNELL UNIVERSITY,5-INDEPENDENT,929,906,"$874,675.00 "
2012,880,2836,SUNY BINGHAMTON,3-SUNY SO,801,771.5,"$1,165,996.58 "
2012,1010,2837,SUNY BUFFALO,3-SUNY SO,771,728.46,"$887,093.01 "
2012,875,2838,SUNY STONY BROOK,3-SUNY SO,670,639.67,"$698,937.24 "
2012,650,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,642,545.58,"$558,241.72 "
2012,920,2845,SUC GENESEO,3-SUNY SO,567,538.5,"$594,790.65 "
2012,1411,2688,CUNY CITY COLLEGE,1-CUNY SR,523,479.46,"$456,851.92 "
2012,1413,2689,CUNY HUNTER COLLEGE,1-CUNY SR,522,464.88,"$400,347.56 "
2012,555,2785,NEW YORK UNIVERSITY,5-INDEPENDENT,509,477,"$707,051.07 "
2012,985,2882,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,454,440.25,"$576,355.25 "
2012,1015,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,418,411.5,"$363,510.00 "
2012,895,2835,SUNY ALBANY (UNDERGRAD),3-SUNY SO,358,322.29,"$711,510.44 "
2012,751,2823,ST JOHNS UNIVERSITY,5-INDEPENDENT,349,335.75,"$582,285.50 "
2012,1409,7273,CUNY BARUCH COLLEGE,1-CUNY SR,311,275.58,"$341,354.64 "
2012,1416,2690,CUNY QUEENS COLLEGE,1-CUNY SR,298,260.04,"$273,598.59 "
2012,171,2707,COLUMBIA UNIV,5-INDEPENDENT,292,284,"$423,553.50 "
2012,635,2803,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,292,276,"$278,062.50 "
2012,120,2699,CLARKSON UNIVERSITY,5-INDEPENDENT,290,274.5,"$254,710.00 "
2012,245,2722,FORDHAM UNIVERSITY,5-INDEPENDENT,268,258.08,"$560,136.61 "
2012,1410,2687,CUNY BROOKLYN COLLEGE,1-CUNY SR,245,207.25,"$202,723.55 "
2012,330,2739,ITHACA COLLEGE,5-INDEPENDENT,222,213.25,"$301,574.50 "
2012,900,2841,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,188,170.38,"$354,566.59 "
2012,90,2681,CANISIUS COLLEGE,5-INDEPENDENT,184,179.25,"$207,960.00 "
2012,905,2842,SUC BUFFALO,3-SUNY SO,183,160.46,"$466,595.76 "
2012,935,2848,SUC OSWEGO (UNDERGRAD),3-SUNY SO,181,168.96,"$425,023.83 "
2012,925,2846,SUC NEW PALTZ,3-SUNY SO,164,151.75,"$303,336.92 "
2012,915,2844,SUC FREDONIA,3-SUNY SO,159,151.38,"$205,673.60 "
2012,300,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,158,152.5,"$413,226.50 "
2012,403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,158,144.25,"$411,417.43 "
2012,930,2847,SUC ONEONTA,3-SUNY SO,157,147.75,"$452,044.00 "
2012,1414,2693,CUNY JOHN JAY COLLEGE,1-CUNY SR,155,127.29,"$204,143.69 "
2012,945,2850,SUC POTSDAM,3-SUNY SO,153,144.38,"$250,346.78 "
2012,685,2816,SIENA COLLEGE,5-INDEPENDENT,151,145.13,"$279,696.68 "
2012,913,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,146,100.46,"$499,403.05 "
2012,940,2849,SUNY PLATTSBURGH,3-SUNY SO,143,131.5,"$286,102.56 "
2012,1412,7022,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,137,109.71,"$109,840.10 "
2012,910,2843,SUC CORTLAND (UNDERGRAD),3-SUNY SO,137,123.5,"$714,221.82 "
2012,270,2728,HAMILTON COLLEGE,5-INDEPENDENT,134,133,"$175,810.00 "
2012,2065,10684,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,134,110.08,"$235,609.48 "
2012,125,2701,COLGATE UNIVERSITY,5-INDEPENDENT,129,128,"$163,990.00 "
2012,775,2829,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,127,124,"$123,195.00 "
2012,10,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,126,120.08,"$225,803.09 "
2012,2180,2872,MONROE COMMUNITY COLLEGE,4-SUNY CC,121,89.63,"$137,655.02 "
2012,2185,2875,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,120,84.46,"$287,864.60 "
2012,375,2748,LEMOYNE COLLEGE,5-INDEPENDENT,119,115.13,"$129,459.90 "
2012,990,2889,UNION COLLEGE,5-INDEPENDENT,118,115.83,"$125,332.20 "
2012,1030,2895,VASSAR COLLEGE,5-INDEPENDENT,117,109.5,"$93,750.00 "
2012,525,2779,NAZARETH COLLEGE,5-INDEPENDENT,116,110.83,"$123,188.63 "
2012,215,2718,ELMIRA COLLEGE,5-INDEPENDENT,116,113.79,"$176,860.50 "
2012,155,2708,BARNARD COLLEGE,5-INDEPENDENT,114,111,"$94,850.00 "
2012,440,2765,MARIST COLLEGE,5-INDEPENDENT,113,104,"$398,839.49 "
2012,610,2796,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,110,102.96,"$105,046.97 "
2012,735,2821,ST JOHN FISHER COLLEGE,5-INDEPENDENT,109,101.63,"$97,874.39 "
2012,950,2851,SUC ENV SCI&FORESTRY,3-SUNY SO,108,103.08,"$181,078.15 "
2012,758,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,108,100.42,"$218,776.36 "
2012,1417,2698,CUNY COL STATEN ISLAND,1-CUNY SR,107,90.42,"$168,199.29 "
2012,1405,2696,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,105,82.04,"$92,110.14 "
2012,995,2885,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,103,99,"$77,100.00 "
2012,405,2758,MANHATTAN COLLEGE,5-INDEPENDENT,98,95.17,"$294,283.94 "
2012,670,2808,DAEMEN COLLEGE,5-INDEPENDENT,95,91,"$85,980.25 "
2012,2120,2782,NEW YORK INST TECH 4YR,5-INDEPENDENT,89,83.92,"$149,139.38 "
2012,560,2788,NIAGARA UNIVERSITY,5-INDEPENDENT,88,82.25,"$104,243.23 "
2012,855,2814,SKIDMORE COLLEGE,5-INDEPENDENT,88,86.5,"$119,879.00 "
2012,2157,2878,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,87,65.58,"$309,481.07 "
2012,295,2731,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,86,84.5,"$63,025.00 "
2012,305,2734,HOUGHTON COLLEGE,5-INDEPENDENT,83,77.5,"$87,017.50 "
2012,865,10142,TOURO COLLEGE,5-INDEPENDENT,82,74.42,"$94,993.71 "
2012,1418,4759,CUNY YORK COLLEGE,1-CUNY SR,80,69.63,"$56,636.00 "
2012,174,2711,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,78,77,"$62,750.00 "
2012,695,2817,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,76,72.88,"$97,667.13 "
2012,1404,2691,CUNY MANHATTAN CC,2-CUNY CC,75,54.54,"$81,448.50 "
2012,140,2705,COLLEGE OF SAINT ROSE,5-INDEPENDENT,73,70,"$146,965.00 "
2012,2100,2772,MERCY COLLEGE,5-INDEPENDENT,73,61.17,"$185,550.89 "
2012,590,2791,PACE UNIVERSITY,5-INDEPENDENT,70,64.75,"$155,190.50 "
2012,1022,2883,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,69,64.75,"$119,708.25 "
2012,970,6791,SUC PURCHASE,3-SUNY SO,68,61.25,"$195,113.74 "
2012,2113,2873,NASSAU COMMUNITY COLLEGE,4-SUNY CC,68,51.29,"$306,012.44 "
