Academic Year,TAP College Code,Federal School Code,TAP College Name,TAP Sector Group,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2012,190,6445,CROUSE HOSPITAL,5-INDEPENDENT,1,1.25,"$6,993.76 "
2012,6830,2678,BRYANT & STRATTON BBA ALBANY,6-BUS. DEGREE,1,0.5,"$2,688.00 "
2012,6124,5208,COLL WESTCHESTER 4YR BBA DAY,6-BUS. DEGREE,1,1,$500.00 
2012,5965,2791,PACE UNIVERSITY-DOCTORAL,5-INDEPENDENT,1,0.5,"$14,406.25 "
2012,5858,7468,SCHOOL OF VISUAL ARTS-GRAD,6-BUS. DEGREE,1,1,"$5,595.00 "
2012,1690,6461,ST ELIZABETH HOSP SCHOOL RAD TECH,8-OTHER,1,1,$500.00 
2012,1421,42101,STELLA & CHARLES GUTTMAN CC,2-CUNY CC,1,0.5,$250.00 
2011,880,2836,SUNY BINGHAMTON,3-SUNY SO,836,802.92,"$1,005,961.17 "
2011,1010,2837,SUNY BUFFALO,3-SUNY SO,784,739.42,"$782,177.63 "
2011,175,2711,CORNELL UNIVERSITY,5-INDEPENDENT,769,652,"$627,465.00 "
2011,875,2838,SUNY STONY BROOK,3-SUNY SO,726,696.79,"$811,051.99 "
2011,650,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,644,561.79,"$546,082.51 "
2011,555,2785,NEW YORK UNIVERSITY,5-INDEPENDENT,632,594.08,"$788,210.28 "
2011,920,2845,SUC GENESEO,3-SUNY SO,590,567.75,"$636,632.85 "
2011,174,2711,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,554,442,"$391,950.00 "
2011,1413,2689,CUNY HUNTER COLLEGE,1-CUNY SR,536,479.79,"$430,429.70 "
2011,1411,2688,CUNY CITY COLLEGE,1-CUNY SR,517,465.5,"$412,042.46 "
2011,985,2882,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,486,474.17,"$604,281.25 "
2011,1015,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,466,456,"$392,355.00 "
2011,751,2823,ST JOHNS UNIVERSITY,5-INDEPENDENT,422,407.5,"$647,504.25 "
2011,895,2835,SUNY ALBANY (UNDERGRAD),3-SUNY SO,381,352.42,"$749,192.92 "
2011,1409,7273,CUNY BARUCH COLLEGE,1-CUNY SR,357,318.92,"$390,870.36 "
2011,635,2803,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,336,315.63,"$310,152.38 "
2011,1416,2690,CUNY QUEENS COLLEGE,1-CUNY SR,314,274.21,"$290,932.38 "
2011,245,2722,FORDHAM UNIVERSITY,5-INDEPENDENT,288,274.75,"$597,105.92 "
2011,120,2699,CLARKSON UNIVERSITY,5-INDEPENDENT,288,274.5,"$230,865.00 "
2011,1410,2687,CUNY BROOKLYN COLLEGE,1-CUNY SR,262,211.71,"$208,758.65 "
2011,330,2739,ITHACA COLLEGE,5-INDEPENDENT,260,251.75,"$372,225.00 "
2011,900,2841,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,238,217.88,"$439,918.79 "
2011,90,2681,CANISIUS COLLEGE,5-INDEPENDENT,226,219.38,"$237,486.88 "
2011,935,2848,SUC OSWEGO (UNDERGRAD),3-SUNY SO,212,196.38,"$445,391.95 "
2011,150,2707,COLUMBIA UNIV,5-INDEPENDENT,206,198.5,"$211,825.00 "
2011,1414,2693,CUNY JOHN JAY COLLEGE,1-CUNY SR,198,165.63,"$335,605.85 "
2011,930,2847,SUC ONEONTA,3-SUNY SO,193,183,"$422,768.85 "
2011,905,2842,SUC BUFFALO,3-SUNY SO,192,163.96,"$424,576.35 "
2011,685,2816,SIENA COLLEGE,5-INDEPENDENT,184,175.58,"$307,166.90 "
2011,945,2850,SUC POTSDAM,3-SUNY SO,181,169.38,"$318,974.11 "
2011,403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,180,167.67,"$598,045.68 "
2011,915,2844,SUC FREDONIA,3-SUNY SO,175,164.46,"$254,811.26 "
2011,300,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,169,161.5,"$414,135.00 "
2011,925,2846,SUC NEW PALTZ,3-SUNY SO,167,153.5,"$313,917.20 "
2011,910,2843,SUC CORTLAND (UNDERGRAD),3-SUNY SO,158,147,"$570,172.85 "
2011,775,2829,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,157,152,"$154,135.00 "
2011,525,2779,NAZARETH COLLEGE,5-INDEPENDENT,155,149.13,"$164,452.88 "
2011,940,2849,SUNY PLATTSBURGH,3-SUNY SO,152,141.88,"$302,102.51 "
2011,1412,7022,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,147,127.33,"$126,158.29 "
2011,2065,10684,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,141,108.67,"$242,400.75 "
2011,913,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,140,91.25,"$408,302.60 "
2011,440,2765,MARIST COLLEGE,5-INDEPENDENT,137,126.5,"$399,890.00 "
2011,155,2708,BARNARD COLLEGE,5-INDEPENDENT,137,134,"$114,750.00 "
2011,270,2728,HAMILTON COLLEGE,5-INDEPENDENT,135,134,"$155,590.00 "
2011,10,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,132,124,"$265,460.49 "
2011,995,2885,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,131,129,"$100,450.00 "
2011,990,2889,UNION COLLEGE,5-INDEPENDENT,131,125.67,"$141,800.96 "
2011,2185,2875,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,130,98.92,"$304,651.76 "
2011,125,2701,COLGATE UNIVERSITY,5-INDEPENDENT,129,125.5,"$155,805.00 "
2011,735,2821,ST JOHN FISHER COLLEGE,5-INDEPENDENT,128,120.88,"$122,628.13 "
2011,375,2748,LEMOYNE COLLEGE,5-INDEPENDENT,128,122.92,"$141,935.43 "
2011,1417,2698,CUNY COL STATEN ISLAND,1-CUNY SR,120,98.63,"$263,148.08 "
2011,2180,2872,MONROE COMMUNITY COLLEGE,4-SUNY CC,118,86.58,"$146,864.56 "
2011,1030,2895,VASSAR COLLEGE,5-INDEPENDENT,118,109,"$94,875.00 "
2011,405,2758,MANHATTAN COLLEGE,5-INDEPENDENT,114,107,"$270,487.50 "
2011,1405,2696,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,111,91.71,"$97,664.98 "
2011,758,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,108,105,"$191,590.00 "
2011,855,2814,SKIDMORE COLLEGE,5-INDEPENDENT,107,106,"$138,947.50 "
2011,215,2718,ELMIRA COLLEGE,5-INDEPENDENT,103,101.5,"$144,335.00 "
2011,610,2796,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,102,97,"$120,932.50 "
2011,560,2788,NIAGARA UNIVERSITY,5-INDEPENDENT,102,95,"$106,562.50 "
2011,2120,2782,NEW YORK INST TECH 4YR,5-INDEPENDENT,101,87.79,"$178,630.05 "
2011,950,2851,SUC ENV SCI&FORESTRY,3-SUNY SO,101,96.5,"$170,846.00 "
2011,305,2734,HOUGHTON COLLEGE,5-INDEPENDENT,99,93,"$90,691.50 "
2011,295,2731,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,99,98.5,"$87,445.00 "
2011,1418,4759,CUNY YORK COLLEGE,1-CUNY SR,94,77.38,"$63,683.40 "
2011,865,10142,TOURO COLLEGE,5-INDEPENDENT,91,84.75,"$163,070.50 "
2011,590,2791,PACE UNIVERSITY,5-INDEPENDENT,91,84,"$163,876.25 "
2011,140,2705,COLLEGE OF SAINT ROSE,5-INDEPENDENT,91,86.25,"$141,331.00 "
2011,168,2707,COLUMBIA UNIV SCH ENGINEERING,5-INDEPENDENT,89,87,"$85,545.00 "
2011,670,2808,DAEMEN COLLEGE,5-INDEPENDENT,86,79.58,"$82,506.61 "
2011,2157,2878,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,85,62.21,"$282,238.43 "
2011,695,2817,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,80,75.5,"$100,579.50 "
2011,6730,8556,BERKELEY COLLEGE,6-BUS. DEGREE,74,49.67,"$172,226.30 "
2011,2100,2772,MERCY COLLEGE,5-INDEPENDENT,73,60.92,"$211,409.25 "
2011,1404,2691,CUNY MANHATTAN CC,2-CUNY CC,71,51.71,"$86,853.40 "
2011,970,6791,SUC PURCHASE,3-SUNY SO,71,63.08,"$229,907.63 "
2011,1022,2883,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,69,66.25,"$104,861.25 "
2011,640,2805,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,69,65.5,"$74,532.50 "
2011,1085,2903,YESHIVA UNIVERSITY,5-INDEPENDENT,68,64.5,"$66,125.00 "
2011,2105,2871,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,66,57.75,"$103,448.00 "
2011,1403,10051,CUNY LAGUARDIA CC,2-CUNY CC,66,47.5,"$121,577.40 "
2011,325,2737,IONA COLLEGE,5-INDEPENDENT,65,63,"$284,482.00 "
2011,2113,2873,NASSAU COMMUNITY COLLEGE,4-SUNY CC,63,51.42,"$305,399.13 "
2011,1402,2694,CUNY KINGSBOROUGH CC,2-CUNY CC,63,44.17,"$110,968.75 "
2011,591,2791,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,57,51.5,"$149,395.50 "
2011,500,2775,MOLLOY COLLEGE,5-INDEPENDENT,57,54,"$248,673.50 "
2011,285,2729,HARTWICK COLLEGE,5-INDEPENDENT,57,55.5,"$95,151.80 "
2011,1040,2899,WAGNER COLLEGE,5-INDEPENDENT,56,55,"$136,852.00 "
2011,170,2710,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,56,56,"$51,500.00 "
2011,2110,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,55,53.25,"$350,134.01 "
2011,20,2668,ALFRED UNIVERSITY,5-INDEPENDENT,53,49.5,"$61,123.00 "
2011,345,2744,KEUKA COLLEGE,5-INDEPENDENT,52,46.21,"$68,092.13 "
2011,195,2712,D'YOUVILLE COLLEGE,5-INDEPENDENT,52,48.25,"$95,281.35 "
2011,2080,2868,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,51,35.5,"$49,724.20 "
2011,2042,2863,CORNING COMMUNITY COLLEGE,4-SUNY CC,51,37.96,"$105,041.50 "
2011,505,2777,MEDAILLE COLLEGE,5-INDEPENDENT,51,46.13,"$90,220.88 "
2011,2220,2870,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,47,33.54,"$90,429.00 "
2011,1407,2697,CUNY QUEENSBOROUGH CC,2-CUNY CC,46,31.54,"$78,337.49 "
2011,6025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,44,29.92,"$103,618.58 "
2011,35,2671,BARD COLLEGE,5-INDEPENDENT,44,41,"$44,512.00 "
2011,755,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,43,41.75,"$88,006.07 "
2011,675,2810,THE SAGE COLLEGES,5-INDEPENDENT,43,41.42,"$34,453.93 "
2011,6005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,41,38.5,"$71,131.56 "
2011,965,7109,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,41,36.5,"$85,609.00 "
2011,2215,2874,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,40,31.71,"$66,033.81 "
2011,1400,2692,CUNY BRONX CC,2-CUNY CC,40,27.71,"$31,170.10 "
2011,2085,2869,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,39,31.29,"$50,901.20 "
2011,7518,4799,MONROE COLLEGE,6-BUS. DEGREE,38,36.38,"$106,264.39 "
2011,715,2820,ST FRANCIS COLLEGE,5-INDEPENDENT,37,35,"$123,660.00 "
2011,4975,11678,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,36,33.33,"$51,476.41 "
2011,3005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,35,30.5,"$41,171.00 "
2011,2125,2876,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,35,25.04,"$57,877.20 "
2011,2070,2866,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,35,31.5,"$88,039.00 "
2011,130,2703,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,35,33,"$140,505.00 "
2011,1415,10097,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,34,27.67,"$26,820.00 "
2011,2035,2685,CAZENOVIA COLLEGE,5-INDEPENDENT,33,31.5,"$55,530.00 "
2011,2144,2812,TROCAIRE COLLEGE,5-INDEPENDENT,32,24.42,"$73,549.13 "
2011,975,2866,FASHION INST TECH UPPER DIVISION,4-SUNY CC,32,29.75,"$94,735.50 "
2011,955,2853,SUNY MARITIME COLLEGE,3-SUNY SO,32,29.5,"$260,031.25 "
2011,2000,2860,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,31,24.67,"$48,829.90 "
2011,420,2760,MANHATTANVILLE COLLEGE,5-INDEPENDENT,31,28.5,"$90,347.50 "
2011,11,2667,DOWLING COLLEGE,5-INDEPENDENT,31,29,"$166,470.00 "
2011,2256,7532,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,30,25.17,"$84,495.80 "
2011,2025,2862,BROOME COMMUNITY COLLEGE,4-SUNY CC,30,22.88,"$46,581.60 "
2011,6018,4799,MONROE COLLEGE,6-BUS. DEGREE,30,28.88,"$64,375.50 "
2011,171,2707,COLUMBIA UNIV,5-INDEPENDENT,30,25.08,"$131,967.58 "
2011,1050,2901,WELLS COLLEGE,5-INDEPENDENT,28,28,"$17,250.00 "
2011,615,2798,PRATT INSTITUTE,5-INDEPENDENT,28,26.75,"$30,515.00 "
2011,3010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,26,22,"$82,263.80 "
2011,2053,2864,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,20.46,"$47,269.90 "
2011,2005,2861,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,26,22.38,"$45,369.00 "
2011,2252,6782,GENESEE COMMUNITY COLLEGE,4-SUNY CC,26,21,"$38,880.00 "
2011,535,20662,THE NEW SCHOOL,5-INDEPENDENT,26,22,"$21,415.00 "
2011,6010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,25,24.5,"$87,269.10 "
2011,2260,6788,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,25,17.5,"$47,601.00 "
2011,2160,2881,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,24,17.46,"$66,825.24 "
2011,3020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,24,21,"$121,413.00 "
2011,136,2704,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,24,20.46,"$42,318.21 "
2011,7858,7468,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,23,22.5,"$94,625.00 "
2011,830,2832,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,23,22.5,"$67,380.00 "
2011,5325,2810,THE SAGE COLLEGES,5-INDEPENDENT,22,12,"$241,332.77 "
2011,6015,2856,SUNY COBLESKILL,3-SUNY SO,21,20.38,"$83,992.63 "
2011,960,2668,ALFRED UNIVERSITY,3-SUNY SO,20,18,"$13,700.00 "
2011,3030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,19,16.5,"$61,411.15 "
2011,2240,2867,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,19,14.42,"$41,532.12 "
2011,575,2790,NYACK COLLEGE,5-INDEPENDENT,19,17.21,"$54,606.10 "
2011,6140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,18,16.5,"$28,235.00 "
2011,5216,2693,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,18,11.13,"$51,490.61 "
2011,3025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,14.5,"$98,993.50 "
2011,2147,2877,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,18,13.46,"$78,673.57 "
2011,1401,8611,CUNY HOSTOS CC,2-CUNY CC,18,13.75,"$18,091.03 "
2011,2254,4788,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,17,14.5,"$19,634.00 "
2011,7830,11031,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,16,12.04,"$49,427.10 "
2011,6030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,13.33,"$43,511.09 "
2011,2235,2665,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,16,13.5,"$23,760.00 "
2011,5060,2785,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,16,13.04,"$116,610.01 "
2011,845,2813,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,16,15.5,"$15,750.00 "
2011,447,2769,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,16,14,"$34,632.50 "
2011,6315,10727,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,15,12.96,"$60,602.01 "
2011,5730,2805,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,15,9.25,"$148,201.53 "
2011,2083,2735,HILBERT COLLEGE,5-INDEPENDENT,15,14.5,"$28,335.00 "
2011,1016,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,15,14.5,"$11,000.00 "
2011,5130,2837,SUNY BUFFALO,3-SUNY SO,15,12.25,"$58,029.03 "
2011,7030,8556,BERKELEY COLLEGE,6-BUS. DEGREE,14,7.92,"$31,172.10 "
2011,7732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,13,10.75,"$15,441.25 "
2011,5680,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,13,5.21,"$23,851.63 "
2011,5430,2838,SUNY STONY BROOK,3-SUNY SO,13,9.71,"$45,977.18 "
2011,2178,7466,LAB INST OF MERCHANDISING,6-BUS. DEGREE,13,13,"$46,205.00 "
2011,2050,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,13,12,"$83,270.00 "
2011,6262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,12,8.25,"$45,535.50 "
2011,2230,2880,ULSTER COMMUNITY COLLEGE,4-SUNY CC,12,9.04,"$13,111.00 "
2011,6020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,11,8.5,"$33,722.50 "
2011,5403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,11,4.5,"$34,316.09 "
2011,5390,2835,SUNY AT ALBANY GRAD,3-SUNY SO,11,6.96,"$34,828.40 "
2011,2243,6785,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,11,9.5,"$23,317.00 "
2011,5805,2777,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,10,8,"$38,654.05 "
2011,3015,2856,SUNY COBLESKILL,3-SUNY SO,10,8,"$18,365.00 "
2011,999,2834,EXCELSIOR COLLEGE,5-INDEPENDENT,10,5.42,"$29,476.94 "
2011,5415,2821,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,10,6.04,"$90,330.73 "
2011,7826,17163,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,9,7.67,"$22,455.03 "
2011,7725,30955,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,9,6,"$24,434.60 "
2011,5625,2842,SUC BUFFALO,3-SUNY SO,8,3.46,"$14,908.52 "
2011,5450,2836,SUNY BINGHAMTON(GRAD),3-SUNY SO,8,4.63,"$36,059.39 "
2011,5320,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,8,5.21,"$27,440.63 "
2011,2258,7111,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,8,7,"$15,300.00 "
2011,2045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,8,7,"$5,700.00 "
2011,2040,2709,CONCORDIA COLLEGE,5-INDEPENDENT,8,7.5,"$30,787.50 "
2011,2036,6787,CLINTON COMMUNITY COLLEGE,4-SUNY CC,8,7.75,"$14,235.00 "
2011,1099,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,8,7,"$24,777.50 "
2011,1045,2900,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,8,8,"$6,000.00 "
2011,5395,2690,CUNY QUEENS COLLEGE GRAD,1-CUNY SR,8,5.25,"$18,439.06 "
2011,7734,2678,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,7,7.75,"$35,045.90 "
2011,5310,2791,PACE UNIVERSITY GRAD,5-INDEPENDENT,7,3.96,"$62,524.79 "
2011,5045,2765,MARIST COLLEGE GRAD,5-INDEPENDENT,7,2.88,"$14,374.64 "
2011,836,9479,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,7,6.5,"$94,801.00 "
2011,5645,7273,CUNY  BARUCH COLL GRAD,1-CUNY SR,7,4.08,"$20,847.99 "
2011,7730,2678,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,6,6,"$28,434.90 "
2011,7480,8495,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,6,5,"$17,685.01 "
2011,5775,2808,DAEMEN COLLEGE GRAD,5-INDEPENDENT,6,2.67,"$65,322.59 "
2011,5695,11678,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,6,2.38,"$57,607.63 "
2011,5620,4765,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,6,4.04,"$60,503.60 "
2011,5420,2848,SUC OSWEGO,3-SUNY SO,6,4.38,"$22,753.14 "
2011,5210,2681,CANISIUS COLLEGE GRAD,5-INDEPENDENT,6,4.13,"$18,820.15 "
2011,5115,2772,MERCY COLLEGE-GRAD,5-INDEPENDENT,6,4.75,"$25,639.50 "
2011,5021,3979,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,6,5.63,"$71,857.50 "
2011,2075,12561,FIVE TOWNS COLLEGE,6-BUS. DEGREE,6,5.88,"$7,883.13 "
2011,7736,2678,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,5,4,"$9,142.50 "
2011,5799,2834,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,5,1.75,"$44,100.26 "
2011,5725,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,5,2.5,"$61,471.60 "
2011,5615,2850,SUC POTSDAM,3-SUNY SO,5,2.88,"$15,148.13 "
2011,5400,2841,SUC BROCKPORT GRAD,3-SUNY SO,5,3.5,"$18,184.36 "
2011,2265,21691,DAVIS COLLEGE,5-INDEPENDENT,5,4.92,"$7,853.93 "
2011,2225,2879,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,5,3.79,"$6,362.00 "
2011,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,5,4,"$5,300.00 "
2011,890,2840,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,5,4.46,"$15,775.70 "
2011,765,6467,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,5,4.5,"$2,250.00 "
2011,340,2742,JUILLIARD SCHOOL,5-INDEPENDENT,5,5,"$2,500.00 "
2011,55,21068,BRAMSON ORT COLLEGE,5-INDEPENDENT,5,4.5,"$17,460.00 "
2011,7863,21634,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,4,3.25,"$25,401.76 "
2011,5830,2775,MOLLOY COLLEGE,5-INDEPENDENT,4,2.25,"$29,245.50 "
2011,5515,2783,NEW YORK LAW SCHOOL,5-INDEPENDENT,4,3.5,"$18,532.50 "
2011,5345,10142,TOURO COLLEGE,5-INDEPENDENT,4,3.5,"$17,437.50 "
2011,5235,2705,COLLEGE OF SAINT ROSE GRAD,5-INDEPENDENT,4,3.38,"$14,859.75 "
2011,5205,2687,CUNY BROOKLYN COLLEGE GRAD,1-CUNY SR,4,2.75,"$14,411.26 "
2011,5120,2882,SYRACUSE UNIVERSITY GRAD,5-INDEPENDENT,4,3.79,"$19,839.54 "
2011,5110,2823,ST JOHNS UNIVERSITY - GRAD,5-INDEPENDENT,4,2,"$10,590.00 "
2011,2140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,4,3.5,"$1,700.00 "
2011,5215,2688,CUNY CITY COLLEGE GRAD,1-CUNY SR,4,2.25,"$10,838.31 "
2011,6045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,4,"$33,482.50 "
2011,7870,9077,UTICA SCHOOL OF COMMERCE,6-BUS. DEGREE,3,1.25,"$4,102.50 "
2011,7833,7329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,3,2,"$8,534.50 "
2011,7124,5208,COLL WESTCHESTER 2YR,6-BUS. DEGREE,3,3,"$4,000.00 "
2011,5915,20754,KELLER GRAD SCHOOL OF MANAGEMENT,6-BUS. DEGREE,3,1.75,"$9,041.25 "
2011,5820,2883,SYRACUSE UNIVERSITY UTICA COLLEGE,5-INDEPENDENT,3,3.25,"$17,058.75 "
2011,5610,2849,SUNY PLATTSBURGH GRAD,3-SUNY SO,3,3,"$15,885.00 "
2011,5565,2846,SUC NEW PALTZ,3-SUNY SO,3,1.92,"$7,108.58 "
2011,5480,2677,BROOKLYN LAW SCHOOL,5-INDEPENDENT,3,2.88,"$15,223.39 "
2011,5465,2707,COLUMBIA UNIV BUSIESS GRAD,5-INDEPENDENT,3,3,"$15,885.00 "
2011,5305,2788,NIAGARA UNIVERSITY GRAD,5-INDEPENDENT,3,1.25,"$6,581.26 "
2011,5270,2689,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,3,3.08,"$29,795.55 "
2011,5140,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,3,1.75,"$48,812.50 "
2011,5100,2817,ST BONAVENTURE UNIVERSITY GRAD,5-INDEPENDENT,3,2,"$10,590.01 "
2011,5034,2744,KEUKA COLLEGE,5-INDEPENDENT,3,1.38,"$19,764.71 "
2011,5000,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,3,3.17,"$14,752.17 "
2011,2188,2896,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,3,2.5,"$3,000.00 "
2011,5020,2707,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,3,2,"$9,953.50 "
2011,5240,2707,COLUMBIA UNIV  INTL AFFAIRS GRAD,5-INDEPENDENT,3,3,"$15,885.00 "
2011,605,30277,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,3,1.67,"$4,530.01 "
2011,410,2759,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,3,"$1,500.00 "
2011,6732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,3,2.5,"$10,815.00 "
2011,7264,20757,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,3,2,"$17,311.00 "
2011,7977,7401,MANDL SCHOOL,6-BUS. DEGREE,2,2,"$1,750.00 "
2011,6480,8495,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,1.33,"$7,060.00 "
2011,6144,2812,TROCAIRE COLLEGE,5-INDEPENDENT,2,1.5,$700.00 
2011,5866,10142,TOURO COLLEGE,5-INDEPENDENT,2,2,"$10,590.00 "
2011,5533,2791,PACE UNIVERSITY SCHOOL OF LAW,5-INDEPENDENT,2,1.13,"$5,919.38 "
2011,5425,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,2,0.67,"$3,530.18 "
2011,5396,2690,CUNY QUEENS COLLEGE LAW SCHOOL,1-CUNY SR,2,1.5,"$5,274.52 "
2011,5265,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,2,1,"$5,295.00 "
2011,5133,2837,SUNY BUFFALO,3-SUNY SO,2,1.5,"$7,942.50 "
