Academic Year,College Name,Sector Group,Headcount,Amount
2012,CUNY KINGSBOROUGH CC,2-CUNY CC,59,"$112,065.00 "
2012,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,58,"$55,910.00 "
2012,ALFRED UNIVERSITY,5-INDEPENDENT,56,"$56,365.00 "
2012,MEDAILLE COLLEGE,5-INDEPENDENT,54,"$114,241.66 "
2012,D'YOUVILLE COLLEGE,5-INDEPENDENT,52,"$114,316.62 "
2012,MOLLOY COLLEGE,5-INDEPENDENT,52,"$235,188.00 "
2012,ST JOSEPHS COLLEGE,5-INDEPENDENT,52,"$110,272.51 "
2012,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,51,"$109,211.29 "
2012,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,51,"$48,250.00 "
2012,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,51,"$157,396.09 "
2012,CUNY LAGUARDIA CC,2-CUNY CC,50,"$67,203.05 "
2012,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,50,"$329,232.88 "
2012,WAGNER COLLEGE,5-INDEPENDENT,50,"$117,369.00 "
2012,CORNING COMMUNITY COLLEGE,4-SUNY CC,46,"$105,432.00 "
2012,BARD COLLEGE,5-INDEPENDENT,45,"$73,315.00 "
2012,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,44,"$74,157.45 "
2012,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,44,"$81,569.20 "
2012,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,43,"$41,679.50 "
2012,THE SAGE COLLEGES,5-INDEPENDENT,43,"$35,024.88 "
2012,YESHIVA UNIVERSITY,5-INDEPENDENT,42,"$41,500.00 "
2012,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,41,"$66,596.16 "
2012,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,40,"$73,955.00 "
2012,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,40,"$83,259.70 "
2012,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,38,"$121,874.26 "
2012,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,38,"$63,411.00 "
2012,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,37,"$39,044.70 "
2012,MONROE COLLEGE,6-BUS. DEGREE,37,"$130,674.92 "
2012,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,36,"$83,034.00 "
2012,KEUKA COLLEGE,5-INDEPENDENT,35,"$42,631.59 "
2012,CUNY BRONX CC,2-CUNY CC,34,"$36,115.70 "
2012,ST FRANCIS COLLEGE,5-INDEPENDENT,34,"$85,132.50 "
2012,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,33,"$111,934.50 "
2012,SUNY MARITIME COLLEGE,3-SUNY SO,33,"$262,835.19 "
2012,CUNY QUEENSBOROUGH CC,2-CUNY CC,30,"$42,879.25 "
2012,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,30,"$50,561.00 "
2012,CAZENOVIA COLLEGE,5-INDEPENDENT,30,"$67,221.00 "
2012,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,29,"$113,358.15 "
2012,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,29,"$48,150.00 "
2012,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,29,"$59,869.00 "
2012,MANHATTANVILLE COLLEGE,5-INDEPENDENT,29,"$64,585.00 "
2012,PRATT INSTITUTE,5-INDEPENDENT,29,"$76,462.00 "
2012,BROOME COMMUNITY COLLEGE,4-SUNY CC,28,"$29,948.00 "
2012,BERKELEY COLLEGE,6-BUS. DEGREE,28,"$77,440.10 "
2012,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,27,"$91,005.00 "
2012,MONROE COLLEGE,6-BUS. DEGREE,27,"$87,806.64 "
2012,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,"$58,327.80 "
2012,DOWLING COLLEGE,5-INDEPENDENT,26,"$178,883.00 "
2012,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,25,"$75,778.10 "
2012,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,25,"$45,586.00 "
2012,SUNY COBLESKILL,3-SUNY SO,24,"$57,173.25 "
2012,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,24,"$21,038.00 "
2012,FASHION INST TECH UPPER DIVISION,4-SUNY CC,23,"$113,630.00 "
2012,TROCAIRE COLLEGE,5-INDEPENDENT,23,"$45,201.72 "
2012,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,22,"$98,143.45 "
2012,NYACK COLLEGE,5-INDEPENDENT,22,"$60,067.00 "
2012,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,22,"$52,575.00 "
2012,WELLS COLLEGE,5-INDEPENDENT,22,"$10,750.00 "
2012,GENESEE COMMUNITY COLLEGE,4-SUNY CC,21,"$33,100.00 "
2012,THE NEW SCHOOL,5-INDEPENDENT,21,"$16,621.00 "
2012,MORRISVILLE STATE COLLEGE,3-SUNY SO,20,"$35,280.00 "
2012,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,20,"$20,560.63 "
2012,HILBERT COLLEGE,5-INDEPENDENT,20,"$74,535.86 "
2012,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,20,"$17,000.00 "
2012,ALFRED UNIVERSITY,3-SUNY SO,19,"$12,000.00 "
2012,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,19,"$28,575.80 "
2012,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,19,"$49,246.50 "
2012,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,18,"$57,759.50 "
2012,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,"$65,998.90 "
2012,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,18,"$12,491.00 "
2012,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,18,"$29,173.69 "
2012,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,17,"$82,894.27 "
2012,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,17,"$61,220.00 "
2012,CUNY HOSTOS CC,2-CUNY CC,16,"$13,850.00 "
2012,SUNY BUFFALO,3-SUNY SO,16,"$79,175.95 "
2012,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,16,"$91,623.67 "
2012,PAUL SMITHS COLLEGE,5-INDEPENDENT,16,"$15,072.50 "
2012,SUNY COBLESKILL,3-SUNY SO,15,"$82,789.50 "
2012,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,14,"$41,978.20 "
2012,DAEMEN COLLEGE GRAD,5-INDEPENDENT,14,"$138,951.31 "
2012,THE SAGE COLLEGES,5-INDEPENDENT,14,"$144,472.75 "
2012,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,14,"$50,384.59 "
2012,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,14,"$63,550.74 "
2012,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,13,"$33,491.36 "
2012,MORRISVILLE STATE COLLEGE,3-SUNY SO,13,"$13,818.75 "
2012,SUC BUFFALO,3-SUNY SO,13,"$29,948.66 "
2012,SUC EMPIRE STATE COLLEGE,3-SUNY SO,13,"$23,716.08 "
2012,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,13,"$10,600.00 "
2012,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,13,"$106,482.50 "
2012,LONG ISLAND UNIVERSITY,5-INDEPENDENT,13,"$37,934.09 "
2012,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,13,"$40,933.75 "
2012,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,12,"$42,345.31 "
2012,PACE UNIVERSITY GRAD,5-INDEPENDENT,12,"$116,709.25 "
2012,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,12,"$64,732.75 "
2012,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,11,"$60,968.78 "
2012,SUNY STONY BROOK,3-SUNY SO,11,"$37,319.49 "
2012,ULSTER COMMUNITY COLLEGE,4-SUNY CC,11,"$18,069.00 "
2012,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,11,"$139,506.65 "
2012,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,11,"$7,500.00 "
2012,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,11,"$20,054.35 "
2012,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,10,"$13,454.00 "
2012,MERCY COLLEGE-GRAD,5-INDEPENDENT,10,"$55,735.38 "
2012,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,10,"$36,571.00 "
2012,LAB INST OF MERCHANDISING,6-BUS. DEGREE,10,"$38,008.00 "
2012,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,9,"$86,756.59 "
2012,CLINTON COMMUNITY COLLEGE,4-SUNY CC,9,"$19,664.50 "
2012,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,9,"$117,176.99 "
2012,CUNY  BARUCH COLL GRAD,1-CUNY SR,8,"$24,476.13 "
2012,SUC BROCKPORT GRAD,3-SUNY SO,8,"$20,652.48 "
2012,SUNY AT ALBANY GRAD,3-SUNY SO,8,"$26,056.56 "
2012,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,8,"$21,351.00 "
2012,EXCELSIOR COLLEGE,5-INDEPENDENT,8,"$20,784.49 "
2012,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,8,"$98,104.63 "
2012,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,8,"$34,316.03 "
2012,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,8,"$41,271.70 "
2012,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,8,"$15,863.60 "
2012,LINCOLN TECHNICAL INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,8,"$27,975.00 "
2012,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,8,"$21,201.50 "
2012,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,7,"$93,703.62 "
2012,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,7,"$10,642.50 "
2012,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,7,"$38,030.50 "
2012,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,"$8,547.50 "
2012,CUNY BROOKLYN COLLEGE GRAD,1-CUNY SR,6,"$14,356.84 "
2012,CUNY CITY COLLEGE GRAD,1-CUNY SR,6,"$15,514.34 "
2012,CANISIUS COLLEGE GRAD,5-INDEPENDENT,6,"$18,632.94 "
2012,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,6,"$62,380.00 "
2012,CONCORDIA COLLEGE,5-INDEPENDENT,6,"$28,370.00 "
2012,FORDHAM UNIVERSITY,5-INDEPENDENT,6,"$25,177.50 "
2012,MOLLOY COLLEGE,5-INDEPENDENT,6,"$56,990.85 "
2012,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,5,"$9,267.00 "
2012,CUNY QUEENS COLLEGE GRAD,1-CUNY SR,5,"$14,132.62 "
2012,HOFSTRA UNIVERSITY,5-INDEPENDENT,5,"$15,996.50 "
2012,JUILLIARD SCHOOL,5-INDEPENDENT,5,"$2,500.00 "
2012,KEUKA COLLEGE,5-INDEPENDENT,5,"$51,952.08 "
2012,MARIST COLLEGE GRAD,5-INDEPENDENT,5,"$10,091.45 "
2012,NEW YORK LAW SCHOOL,5-INDEPENDENT,5,"$25,177.50 "
2012,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,5,"$13,763.70 "
2012,SYRACUSE UNIVERSITY GRAD,5-INDEPENDENT,5,"$13,987.50 "
2012,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,5,"$5,500.00 "
2012,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,5,"$8,117.34 "
2012,INSTITUTE OF CULINARY EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,5,"$13,987.50 "
2012,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,4,"$39,700.47 "
2012,SUNY BINGHAMTON(GRAD),3-SUNY SO,4,"$26,919.10 "
2012,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,4,"$15,575.00 "
2012,BROOKLYN LAW SCHOOL,5-INDEPENDENT,4,"$15,303.49 "
2012,COLLEGE OF SAINT ROSE GRAD,5-INDEPENDENT,4,"$5,678.03 "
2012,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,"$11,537.50 "
2012,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,"$1,950.00 "
2012,DAVIS COLLEGE,5-INDEPENDENT,4,"$17,880.00 "
2012,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,4,"$24,726.00 "
2012,NAZARETH COLLEGE GRAD,5-INDEPENDENT,4,"$8,746.36 "
2012,NIAGARA UNIVERSITY GRAD,5-INDEPENDENT,4,"$11,228.53 "
2012,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,4,"$63,890.00 "
2012,BERKELEY COLLEGE,6-BUS. DEGREE,4,"$14,776.68 "
2012,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,4,"$14,237.50 "
2012,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,4,"$16,720.00 "
2012,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,4,"$31,078.33 "
2012,SUC NEW PALTZ,3-SUNY SO,3,"$11,608.28 "
2012,ADELPHI UNIVERSITY,5-INDEPENDENT,3,"$25,372.50 "
2012,BORICUA COLLEGE,5-INDEPENDENT,3,"$8,699.00 "
2012,BRAMSON ORT COLLEGE,5-INDEPENDENT,3,"$8,892.50 "
2012,DOWLING COLLEGE,5-INDEPENDENT,3,"$13,987.50 "
2012,LEMOYNE COLLEGE GRAD,5-INDEPENDENT,3,"$19,525.63 "
2012,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,"$1,500.00 "
2012,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,3,"$42,547.50 "
2012,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,3,"$6,993.76 "
2012,ST BONAVENTURE UNIVERSITY GRAD,5-INDEPENDENT,3,"$11,889.40 "
2012,ST JOSEPHS COLLEGE,5-INDEPENDENT,3,"$16,465.77 "
2012,SYRACUSE UNIVERSITY UTICA COLLEGE,5-INDEPENDENT,3,"$8,392.51 "
2012,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,3,"$20,814.50 "
2012,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,3,"$11,005.00 "
2012,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,3,"$2,450.00 "
2012,INST OF DESIGN & CONSTRUCTION,6-BUS. DEGREE,3,"$13,987.50 "
2012,KELLER GRAD SCHOOL OF MANAGEMENT,6-BUS. DEGREE,3,"$6,993.75 "
2012,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,3,"$6,595.01 "
2012,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,3,"$1,000.00 "
2012,SUC OLD WESTBURY,3-SUNY SO,2,"$7,460.10 "
2012,SUC POTSDAM,3-SUNY SO,2,"$7,693.13 "
2012,SUNY BUFFALO,3-SUNY SO,2,"$9,791.25 "
2012,SUNY DOWNSTATE MEDICAL CENTER,3-SUNY SO,2,"$1,961.75 "
2012,SUNY PLATTSBURGH GRAD,3-SUNY SO,2,"$11,190.00 "
2012,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,2,"$7,460.00 "
2012,D'YOUVILLE COLLEGE,5-INDEPENDENT,2,"$11,190.00 "
2012,MANHATTAN COLLEGE,5-INDEPENDENT,2,"$4,895.64 "
2012,MERCY COLLEGE GRAD,5-INDEPENDENT,2,"$4,083.75 "
2012,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,2,"$11,190.00 "
2012,NEW YORK INST TECH,5-INDEPENDENT,2,"$5,595.01 "
2012,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,2,"$2,000.00 "
2012,ST JOHNS UNIVERSITY - GRAD,5-INDEPENDENT,2,"$4,196.25 "
2012,ST PAUL'S SCH NURSING MED/DENTAL,5-INDEPENDENT,2,"$7,234.52 "
2012,SYRACUSE UNIVERSITY LAW,5-INDEPENDENT,2,"$11,190.00 "
2012,THE BELANGER SCHOOL OF NURSING,5-INDEPENDENT,2,"$8,783.44 "
2012,THE KING'S COLLEGE,5-INDEPENDENT,2,"$1,000.00 "
2012,TOURO COLLEGE,5-INDEPENDENT,2,"$16,127.52 "
2012,TOURO COLLEGE,5-INDEPENDENT,2,"$12,588.75 "
2012,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,2,$750.00 
2012,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,2,"$18,222.00 "
2012,COLL WESTCHESTER 2YR,6-BUS. DEGREE,2,"$2,500.00 "
2012,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,"$7,460.00 "
2012,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,2,"$19,480.00 "
2012,MONROE COLLEGE,6-BUS. DEGREE,2,"$3,216.30 "
2012,SANFORD BROWN INSTITUTE,6-BUS. DEGREE,2,"$2,109.94 "
2012,APEX TECHNICAL SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,2,"$2,847.50 "
2012,CHAMPLAIN VALLEY ED SVCS/CV-TEC,VOCATIONAL - VET SCHOOLS ONLY,2,"$4,196.25 "
2012,GENESEE VALLEY BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,"$6,735.00 "
2012,NEW YORK FILM ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,2,"$8,392.50 "
2012,ONONDAGA CORTLAND MADISON BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,"$5,595.00 "
2012,SAE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,2,"$11,190.00 "
2012,CUNY COL STATEN ISLAND,1-CUNY SR,1,$699.38 
2012,CUNY HERBERT H LEHMAN GRAD,1-CUNY SR,1,"$1,624.60 "
2012,CUNY QUEENS COLLEGE LAW SCHOOL,1-CUNY SR,1,"$2,760.34 "
2012,STELLA & CHARLES GUTTMAN CC,2-CUNY CC,1,$250.00 
2012,SUC CORTLAND,3-SUNY SO,1,"$1,879.00 "
2012,SUC GENESEO,3-SUNY SO,1,$699.38 
2012,SUC OSWEGO,3-SUNY SO,1,$699.38 
2012,SUNY DOWNSTATE MED CENTER GRAD,3-SUNY SO,1,"$1,398.75 "
2012,SUNY MARITIME COLLEGE,3-SUNY SO,1,"$1,398.76 "
2012,SUNY UPSTATE MEDICAL UNIV. (GRAD),3-SUNY SO,1,"$5,595.00 "
2012,ALBANY LAW SCHOOL,5-INDEPENDENT,1,"$5,595.00 "
2012,ALFRED UNIVERSITY GRAD,5-INDEPENDENT,1,"$2,098.13 "
2012,BANK ST COLL OF EDUC,5-INDEPENDENT,1,"$3,496.88 "
2012,CROUSE HOSPITAL,5-INDEPENDENT,1,"$6,993.76 "
2012,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,$699.38 
2012,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,1,"$5,595.00 "
2012,NEW YORK CHIROPRACTIC COLLEGE,5-INDEPENDENT,1,"$5,595.00 "
2012,NYACK COLLEGE,5-INDEPENDENT,1,"$3,730.19 "
2012,PACE UNIVERSITY-DOCTORAL,5-INDEPENDENT,1,"$14,406.25 "
2012,PAUL SMITHS COLLEGE,5-INDEPENDENT,1,"$1,500.00 "
2012,PHILLIPS BETH ISRAEL SCH.NURSING,5-INDEPENDENT,1,$125.00 
2012,PRATT INSTITUTE GRAD,5-INDEPENDENT,1,"$5,595.00 "
2012,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,1,"$1,865.00 "
2012,ST ELIZABETH COLG OF NURSING,5-INDEPENDENT,1,$250.00 
2012,ST PAUL'S SCH NURSING,5-INDEPENDENT,1,$776.79 
2012,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,1,"$1,500.00 "
2012,YESHIVA UNIVERSITY,5-INDEPENDENT,1,"$5,595.00 "
2012,BRYANT & STRATTON BBA ALBANY,6-BUS. DEGREE,1,"$2,688.00 "
2012,COLL WESTCHESTER 4YR BBA DAY,6-BUS. DEGREE,1,$500.00 
2012,ELMIRA BUSINESS INST,6-BUS. DEGREE,1,$450.00 
2012,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,"$2,797.50 "
2012,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,"$2,797.50 "
2012,MONROE COLLEGE,6-BUS. DEGREE,1,$750.00 
2012,PLAZA COLLEGE-2YR,6-BUS. DEGREE,1,$500.00 
2012,SCHOOL OF VISUAL ARTS-GRAD,6-BUS. DEGREE,1,"$5,595.00 "
2012,SWEDISH INSTITUTE,6-BUS. DEGREE,1,"$8,392.50 "
2012,UTICA SCHOOL OF COMMERCE,6-BUS. DEGREE,1,"$1,250.00 "
2012,ST ELIZABETH HOSP SCHOOL RAD TECH,8-OTHER,1,$500.00 
2012,ACE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,CATTARAUGUS/ALLEGANY BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,CAZENOVIA COLLEGE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,CHARLES STUART SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,595.00 "
2012,CNW SCHOOL OF MASSAGE THERAPY,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,ERIE 1 BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,ERIE 2 CHAUTAUGUA-CATTARAUGUS BOC,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,FINGER LAKES SCHOOL OF MASSAGE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,647.50 "
2012,INSTITUTE OF AUDIO RESEARCH,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,MICROPOWER CAREER INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,MODERN WELDING SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,MONROE BOCES 2 CTR FOR WORKFORC,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,NEW YORK AUTOMOTIVE & DIESEL INST,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,ORLEANS/NIAGARA BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$1,398.75 "
2012,OUTREACH TRAINING INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2012,SOUTHERN WESTCHESTER BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$4,068.75 "
2011,SUNY BINGHAMTON,3-SUNY SO,836,"$1,005,961.17 "
2011,SUNY BUFFALO,3-SUNY SO,784,"$782,177.63 "
2011,CORNELL UNIVERSITY,5-INDEPENDENT,769,"$627,465.00 "
2011,SUNY STONY BROOK,3-SUNY SO,726,"$811,051.99 "
2011,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,644,"$546,082.51 "
2011,NEW YORK UNIVERSITY,5-INDEPENDENT,632,"$788,210.28 "
2011,SUC GENESEO,3-SUNY SO,590,"$636,632.85 "
2011,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,554,"$391,950.00 "
2011,CUNY HUNTER COLLEGE,1-CUNY SR,536,"$430,429.70 "
2011,CUNY CITY COLLEGE,1-CUNY SR,517,"$412,042.46 "
2011,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,486,"$604,281.25 "
2011,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,466,"$392,355.00 "
2011,ST JOHNS UNIVERSITY,5-INDEPENDENT,422,"$647,504.25 "
2011,SUNY ALBANY (UNDERGRAD),3-SUNY SO,381,"$749,192.92 "
2011,CUNY BARUCH COLLEGE,1-CUNY SR,357,"$390,870.36 "
2011,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,336,"$310,152.38 "
2011,CUNY QUEENS COLLEGE,1-CUNY SR,314,"$290,932.38 "
2011,CLARKSON UNIVERSITY,5-INDEPENDENT,288,"$230,865.00 "
2011,FORDHAM UNIVERSITY,5-INDEPENDENT,288,"$597,105.92 "
2011,CUNY BROOKLYN COLLEGE,1-CUNY SR,262,"$208,758.65 "
2011,ITHACA COLLEGE,5-INDEPENDENT,260,"$372,225.00 "
2011,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,238,"$439,918.79 "
2011,CANISIUS COLLEGE,5-INDEPENDENT,226,"$237,486.88 "
2011,SUC OSWEGO (UNDERGRAD),3-SUNY SO,212,"$445,391.95 "
2011,COLUMBIA UNIV,5-INDEPENDENT,206,"$211,825.00 "
2011,CUNY JOHN JAY COLLEGE,1-CUNY SR,198,"$335,605.85 "
2011,SUC ONEONTA,3-SUNY SO,193,"$422,768.85 "
2011,SUC BUFFALO,3-SUNY SO,192,"$424,576.35 "
2011,SIENA COLLEGE,5-INDEPENDENT,184,"$307,166.90 "
2011,SUC POTSDAM,3-SUNY SO,181,"$318,974.11 "
2011,LONG ISLAND UNIVERSITY,5-INDEPENDENT,180,"$598,045.68 "
2011,SUC FREDONIA,3-SUNY SO,175,"$254,811.26 "
2011,HOFSTRA UNIVERSITY,5-INDEPENDENT,169,"$414,135.00 "
2011,SUC NEW PALTZ,3-SUNY SO,167,"$313,917.20 "
2011,SUC CORTLAND (UNDERGRAD),3-SUNY SO,158,"$570,172.85 "
2011,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,157,"$154,135.00 "
2011,NAZARETH COLLEGE,5-INDEPENDENT,155,"$164,452.88 "
2011,SUNY PLATTSBURGH,3-SUNY SO,152,"$302,102.51 "
2011,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,147,"$126,158.29 "
2011,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,141,"$242,400.75 "
2011,SUC EMPIRE STATE COLLEGE,3-SUNY SO,140,"$408,302.60 "
2011,BARNARD COLLEGE,5-INDEPENDENT,137,"$114,750.00 "
2011,MARIST COLLEGE,5-INDEPENDENT,137,"$399,890.00 "
2011,HAMILTON COLLEGE,5-INDEPENDENT,135,"$155,590.00 "
2011,ADELPHI UNIVERSITY,5-INDEPENDENT,132,"$265,460.49 "
2011,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,131,"$100,450.00 "
2011,UNION COLLEGE,5-INDEPENDENT,131,"$141,800.96 "
2011,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,130,"$304,651.76 "
2011,COLGATE UNIVERSITY,5-INDEPENDENT,129,"$155,805.00 "
2011,LEMOYNE COLLEGE,5-INDEPENDENT,128,"$141,935.43 "
2011,ST JOHN FISHER COLLEGE,5-INDEPENDENT,128,"$122,628.13 "
2011,CUNY COL STATEN ISLAND,1-CUNY SR,120,"$263,148.08 "
2011,MONROE COMMUNITY COLLEGE,4-SUNY CC,118,"$146,864.56 "
2011,VASSAR COLLEGE,5-INDEPENDENT,118,"$94,875.00 "
2011,MANHATTAN COLLEGE,5-INDEPENDENT,114,"$270,487.50 "
