Academic Year,College Name,Sector Group,Headcount,Amount
2014,CANISIUS COLLEGE,5-INDEPENDENT,142,"$123,134.00 "
2014,SUC POTSDAM,3-SUNY SO,139,"$249,237.47 "
2014,COLGATE UNIVERSITY,5-INDEPENDENT,138,"$171,936.00 "
2014,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,137,"$152,747.78 "
2014,SUC FREDONIA,3-SUNY SO,135,"$234,200.04 "
2014,LEMOYNE COLLEGE,5-INDEPENDENT,134,"$174,806.00 "
2014,ADELPHI UNIVERSITY,5-INDEPENDENT,132,"$197,008.48 "
2014,SIENA COLLEGE,5-INDEPENDENT,131,"$221,752.50 "
2014,CUNY COL STATEN ISLAND,1-CUNY SR,124,"$363,382.32 "
2014,LONG ISLAND UNIVERSITY,5-INDEPENDENT,117,"$293,599.00 "
2014,SUC CORTLAND (UNDERGRAD),3-SUNY SO,116,"$660,244.75 "
2014,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,115,"$121,048.04 "
2014,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,113,"$246,216.00 "
2014,MARIST COLLEGE,5-INDEPENDENT,113,"$494,638.63 "
2014,SUC ENV SCI&FORESTRY,3-SUNY SO,112,"$273,698.68 "
2014,SUNY PLATTSBURGH,3-SUNY SO,112,"$265,256.22 "
2014,ELMIRA COLLEGE,5-INDEPENDENT,109,"$145,053.26 "
2014,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,107,"$124,384.00 "
2014,NAZARETH COLLEGE,5-INDEPENDENT,105,"$127,787.37 "
2014,VASSAR COLLEGE,5-INDEPENDENT,105,"$97,578.00 "
2014,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,102,"$178,978.01 "
2014,MONROE COMMUNITY COLLEGE,4-SUNY CC,102,"$125,517.91 "
2014,HAMILTON COLLEGE,5-INDEPENDENT,95,"$100,902.00 "
2014,ST JOHN FISHER COLLEGE,5-INDEPENDENT,95,"$113,353.15 "
2014,BARNARD COLLEGE,5-INDEPENDENT,93,"$81,000.00 "
2014,UNION COLLEGE,5-INDEPENDENT,92,"$138,987.90 "
2014,TOURO COLLEGE,5-INDEPENDENT,90,"$112,369.08 "
2014,CUNY MANHATTAN CC,2-CUNY CC,89,"$81,493.25 "
2014,DAEMEN COLLEGE,5-INDEPENDENT,87,"$126,306.17 "
2014,NEW YORK INST TECH 4YR,5-INDEPENDENT,87,"$215,441.88 "
2014,ST JOSEPHS COLLEGE,5-INDEPENDENT,87,"$142,113.23 "
2014,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,87,"$106,622.00 "
2014,MANHATTAN COLLEGE,5-INDEPENDENT,86,"$396,480.50 "
2014,MERCY COLLEGE,5-INDEPENDENT,82,"$182,627.03 "
2014,CUNY YORK COLLEGE,1-CUNY SR,80,"$70,704.86 "
2014,NIAGARA UNIVERSITY,5-INDEPENDENT,77,"$131,110.48 "
2014,SKIDMORE COLLEGE,5-INDEPENDENT,77,"$106,529.00 "
2014,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,74,"$296,088.60 "
2014,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,74,"$99,619.00 "
2014,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,72,"$76,939.75 "
2014,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,71,"$263,560.73 "
2014,CUNY KINGSBOROUGH CC,2-CUNY CC,69,"$126,757.67 "
2014,MOLLOY COLLEGE,5-INDEPENDENT,69,"$382,321.46 "
2014,NASSAU COMMUNITY COLLEGE,4-SUNY CC,68,"$221,286.17 "
2014,IONA COLLEGE,5-INDEPENDENT,66,"$402,330.00 "
2014,HARTWICK COLLEGE,5-INDEPENDENT,64,"$136,463.75 "
2014,HOUGHTON COLLEGE,5-INDEPENDENT,61,"$55,072.50 "
2014,SUC PURCHASE,3-SUNY SO,60,"$215,485.61 "
2014,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,59,"$145,438.12 "
2014,PACE UNIVERSITY,5-INDEPENDENT,58,"$182,082.19 "
2014,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,55,"$98,917.02 "
2014,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,55,"$393,126.00 "
2014,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,54,"$56,759.80 "
2014,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,50,"$81,653.90 "
2014,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,50,"$60,434.50 "
2014,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,49,"$110,728.34 "
2014,D'YOUVILLE COLLEGE,5-INDEPENDENT,46,"$67,207.50 "
2014,THE SAGE COLLEGES,5-INDEPENDENT,46,"$40,140.00 "
2014,COLLEGE OF SAINT ROSE,5-INDEPENDENT,45,"$101,624.89 "
2014,CUNY LAGUARDIA CC,2-CUNY CC,44,"$61,504.35 "
2014,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,44,"$48,860.00 "
2014,ALFRED UNIVERSITY,5-INDEPENDENT,44,"$77,962.50 "
2014,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,43,"$66,741.58 "
2014,MEDAILLE COLLEGE,5-INDEPENDENT,42,"$80,226.15 "
2014,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,41,"$67,777.97 "
2014,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,41,"$89,929.90 "
2014,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,41,"$33,750.00 "
2014,WAGNER COLLEGE,5-INDEPENDENT,41,"$138,488.50 "
2014,CORNING COMMUNITY COLLEGE,4-SUNY CC,40,"$65,333.50 "
2014,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,40,"$67,475.70 "
2014,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,39,"$67,139.31 "
2014,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,37,"$97,934.10 "
2014,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,37,"$30,661.20 "
2014,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,36,"$51,809.35 "
2014,SUNY MARITIME COLLEGE,3-SUNY SO,36,"$298,902.21 "
2014,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,36,"$50,762.90 "
2014,ST FRANCIS COLLEGE,5-INDEPENDENT,36,"$129,234.50 "
2014,YESHIVA UNIVERSITY,5-INDEPENDENT,36,"$34,250.00 "
2014,CUNY QUEENSBOROUGH CC,2-CUNY CC,35,"$53,477.75 "
2014,MONROE COLLEGE,6-BUS. DEGREE,35,"$90,661.78 "
2014,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,34,"$75,069.50 "
2014,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,34,"$48,160.92 "
2014,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,34,"$161,724.61 "
2014,ST JOSEPHS COLLEGE,5-INDEPENDENT,34,"$65,621.50 "
2014,MORRISVILLE STATE COLLEGE,3-SUNY SO,33,"$86,330.00 "
2014,SUNY COBLESKILL,3-SUNY SO,31,"$118,148.33 "
2014,CUNY BRONX CC,2-CUNY CC,30,"$44,823.20 "
2014,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,30,"$63,524.71 "
2014,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,30,"$83,777.25 "
2014,CAZENOVIA COLLEGE,5-INDEPENDENT,30,"$66,954.00 "
2014,PRATT INSTITUTE,5-INDEPENDENT,30,"$73,383.00 "
2014,CUNY HOSTOS CC,2-CUNY CC,29,"$20,076.68 "
2014,BARD COLLEGE,5-INDEPENDENT,29,"$62,330.50 "
2014,BROOME COMMUNITY COLLEGE,4-SUNY CC,28,"$34,498.00 "
2014,THE NEW SCHOOL,5-INDEPENDENT,28,"$58,195.00 "
2014,FASHION INST TECH UPPER DIVISION,4-SUNY CC,27,"$63,082.50 "
2014,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,27,"$182,281.00 "
2014,GENESEE COMMUNITY COLLEGE,4-SUNY CC,26,"$45,745.50 "
2014,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,26,"$83,929.44 "
2014,WELLS COLLEGE,5-INDEPENDENT,26,"$16,450.00 "
2014,MONROE COLLEGE,6-BUS. DEGREE,25,"$69,486.67 "
2014,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,24,"$76,561.90 "
2014,BERKELEY COLLEGE,6-BUS. DEGREE,24,"$73,936.24 "
2014,TROCAIRE COLLEGE,5-INDEPENDENT,23,"$51,028.08 "
2014,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,22,"$49,235.00 "
2014,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,22,"$41,011.88 "
2014,KEUKA COLLEGE,5-INDEPENDENT,22,"$28,002.94 "
2014,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,20,"$76,452.00 "
2014,MANHATTANVILLE COLLEGE,5-INDEPENDENT,20,"$73,352.00 "
2014,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,19,"$66,048.55 "
2014,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,19,"$66,391.00 "
2014,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,18,"$103,235.65 "
2014,ULSTER COMMUNITY COLLEGE,4-SUNY CC,18,"$22,839.36 "
2014,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,16,"$41,067.25 "
2014,ALFRED UNIVERSITY,3-SUNY SO,14,"$14,310.00 "
2014,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,14,"$13,951.50 "
2014,DOWLING COLLEGE,5-INDEPENDENT,14,"$82,824.00 "
2014,EXCELSIOR COLLEGE,5-INDEPENDENT,14,"$50,399.88 "
2014,HILBERT COLLEGE,5-INDEPENDENT,14,"$15,834.76 "
2014,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,14,"$9,000.00 "
2014,THE SAGE COLLEGES,5-INDEPENDENT,13,"$184,905.04 "
2014,SUNY COBLESKILL,3-SUNY SO,12,"$73,523.00 "
2014,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,12,"$37,739.20 "
2014,NYACK COLLEGE,5-INDEPENDENT,12,"$58,749.00 "
2014,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,11,"$193,087.96 "
2014,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,11,"$35,105.40 "
2014,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,11,"$30,453.71 "
2014,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,10,"$72,613.75 "
2014,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,10,"$32,547.58 "
2014,NEW YORK AUTOMOTIVE & DIESEL INST,VOCATIONAL - VET SCHOOLS ONLY,10,"$35,366.00 "
2014,MORRISVILLE STATE COLLEGE,3-SUNY SO,9,"$27,731.00 "
2014,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,9,"$55,084.75 "
2014,ST JOSEPHS COLLEGE,5-INDEPENDENT,9,"$146,754.04 "
2014,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,8,"$124,775.39 "
2014,PAUL SMITHS COLLEGE,5-INDEPENDENT,8,"$10,695.00 "
2014,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,8,"$143,442.50 "
2014,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,8,"$6,000.00 "
2014,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,8,"$8,000.00 "
2014,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,8,"$21,245.50 "
2014,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,7,"$13,820.00 "
2014,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,7,"$46,950.50 "
2014,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,7,"$103,219.98 "
2014,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,7,"$9,945.00 "
2014,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,7,"$43,656.60 "
2014,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,"$34,258.75 "
2014,SWEDISH INSTITUTE,6-BUS. DEGREE,7,"$46,462.50 "
2014,APEX TECHNICAL SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,7,"$23,676.50 "
2014,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,6,"$9,784.38 "
2014,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,6,"$17,507.35 "
2014,CLINTON COMMUNITY COLLEGE,4-SUNY CC,6,"$7,715.00 "
2014,CONCORDIA COLLEGE,5-INDEPENDENT,6,"$10,218.13 "
2014,MOLLOY COLLEGE,5-INDEPENDENT,6,"$62,757.60 "
2014,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,5,"$5,650.00 "
2014,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,5,"$15,189.00 "
2014,DAEMEN COLLEGE GRAD,5-INDEPENDENT,5,"$66,825.32 "
2014,DAVIS COLLEGE,5-INDEPENDENT,5,"$36,035.50 "
2014,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,5,"$69,637.50 "
2014,ST ELIZABETH COLG OF NURSING,5-INDEPENDENT,5,"$8,912.92 "
2014,SUNY BUFFALO,3-SUNY SO,4,"$61,143.08 "
2014,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,4,"$4,195.00 "
2014,BORICUA COLLEGE,5-INDEPENDENT,4,"$22,805.50 "
2014,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,4,"$44,785.00 "
2014,KEUKA COLLEGE,5-INDEPENDENT,4,"$52,738.20 "
2014,MERCY COLLEGE-GRAD,5-INDEPENDENT,4,"$36,074.00 "
2014,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,4,"$37,994.00 "
2014,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,4,"$2,000.00 "
2014,BERKELEY COLLEGE,6-BUS. DEGREE,4,"$17,170.01 "
2014,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,4,"$9,792.50 "
2014,COLL WESTCHESTER 2YR,6-BUS. DEGREE,4,"$4,250.00 "
2014,COLL WESTCHESTER 2YR EVE,6-BUS. DEGREE,4,"$16,261.88 "
2014,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,4,"$12,966.00 "
2014,CHARLES STUART SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,4,"$9,517.50 "
2014,JEFFERSON-LEWIS BOCES,VOCATIONAL - VET SCHOOLS ONLY,4,"$16,557.20 "
2014,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,4,"$10,801.50 "
2014,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,3,"$40,919.16 "
2014,SUNY STONY BROOK,3-SUNY SO,3,"$46,195.00 "
2014,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,3,"$1,625.00 "
2014,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,3,"$1,250.00 "
2014,JUILLIARD SCHOOL,5-INDEPENDENT,3,"$1,500.00 "
2014,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,3,"$18,585.00 "
2014,PACE UNIVERSITY GRAD,5-INDEPENDENT,3,"$39,191.85 "
2014,ST PAUL'S SCH NURSING,5-INDEPENDENT,3,"$9,742.50 "
2014,THE KING'S COLLEGE,5-INDEPENDENT,3,"$2,875.00 "
2014,AMERICAN ACADEMY MCALLISTER INST.,6-BUS. DEGREE,3,"$19,348.50 "
2014,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,3,"$13,062.66 "
2014,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,3,"$20,828.50 "
2014,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,3,"$11,341.25 "
2014,COLL WESTCHESTER 4YR BBA EVE,6-BUS. DEGREE,3,"$14,281.75 "
2014,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,3,"$14,373.16 "
2014,SWEDISH INST QRTLY PROGRAMS,6-BUS. DEGREE,3,"$7,028.35 "
2014,STAR CAREER ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,3,"$15,487.50 "
2014,WESTERN SUFFOLK BOCES,VOCATIONAL - VET SCHOOLS ONLY,3,"$11,490.00 "
2014,STELLA & CHARLES GUTTMAN CC,2-CUNY CC,2,"$1,000.00 "
2014,SUNY AT ALBANY GRAD,3-SUNY SO,2,"$12,390.00 "
2014,SUNY BINGHAMTON(GRAD),3-SUNY SO,2,"$40,000.00 "
2014,CROUSE HOSPITAL,5-INDEPENDENT,2,"$2,831.46 "
2014,DOWLING COLLEGE,5-INDEPENDENT,2,"$40,602.50 "
2014,MERCY COLLEGE,5-INDEPENDENT,2,"$22,112.00 "
2014,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,2,"$22,908.52 "
2014,NEW YORK COLL OF HEALTH PROFESSIO,5-INDEPENDENT,2,"$9,292.50 "
2014,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,2,"$1,000.00 "
2014,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,2,"$7,320.00 "
2014,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,2,"$9,292.50 "
2014,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,2,$950.00 
2014,LAB INST OF MERCHANDISING,6-BUS. DEGREE,2,"$20,137.00 "
2014,BRANFORD HALL CAREER INST BOHEMIA,VOCATIONAL - VET SCHOOLS ONLY,2,"$9,292.50 "
2014,CAMBRIDGE BUSINESS INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,2,"$7,743.75 "
2014,INTERNATIONAL CULINARY CENTER,VOCATIONAL - VET SCHOOLS ONLY,2,"$6,195.00 "
2014,LINCOLN TECHNICAL INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,2,"$12,390.00 "
2014,NEW YORK FILM ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,2,"$6,195.00 "
2014,ONONDAGA CORTLAND MADISON BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,"$9,142.50 "
2014,SUNY DOWNSTATE MEDICAL CENTER,3-SUNY SO,1,$250.00 
2014,SUNY UPSTATE MEDICAL UNIV. (GRAD),3-SUNY SO,1,"$17,303.72 "
2014,ADELPHI UNIVERSITY,5-INDEPENDENT,1,"$6,195.00 "
2014,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,1,"$20,000.00 "
2014,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,1,"$17,315.00 "
2014,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,1,"$10,401.00 "
2014,DOMINICAN COLLEGE BLAUVELT-GRAD,5-INDEPENDENT,1,"$16,420.00 "
2014,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,1,"$3,097.50 "
2014,D'YOUVILLE COLLEGE,5-INDEPENDENT,1,"$7,315.00 "
2014,HELENE FULD SCHOOL REG NURSING,5-INDEPENDENT,1,"$6,195.00 "
2014,LONG ISLAND UNIVERSITY,5-INDEPENDENT,1,"$15,525.00 "
2014,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,1,$250.00 
2014,MANHATTANVILLE COLLEGE,5-INDEPENDENT,1,"$6,195.00 "
2014,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,1,"$3,097.50 "
2014,PAUL SMITHS COLLEGE,5-INDEPENDENT,1,$250.00 
2014,ST PAUL'S SCH NURSING MED/DENTAL,5-INDEPENDENT,1,"$9,261.99 "
2014,THE BELANGER SCHOOL OF NURSING,5-INDEPENDENT,1,$750.00 
2014,TOURO COLLEGE,5-INDEPENDENT,1,"$6,195.00 "
2014,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,1,"$19,960.00 "
2014,WAGNER COLLEGE,5-INDEPENDENT,1,"$14,392.00 "
2014,"878 EDUCATION, LLC",6-BUS. DEGREE,1,$250.00 
2014,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,1,"$6,195.00 "
2014,COLL WESTCHESTER 4YR BBA DAY,6-BUS. DEGREE,1,$750.00 
2014,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,1,$500.00 
2014,EVEREST INSTITUTE,6-BUS. DEGREE,1,"$6,195.00 "
2014,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,"$3,097.50 "
2014,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,1,$150.00 
2014,PAUL MITCHELL THE SCHOOL,6-BUS. DEGREE,1,"$2,995.00 "
2014,PLAZA COLLEGE-2YR,6-BUS. DEGREE,1,"$9,292.50 "
2014,THE NY CONSERV FOR DRAMATIC ARTS,6-BUS. DEGREE,1,$500.00 
2014,UTICA SCHOOL OF COMMERCE,6-BUS. DEGREE,1,$675.00 
2014,ARNOT OGDEN MEDICAL CENTER,8-OTHER,1,$500.00 
2014,ISABELLA GRAHAM HART SCH PRAC NUR,8-OTHER,1,$500.00 
2014,ST JAMES MERCY HOSP SCH XRAY TECH,8-OTHER,1,$225.00 
2014,CNW SCHOOL OF MASSAGE THERAPY,VOCATIONAL - VET SCHOOLS ONLY,1,"$3,097.50 "
2014,COMPU21 CORP,VOCATIONAL - VET SCHOOLS ONLY,1,"$3,097.50 "
2014,DCMO BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$1,464.90 "
2014,EASTERN SUFFOLK BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$3,097.50 "
2014,ERIE 1 BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$1,910.00 "
2014,FOCUS PERSONAL TRAINING INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,"$3,097.50 "
2014,SUNY STONY BROOK,VOCATIONAL - VET SCHOOLS ONLY,1,"$6,195.00 "
2014,THE DIGITAL FILM ACADEMCY,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,895.00 "
2014,VEEB NASSAU COUNTY,VOCATIONAL - VET SCHOOLS ONLY,1,"$3,097.50 "
2014,WASH-SAR-WAR-HAM-ESS BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$4,112.40 "
2013,SUNY BINGHAMTON,3-SUNY SO,833,"$1,181,443.95 "
2013,SUNY BUFFALO,3-SUNY SO,779,"$963,093.61 "
2013,SUNY STONY BROOK,3-SUNY SO,698,"$679,363.25 "
2013,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,591,"$479,510.38 "
2013,CUNY CITY COLLEGE,1-CUNY SR,546,"$479,096.57 "
2013,SUC GENESEO,3-SUNY SO,496,"$565,628.50 "
2013,CORNELL UNIVERSITY,5-INDEPENDENT,488,"$502,917.50 "
2013,CUNY HUNTER COLLEGE,1-CUNY SR,485,"$363,528.18 "
2013,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,467,"$367,750.00 "
2013,NEW YORK UNIVERSITY,5-INDEPENDENT,432,"$615,331.39 "
2013,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,425,"$581,996.57 "
2013,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,397,"$322,457.50 "
2013,SUNY ALBANY (UNDERGRAD),3-SUNY SO,331,"$723,302.65 "
2013,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,317,"$300,645.00 "
2013,CLARKSON UNIVERSITY,5-INDEPENDENT,309,"$293,675.00 "
2013,ST JOHNS UNIVERSITY,5-INDEPENDENT,287,"$575,812.00 "
2013,CUNY BARUCH COLLEGE,1-CUNY SR,282,"$285,675.70 "
2013,CUNY QUEENS COLLEGE,1-CUNY SR,262,"$271,358.59 "
2013,COLUMBIA UNIV,5-INDEPENDENT,260,"$492,582.25 "
2013,FORDHAM UNIVERSITY,5-INDEPENDENT,241,"$489,204.23 "
2013,CUNY BROOKLYN COLLEGE,1-CUNY SR,234,"$185,076.56 "
2013,ITHACA COLLEGE,5-INDEPENDENT,197,"$237,094.00 "
2013,SUC BUFFALO,3-SUNY SO,189,"$495,552.54 "
2013,SUC NEW PALTZ,3-SUNY SO,164,"$349,173.49 "
2013,CANISIUS COLLEGE,5-INDEPENDENT,163,"$157,668.75 "
2013,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,162,"$335,573.06 "
2013,SUC ONEONTA,3-SUNY SO,156,"$535,143.20 "
2013,SUC OSWEGO (UNDERGRAD),3-SUNY SO,155,"$404,390.25 "
2013,HOFSTRA UNIVERSITY,5-INDEPENDENT,151,"$382,779.69 "
2013,SUC EMPIRE STATE COLLEGE,3-SUNY SO,147,"$559,777.15 "
2013,CUNY JOHN JAY COLLEGE,1-CUNY SR,146,"$180,829.33 "
2013,SUC FREDONIA,3-SUNY SO,143,"$195,789.00 "
2013,SUC POTSDAM,3-SUNY SO,140,"$237,751.50 "
2013,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,135,"$127,542.28 "
2013,COLGATE UNIVERSITY,5-INDEPENDENT,135,"$185,810.00 "
2013,LONG ISLAND UNIVERSITY,5-INDEPENDENT,133,"$391,468.50 "
2013,MONROE COMMUNITY COLLEGE,4-SUNY CC,129,"$147,213.50 "
2013,ADELPHI UNIVERSITY,5-INDEPENDENT,127,"$234,067.50 "
2013,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,126,"$100,213.50 "
2013,LEMOYNE COLLEGE,5-INDEPENDENT,124,"$142,278.75 "
2013,SIENA COLLEGE,5-INDEPENDENT,124,"$201,708.00 "
2013,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,120,"$211,812.21 "
2013,UNION COLLEGE,5-INDEPENDENT,116,"$167,674.16 "
2013,SUC CORTLAND (UNDERGRAD),3-SUNY SO,115,"$652,515.81 "
2013,HAMILTON COLLEGE,5-INDEPENDENT,115,"$138,130.00 "
2013,CUNY COL STATEN ISLAND,1-CUNY SR,111,"$198,540.47 "
2013,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,111,"$256,249.01 "
2013,ELMIRA COLLEGE,5-INDEPENDENT,111,"$167,788.90 "
2013,MARIST COLLEGE,5-INDEPENDENT,111,"$502,006.99 "
2013,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,109,"$123,230.00 "
2013,SUNY PLATTSBURGH,3-SUNY SO,108,"$235,721.29 "
2013,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,107,"$81,325.00 "
2013,NAZARETH COLLEGE,5-INDEPENDENT,107,"$120,010.34 "
2013,ST JOHN FISHER COLLEGE,5-INDEPENDENT,106,"$116,806.75 "
2013,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,104,"$86,298.49 "
2013,DAEMEN COLLEGE,5-INDEPENDENT,103,"$115,246.91 "
2013,SUC ENV SCI&FORESTRY,3-SUNY SO,102,"$169,974.89 "
2013,ST JOSEPHS COLLEGE,5-INDEPENDENT,102,"$204,941.26 "
2013,VASSAR COLLEGE,5-INDEPENDENT,102,"$77,000.00 "
2013,BARNARD COLLEGE,5-INDEPENDENT,100,"$85,950.00 "
2013,MANHATTAN COLLEGE,5-INDEPENDENT,92,"$256,002.50 "
2013,CUNY YORK COLLEGE,1-CUNY SR,88,"$66,273.30 "
2013,NEW YORK INST TECH 4YR,5-INDEPENDENT,88,"$186,417.13 "
2013,SKIDMORE COLLEGE,5-INDEPENDENT,88,"$112,855.00 "
2013,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,86,"$253,054.32 "
2013,CUNY MANHATTAN CC,2-CUNY CC,84,"$84,555.50 "
