business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
70022,Tenmatsu Grab and Go,336 Kearny St,San Francisco,CA,94108,37.791112,-122.404024,"(37.791112, -122.404024)",,70022_20160331,3/31/16 0:00,74,Routine - Unscheduled,70022_20160331_103139,Improper food storage,Low Risk
67,Revolution Cafe,3248 22nd St,San Francisco,CA,94110,37.755419,-122.419542,"(37.755419, -122.419542)",,67_20160401,4/1/16 0:00,87,Routine - Unscheduled,67_20160401_103109,Unclean or unsanitary food contact surfaces,High Risk
81383,Sammy's Cafe,1416 Bush St,San Francisco,CA,94109,,,,,81383_20161024,10/24/16 0:00,69,Routine - Unscheduled,81383_20161024_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
38427,Andrea's Bakery,4511 Mission St,San Francisco,CA,94112,37.72604,-122.433714,"(37.72604, -122.433714)",,38427_20161007,10/7/16 0:00,,Reinspection/Followup,,,
63971,Munchboxx,643 Clay St,San Francisco,CA,94111,37.794554,-122.403827,"(37.794554, -122.403827)",14155514286,63971_20160912,9/12/16 0:00,96,Routine - Unscheduled,63971_20160912_103154,Unclean or degraded floors walls or ceilings,Low Risk
66259,La Mission Market,2097 MISSION St,San Francisco,CA,94110,37.763634,-122.419485,"(37.763634, -122.419485)",,66259_20160426,4/26/16 0:00,90,Routine - Unscheduled,66259_20160426_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
76511,All Nite Pizza & Foods,5155 03rd St,San Francisco,CA,94124,,,,,76511_20150824,8/24/15 0:00,88,Routine - Unscheduled,76511_20150824_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
68773,Nopalito,1224 9th Ave,San Francisco,CA,94122,37.765412,-122.466375,"(37.765412, -122.466375)",14155430303,68773_20160823,8/23/16 0:00,90,Routine - Unscheduled,68773_20160823_103154,Unclean or degraded floors walls or ceilings,Low Risk
38442,Yum Yum Hunan,1828 DIVISADERO St,San Francisco,CA,94115,37.786578,-122.440096,"(37.786578, -122.440096)",,38442_20160418,4/18/16 0:00,81,Routine - Unscheduled,38442_20160418_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
13062,Everett Middle School,450 Church St,San Francisco,CA,,37.763794,-122.428617,"(37.763794, -122.428617)",,13062_20150923,9/23/15 0:00,,Reinspection/Followup,,,
77432,TY Sandwich,4829 Mission St,San Francisco,CA,94112,,,,,77432_20160516,5/16/16 0:00,85,Routine - Unscheduled,77432_20160516_103147,Inadequate ventilation or lighting,Low Risk
16513,Evergreen Garden Restaurant,3100 18th St,San Francisco,CA,94110,37.762249,-122.413092,"(37.762249, -122.413092)",,16513_20151104,11/4/15 0:00,83,Routine - Unscheduled,16513_20151104_103105,Improper cooling methods,High Risk
62768,19th Ave Shell,1200 19th Ave,San Francisco,CA,94122,37.765421,-122.477256,"(37.765421, -122.477256)",,62768_20160513,5/13/16 0:00,70,Routine - Unscheduled,62768_20160513_103150,Improper or defective plumbing,Low Risk
80682,Cozy Cafe,965 Sutter St Suite C,San Francisco,CA,94109,,,,14155924826,80682_20150918,9/18/15 0:00,,Complaint,,,
5744,Fun Food Partners - Aunt Fanny's,Pier 39 West Park,San Francisco,CA,94133,37.668824,-122.409411,"(37.668824, -122.409411)",,5744_20170929,9/29/17 0:00,100,Routine - Unscheduled,,,
1582,Caffe Bianco,39 Sutter St,San Francisco,CA,94104,37.790102,-122.401158,"(37.790102, -122.401158)",,1582_20160426,4/26/16 0:00,83,Routine - Unscheduled,1582_20160426_103144,Unapproved or unmaintained equipment or utensils,Low Risk
68799,Zeitgeist,199 VALENCIA St,San Francisco,CA,94110,,,,14155436891,68799_20160526,5/26/16 0:00,86,Routine - Unscheduled,68799_20160526_103144,Unapproved or unmaintained equipment or utensils,Low Risk
83579,Royal Ground Coffee,2216 Polk St,San Francisco,CA,94109,,,,,83579_20160614,6/14/16 0:00,78,Routine - Unscheduled,83579_20160614_103112,No hot water or running water,High Risk
71187,Juicy Fruit,768 Jackson St,San Francisco,CA,94133,,,,,71187_20160823,8/23/16 0:00,75,Routine - Unscheduled,71187_20160823_103135,No person in charge of food facility,Low Risk
3241,SHENG KEE BAKERY,1941 IRVING St,San Francisco,CA,94122,37.76344,-122.478648,"(37.76344, -122.478648)",,3241_20160331,3/31/16 0:00,86,Routine - Unscheduled,3241_20160331_103154,Unclean or degraded floors walls or ceilings,Low Risk
420,Buster's,366 Columbus Ave,San Francisco,CA,94133,37.798444,-122.407444,"(37.798444, -122.407444)",,420_20160504,5/4/16 0:00,78,Routine - Unscheduled,420_20160504_103154,Unclean or degraded floors walls or ceilings,Low Risk
81284,Red Door Coffee,505 Howard St,San Francisco,CA,94105,,,,,81284_20161213,12/13/16 0:00,98,Routine - Unscheduled,81284_20161213_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
13062,Everett Middle School,450 Church St,San Francisco,CA,,37.763794,-122.428617,"(37.763794, -122.428617)",,13062_20150922,9/22/15 0:00,89,Routine - Unscheduled,13062_20150922_103131,Moderate risk vermin infestation,Moderate Risk
64195,Golden Gate Indian Cuisine & Pizza,1388 C 46th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,64195_20161024,10/24/16 0:00,90,Routine - Unscheduled,64195_20161024_103133,Foods not protected from contamination,Moderate Risk
80832,Liquid Culture,170 A South Van Ness St,San Francisco,CA,94103,,,,14150428898,80832_20160526,5/26/16 0:00,87,Routine - Unscheduled,80832_20160526_103109,Unclean or unsanitary food contact surfaces,High Risk
1936,JITRA THAI CUISINE,2545 OCEAN Ave,San Francisco,CA,94132,37.731515,-122.472953,"(37.731515, -122.472953)",14155587251,1936_20160525,5/25/16 0:00,90,Routine - Unscheduled,1936_20160525_103157,Food safety certificate or food handler card not available,Low Risk
59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,CA,94121,37.782243,-122.479009,"(37.782243, -122.479009)",,59289_20150428,4/28/15 0:00,,Reinspection/Followup,,,
484,Columbus Cafe,562 Green St,San Francisco,CA,94133,37.799598,-122.408394,"(37.799598, -122.408394)",,484_20160711,7/11/16 0:00,91,Routine - Unscheduled,484_20160711_103109,Unclean or unsanitary food contact surfaces,High Risk
85953,WesBurger N' More,2240 Mission St,San Francisco,CA,94110,,,,14155371648,85953_20160516,5/16/16 0:00,80,Routine - Unscheduled,85953_20160516_103109,Unclean or unsanitary food contact surfaces,High Risk
61516,Gastronaut LLC,5919 03rd St,San Francisco,CA,94124,37.724496,-122.394539,"(37.724496, -122.394539)",,61516_20150908,9/8/15 0:00,87,Routine - Unscheduled,61516_20150908_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
58673,New Luen Sing Fish Market,1207 Stockton St,San Francisco,CA,94133,37.796973,-122.408504,"(37.796973, -122.408504)",,58673_20160823,8/23/16 0:00,78,Routine - Unscheduled,58673_20160823_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
5848,Ida B Wells Continuation High School,1099 Hayes St,San Francisco,CA,94117,37.775443,-122.433977,"(37.775443, -122.433977)",14155246315,5848_20160708,7/8/16 0:00,,New Construction,,,
18102,Kim Son Restaurant,3614 BALBOA St,San Francisco,CA,94121,37.775728,-122.497701,"(37.775728, -122.497701)",14155815413,18102_20151116,11/16/15 0:00,90,Routine - Unscheduled,18102_20151116_103120,Moderate risk food holding temperature,Moderate Risk
1829,Nob Hill Cafe,1152 Taylor St,San Francisco,CA,94108,37.793238,-122.412746,"(37.793238, -122.412746)",,1829_20171003,10/3/17 0:00,,Reinspection/Followup,,,
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,,,,14155664848,81460_20160615,6/15/16 0:00,78,Routine - Unscheduled,81460_20160615_103120,Moderate risk food holding temperature,Moderate Risk
3121,Le Central Bistro Corp,453 Bush St,San Francisco,CA,94108,37.790603,-122.405038,"(37.790603, -122.405038)",,3121_20160913,9/13/16 0:00,87,Routine - Unscheduled,3121_20160913_103154,Unclean or degraded floors walls or ceilings,Low Risk
1936,JITRA THAI CUISINE,2545 OCEAN Ave,San Francisco,CA,94132,37.731515,-122.472953,"(37.731515, -122.472953)",14155587251,1936_20160525,5/25/16 0:00,90,Routine - Unscheduled,1936_20160525_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2070,Street Restaurant,2141 Polk St,San Francisco,CA,94109,37.796327,-122.421911,"(37.796327, -122.421911)",,2070_20160614,6/14/16 0:00,80,Routine - Unscheduled,2070_20160614_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
71287,Glaze Teriyaki,1946 FILLMORE St,San Francisco,CA,94115,37.787778,-122.433557,"(37.787778, -122.433557)",14155779878,71287_20150921,9/21/15 0:00,78,Routine - Unscheduled,71287_20150921_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
86147,Dijon Burger,1428 Polk St,San Francisco,CA,94109,,,,,86147_20160412,4/12/16 0:00,,Complaint,,,
25404,Cafe Colombini Ristorante Bistro,835 B Hyde St,San Francisco,CA,94109,37.793061,-122.421089,"(37.793061, -122.421089)",,25404_20160818,8/18/16 0:00,83,Routine - Unscheduled,25404_20160818_103112,No hot water or running water,High Risk
5801,FLYNN ELEMENTARY SCHOOL,3125 CESAR CHAVEZ St,San Francisco,CA,94110,37.748264,-122.41197,"(37.748264, -122.41197)",,5801_20160426,4/26/16 0:00,,Complaint,,,
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,"(37.742048, -122.499002)",,985_20160614,6/14/16 0:00,79,Routine - Unscheduled,985_20160614_103103,High risk food holding temperature,High Risk
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",14155220151,4774_20160823,8/23/16 0:00,84,Routine - Unscheduled,4774_20160823_103131,Moderate risk vermin infestation,Moderate Risk
68799,Zeitgeist,199 VALENCIA St,San Francisco,CA,94110,,,,14155436891,68799_20160526,5/26/16 0:00,86,Routine - Unscheduled,68799_20160526_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1544,OMNI S.F. Hotel - Food & Beverage Storeroom,"500 California St, Basement",San Francisco,CA,94104,37.792888,-122.403135,"(37.792888, -122.403135)",,1544_20160311,3/11/16 0:00,98,Routine - Unscheduled,1544_20160311_103150,Improper or defective plumbing,Low Risk
1318,GORDO TAQUERIA #6,5450 GEARY Blvd,San Francisco,CA,94121,37.780517,-122.477804,"(37.780517, -122.477804)",,1318_20160712,7/12/16 0:00,81,Routine - Unscheduled,1318_20160712_103105,Improper cooling methods,High Risk
72046,Palmer's,2298 Fillmore St,San Francisco,CA,94115,,,,,72046_20160818,8/18/16 0:00,92,Routine - Unscheduled,72046_20160818_103133,Foods not protected from contamination,Moderate Risk
3982,SLIM'S,333 11th St,San Francisco,CA,94103,37.771501,-122.413439,"(37.771501, -122.413439)",14155250333,3982_20160824,8/24/16 0:00,92,Routine - Unscheduled,3982_20160824_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
64437,We Love Jam,1310 09th Ave,San Francisco,CA,94122,,,,,64437_20160710,7/10/16 0:00,100,Routine - Unscheduled,,,
2737,CAFFE' ROMA,885 Bryant St,San Francisco,CA,94103,37.774677,-122.404222,"(37.774677, -122.404222)",14155297662,2737_20150622,6/22/15 0:00,83,Routine - Unscheduled,2737_20150622_103114,High risk vermin infestation,High Risk
4803,SAN BRUNO SUPERMARKET,2480 SAN BRUNO Ave,San Francisco,CA,94134,37.730527,-122.404861,"(37.730527, -122.404861)",,4803_20160614,6/14/16 0:00,73,Routine - Unscheduled,4803_20160614_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
463,Sam's Pizza,618 Broadway St,San Francisco,CA,94133,37.797828,-122.407444,"(37.797828, -122.407444)",,463_20150217,2/17/15 0:00,85,Routine - Unscheduled,463_20150217_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1850,Battery Street Coffee Roastery,950 Battery St,San Francisco,CA,94111,37.800178,-122.401317,"(37.800178, -122.401317)",,1850_20160822,8/22/16 0:00,80,Routine - Unscheduled,1850_20160822_103107,Improper reheating of food,High Risk
2849,Kells,530 Jackson St,San Francisco,CA,94133,37.796378,-122.404024,"(37.796378, -122.404024)",,2849_20161114,11/14/16 0:00,90,Routine - Unscheduled,2849_20161114_103154,Unclean or degraded floors walls or ceilings,Low Risk
69759,Fish N Gari,1718 Polk St,San Francisco,CA,94109,37.792577,-122.421016,"(37.792577, -122.421016)",,69759_20160708,7/8/16 0:00,71,Routine - Unscheduled,69759_20160708_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
5797,SLOAT ELEMENTARY SCHOOL,50 DARIEN Way,San Francisco,CA,94127,37.731868,-122.470957,"(37.731868, -122.470957)",,5797_20161006,10/6/16 0:00,98,Routine - Unscheduled,5797_20161006_103144,Unapproved or unmaintained equipment or utensils,Low Risk
64213,BBC cafe,1485 BAYSHORE Blvd,San Francisco,CA,94124,37.726,-122.401598,"(37.726, -122.401598)",,64213_20150122,1/22/15 0:00,92,Routine - Unscheduled,64213_20150122_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,CA,94121,37.782243,-122.479009,"(37.782243, -122.479009)",,59289_20150423,4/23/15 0:00,,Reinspection/Followup,,,
36022,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,CA,94124,37.743419,-122.383536,"(37.743419, -122.383536)",,36022_20150128,1/28/15 0:00,82,Routine - Unscheduled,36022_20150128_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
786,Piperade,1015 Battery St,San Francisco,CA,94111,37.800674,-122.401484,"(37.800674, -122.401484)",,786_20160822,8/22/16 0:00,80,Routine - Unscheduled,786_20160822_103109,Unclean or unsanitary food contact surfaces,High Risk
21909,Slider Diner,1202 Sutter St,San Francisco,CA,94109,37.787806,-122.420192,"(37.787806, -122.420192)",,21909_20161214,12/14/16 0:00,96,Routine - Unscheduled,21909_20161214_103145,Improper storage of equipment utensils or linens,Low Risk
84899,Paramo Coffee,57 09th St,San Francisco,CA,94103,,,,,84899_20161212,12/12/16 0:00,92,Routine - Unscheduled,84899_20161212_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
68351,Mixt Greens,114 Sansome St #120,San Francisco,CA,94104,37.791456,-122.400716,"(37.791456, -122.400716)",,68351_20160708,7/8/16 0:00,81,Routine - Unscheduled,68351_20160708_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
33125,L & L Hawaiian Barbecue,312 Kearny St,San Francisco,CA,94108,37.790947,-122.404026,"(37.790947, -122.404026)",,33125_20160824,8/24/16 0:00,86,Routine - Unscheduled,33125_20160824_103132,Improper thawing methods,Moderate Risk
59179,Oasis Cafe,901 Divisadero St,San Francisco,CA,94115,37.777965,-122.438424,"(37.777965, -122.438424)",,59179_20150402,4/2/15 0:00,81,Routine - Unscheduled,59179_20150402_103103,High risk food holding temperature,High Risk
65672,Golden Veggie Market,1475 Polk St,San Francisco,CA,94109,37.790324,-122.420664,"(37.790324, -122.420664)",,65672_20161025,10/25/16 0:00,,Reinspection/Followup,,,
1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,37.788587,-122.413795,"(37.788587, -122.413795)",,1598_20160505,5/5/16 0:00,90,Routine - Unscheduled,1598_20160505_103133,Foods not protected from contamination,Moderate Risk
2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,San Francisco,CA,94134,37.727159,-122.403452,"(37.727159, -122.403452)",14155461818,2599_20160614,6/14/16 0:00,74,Routine - Unscheduled,2599_20160614_103138,Improper storage use or identification of toxic substances,Low Risk
3578,Neiman Marcus - Rotunda,150 Stockton St,San Francisco,CA,94108,37.787108,-122.406409,"(37.787108, -122.406409)",,3578_20150402,4/2/15 0:00,,Reinspection/Followup,,,
13062,Everett Middle School,450 Church St,San Francisco,CA,,37.763794,-122.428617,"(37.763794, -122.428617)",,13062_20160914,9/14/16 0:00,87,Routine - Unscheduled,13062_20160914_103144,Unapproved or unmaintained equipment or utensils,Low Risk
34458,Ayola,327 Kearny St,San Francisco,CA,94108,37.791185,-122.404144,"(37.791185, -122.404144)",,34458_20160822,8/22/16 0:00,90,Routine - Unscheduled,34458_20160822_103148,No thermometers or uncalibrated thermometers,Low Risk
5628,AT&T - Derby Grill- Room 5323/view [145158],24  Pl,San Francisco,CA,94107,37.757923,-122.393914,"(37.757923, -122.393914)",,5628_20160410,4/10/16 0:00,96,Routine - Unscheduled,5628_20160410_103120,Moderate risk food holding temperature,Moderate Risk
5485,AT&T - Hol N Jam Down Third (Cotton Candy/Lemonade),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500,5485_20160410,4/10/16 0:00,98,Routine - Unscheduled,5485_20160410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
477,Il Pollaio,555 Columbus Ave,San Francisco,CA,94133,37.800036,-122.409817,"(37.800036, -122.409817)",,477_20160406,4/6/16 0:00,88,Routine - Unscheduled,477_20160406_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
72049,Tai Chi Restaurant,2031 Polk St,San Francisco,CA,94109,,,,,72049_20160406,4/6/16 0:00,,Reinspection/Followup,,,
63940,Mi Pueblito Market,2765 Mission St,San Francisco,CA,94110,37.752813,-122.418496,"(37.752813, -122.418496)",,63940_20160310,3/10/16 0:00,88,Routine - Unscheduled,63940_20160310_103141,Improper food labeling or menu misrepresentation,Low Risk
69250,"Fame Venue, LLC",443 Broadway St,San Francisco,CA,94133,37.798082,-122.404622,"(37.798082, -122.404622)",,69250_20160707,7/7/16 0:00,98,Routine - Unscheduled,69250_20160707_103150,Improper or defective plumbing,Low Risk
67510,Subway Sandwiches,215 Fremont St,San Francisco,CA,94105,37.788864,-122.394613,"(37.788864, -122.394613)",,67510_20160824,8/24/16 0:00,94,Routine - Unscheduled,67510_20160824_103147,Inadequate ventilation or lighting,Low Risk
10332,Harvest Urban Market,191 08th St,San Francisco,CA,94103,37.776384,-122.411684,"(37.776384, -122.411684)",14155620805,10332_20171002,10/2/17 0:00,79,Routine - Unscheduled,10332_20171002_103114,High risk vermin infestation,High Risk
13062,Everett Middle School,450 Church St,San Francisco,CA,,37.763794,-122.428617,"(37.763794, -122.428617)",,13062_20160404,4/4/16 0:00,86,Routine - Unscheduled,13062_20160404_103129,Insufficient hot water or running water,Moderate Risk
68269,Walgreens #1126,1979 MISSION St,San Francisco,CA,94103,,,,14155558749,68269_20160426,4/26/16 0:00,94,Routine - Unscheduled,68269_20160426_103150,Improper or defective plumbing,Low Risk
7748,FOODS CO. #351,345 WILLIAMS Ave,San Francisco,CA,94124,37.730164,-122.399114,"(37.730164, -122.399114)",14155331870,7748_20150728,7/28/15 0:00,94,Routine - Unscheduled,7748_20150728_103120,Moderate risk food holding temperature,Moderate Risk
83476,Kio Ramen,3528 Balboa St,San Francisco,CA,94121,,,,14155535056,83476_20161021,10/21/16 0:00,72,Routine - Unscheduled,83476_20161021_103133,Foods not protected from contamination,Moderate Risk
82950,Acquolina,1600 Stockton St,San Francisco,CA,94133,,,,,82950_20160614,6/14/16 0:00,70,Routine - Unscheduled,82950_20160614_103105,Improper cooling methods,High Risk
69762,Chili House Inc.,726 Clement St,San Francisco,CA,94118,,,,,69762_20161026,10/26/16 0:00,80,Routine - Unscheduled,69762_20161026_103132,Improper thawing methods,Moderate Risk
69115,Hahn's Hibachi,1710 Polk St,San Francisco,CA,94109,37.792577,-122.421056,"(37.792577, -122.421056)",,69115_20160708,7/8/16 0:00,,Reinspection/Followup,,,
2716,RED A BAKERY,634 CLEMENT St,San Francisco,CA,94118,37.782888,-122.466101,"(37.782888, -122.466101)",,2716_20161027,10/27/16 0:00,82,Routine - Unscheduled,2716_20161027_103131,Moderate risk vermin infestation,Moderate Risk
37304,Balompie Cafe No. 3 Inc.,3801 Mission St,San Francisco,CA,94110,37.73598,-122.424438,"(37.73598, -122.424438)",,37304_20150730,7/30/15 0:00,86,Routine - Unscheduled,37304_20150730_103102,Unclean hands or improper use of gloves,High Risk
86682,Ambrosia Bakery,2605 Ocean Ave,San Francisco,CA,94132,,,,14155335305,86682_20160301,3/1/16 0:00,,New Ownership,86682_20160301_103154,Unclean or degraded floors walls or ceilings,Low Risk
3165,HAN IL KWAN,1802 BALBOA St,San Francisco,CA,94121,37.776599,-122.478292,"(37.776599, -122.478292)",14153598244,3165_20161003,10/3/16 0:00,79,Routine - Unscheduled,3165_20161003_103144,Unapproved or unmaintained equipment or utensils,Low Risk
80931,Sotto Mare Oysteria & Seafood,552 Green St,San Francisco,CA,94133,,,,14155393181,80931_20160614,6/14/16 0:00,74,Routine - Unscheduled,80931_20160614_103109,Unclean or unsanitary food contact surfaces,High Risk
5988,Curry Senior Center,333 Turk St,San Francisco,CA,94102,37.782703,-122.414527,"(37.782703, -122.414527)",,5988_20150116,1/16/15 0:00,83,Routine - Unscheduled,5988_20150116_103139,Improper food storage,Low Risk
5988,Curry Senior Center,333 Turk St,San Francisco,CA,94102,37.782703,-122.414527,"(37.782703, -122.414527)",,5988_20150116,1/16/15 0:00,83,Routine - Unscheduled,5988_20150116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
5988,Curry Senior Center,333 Turk St,San Francisco,CA,94102,37.782703,-122.414527,"(37.782703, -122.414527)",,5988_20150116,1/16/15 0:00,83,Routine - Unscheduled,5988_20150116_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
5988,Curry Senior Center,333 Turk St,San Francisco,CA,94102,37.782703,-122.414527,"(37.782703, -122.414527)",,5988_20150116,1/16/15 0:00,83,Routine - Unscheduled,5988_20150116_103102,Unclean hands or improper use of gloves,High Risk
76874,Little Sheep Mongolian Hot Pot,405 Mason St,San Francisco,CA,94102,,,,,76874_20161116,11/16/16 0:00,,Reinspection/Followup,,,
79989,Mochica,1469 18th St,San Francisco,CA,94107,,,,,79989_20150921,9/21/15 0:00,85,Routine - Unscheduled,79989_20150921_103131,Moderate risk vermin infestation,Moderate Risk
59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,CA,94121,37.782243,-122.479009,"(37.782243, -122.479009)",,59289_20160602,6/2/16 0:00,68,Routine - Unscheduled,59289_20160602_103130,Inadequate sewage or wastewater disposal,Moderate Risk
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,CA,94118,37.780834,-122.46659,"(37.780834, -122.46659)",,1203_20150924,9/24/15 0:00,92,Routine - Unscheduled,1203_20150924_103154,Unclean or degraded floors walls or ceilings,Low Risk
494,San Francisco Athletic Club,1630 Stockton St,San Francisco,CA,94133,37.800897,-122.409189,"(37.800897, -122.409189)",,494_20141120,11/20/14 0:00,,Reinspection/Followup,,,
61206,Sushi Raw #3,682 Haight St,San Francisco,CA,94117,37.771782,-122.433435,"(37.771782, -122.433435)",,61206_20150409,4/9/15 0:00,75,Routine - Unscheduled,61206_20150409_103154,Unclean or degraded floors walls or ceilings,Low Risk
217,PROGRESSIVE GROUNDS,400 CORTLAND Ave,San Francisco,CA,94110,37.739143,-122.417653,"(37.739143, -122.417653)",,217_20170925,9/25/17 0:00,93,Routine - Unscheduled,217_20170925_103103,High risk food holding temperature,High Risk
72016,Na Ya Desert House,5338 Geary Blvd,San Francisco,CA,94121,,,,,72016_20160426,4/26/16 0:00,76,Routine - Unscheduled,72016_20160426_103109,Unclean or unsanitary food contact surfaces,High Risk
92755,L and O Bagels,325 Mason St #10,San Francisco,CA,94102,,,,,92755_20171003,10/3/17 0:00,100,Routine - Unscheduled,,,
3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"(37.751554, -122.418376)",14155280283,3623_20160819,8/19/16 0:00,88,Routine - Unscheduled,3623_20160819_103139,Improper food storage,Low Risk
62746,Green Bamboo,1240 NORIEGA St,San Francisco,CA,94122,37.754249,-122.477086,"(37.754249, -122.477086)",,62746_20160712,7/12/16 0:00,96,Routine - Unscheduled,62746_20160712_103145,Improper storage of equipment utensils or linens,Low Risk
1116,STARBUCKS COFFEE #509,1899 UNION St,San Francisco,CA,94123,37.797713,-122.430336,"(37.797713, -122.430336)",14155924049,1116_20160912,9/12/16 0:00,96,Routine - Unscheduled,1116_20160912_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
78328,Golden Wok,295 B Orizaba Ave,San Francisco,CA,94132,,,,14155588000,78328_20160824,8/24/16 0:00,56,Routine - Unscheduled,78328_20160824_103147,Inadequate ventilation or lighting,Low Risk
80773,Round Table Pizza,4523 Mission St,San Francisco,CA,94112,,,,,80773_20160516,5/16/16 0:00,92,Routine - Unscheduled,80773_20160516_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
66259,La Mission Market,2097 MISSION St,San Francisco,CA,94110,37.763634,-122.419485,"(37.763634, -122.419485)",,66259_20160426,4/26/16 0:00,90,Routine - Unscheduled,66259_20160426_103157,Food safety certificate or food handler card not available,Low Risk
1381,PEBBLE'S CAFE,2852 Diamond St,San Francisco,CA,94131,37.73382,-122.434093,"(37.73382, -122.434093)",14155332270,1381_20160330,3/30/16 0:00,73,Routine - Unscheduled,1381_20160330_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3253,S F GOLF CLUB,1310 Junipero Serra Blvd,San Francisco,CA,94132,37.711329,-122.471316,"(37.711329, -122.471316)",14155464100,3253_20161006,10/6/16 0:00,94,Routine - Unscheduled,3253_20161006_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
79196,Veraci Pizza,32 06th St,San Francisco,CA,94103,,,,,79196_20160614,6/14/16 0:00,84,Routine - Unscheduled,79196_20160614_103157,Food safety certificate or food handler card not available,Low Risk
37151,Man Sung Company,1116 Grant Ave,San Francisco,CA,94133,37.797129,-122.406807,"(37.797129, -122.406807)",,37151_20160823,8/23/16 0:00,,Reinspection/Followup,,,
75452,Zazang Restaurant,2340 Geary Blvd,San Francisco,CA,94115,,,,,75452_20150304,3/4/15 0:00,82,Routine - Unscheduled,75452_20150304_103114,High risk vermin infestation,High Risk
68814,Farley's,1315 18th St,San Francisco,CA,94107,37.763733,-122.466366,"(37.763733, -122.466366)",,68814_20150320,3/20/15 0:00,93,Routine - Unscheduled,68814_20150320_103103,High risk food holding temperature,High Risk
65260,Zpizza,833 Mission St Suite C & D1,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",,65260_20160614,6/14/16 0:00,94,Routine - Unscheduled,65260_20160614_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
71664,La Loma Produce #6 Culiacan,4788 Mission St,San Francisco,CA,94112,,,,,71664_20171002,10/2/17 0:00,66,Routine - Unscheduled,71664_20171002_103127,Noncompliance with HAACP plan or variance,Moderate Risk
11034,RITA'S CATERING TRUCK,100 Alemany Blvd,San Francisco,CA,94112,37.736917,-122.40892,"(37.736917, -122.40892)",,11034_20150131,1/31/15 0:00,86,Routine - Unscheduled,11034_20150131_103147,Inadequate ventilation or lighting,Low Risk
3864,3rd Street Grill,695 03rd St,San Francisco,CA,94107,37.779063,-122.392952,"(37.779063, -122.392952)",,3864_20170927,9/27/17 0:00,,Reinspection/Followup,,,
13062,Everett Middle School,450 Church St,San Francisco,CA,,37.763794,-122.428617,"(37.763794, -122.428617)",,13062_20160404,4/4/16 0:00,86,Routine - Unscheduled,13062_20160404_103161,Low risk vermin infestation,Low Risk
