business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
1800,BRAVO PIZZA,5145 MISSION St,San Francisco,CA,94112,37.716583,-122.440834,"(37.716583, -122.440834)",,1800_20160809,8/9/16 0:00,82,Routine - Unscheduled,1800_20160809_103132,Improper thawing methods,Moderate Risk
1444,Starbucks Coffee,1560 Van Ness Ave,San Francisco,CA,94111,37.790086,-122.422167,"(37.790086, -122.422167)",,1444_20160811,8/11/16 0:00,,New Construction,,,
68890,Geneva Bubble Tea,981 Geneva Ave,San Francisco,CA,94112,37.715871,-122.439703,"(37.715871, -122.439703)",,68890_20160803,8/3/16 0:00,78,Routine - Unscheduled,68890_20160803_103109,Unclean or unsanitary food contact surfaces,High Risk
3272,Cigar Bar and Grill,850 Montgomery St,San Francisco,CA,94133,37.797137,-122.403586,"(37.797137, -122.403586)",,3272_20161229,12/29/16 0:00,90,Routine - Unscheduled,3272_20161229_103139,Improper food storage,Low Risk
3729,Ruby Skye,420 Mason St,San Francisco,CA,94102,37.787497,-122.409887,"(37.787497, -122.409887)",,3729_20161228,12/28/16 0:00,,Reinspection/Followup,,,
37651,Jack In The Box #545,400 Geary St,San Francisco,CA,94102,37.787168,-122.410124,"(37.787168, -122.410124)",14155670868,37651_20151029,10/29/15 0:00,96,Routine - Unscheduled,37651_20151029_103159,Worker safety hazards,Low Risk
70993,Subway Sanwich #56406,595 Buckingham Way Suit 587,San Francisco,CA,94132,,,,14155981866,70993_20160804,8/4/16 0:00,94,Routine - Unscheduled,70993_20160804_103154,Unclean or degraded floors walls or ceilings,Low Risk
68961,Pupuseria & Restaurante Panchitas,4901 Mission Street,San Francisco,CA,94112,37.719932,-122.438395,"(37.719932, -122.438395)",,68961_20160722,7/22/16 0:00,83,Routine - Unscheduled,68961_20160722_103112,No hot water or running water,High Risk
6564,HWA LEI MARKET,2970 A 16th St,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",14155861618,6564_20160729,7/29/16 0:00,75,Routine - Unscheduled,6564_20160729_103120,Moderate risk food holding temperature,Moderate Risk
84921,Mission Foodhall,3100 16th St,San Francisco,CA,94103,,,,14155859805,84921_20160128,1/28/16 0:00,,New Construction,,,
33935,Avedano's,235 Cortland Ave.,San Francisco,CA,94110,37.739466,-122.41895,"(37.739466, -122.41895)",,33935_20160729,7/29/16 0:00,96,Routine - Unscheduled,33935_20160729_103142,Unclean nonfood contact surfaces,Low Risk
68560,Wow Naan-N-Curry,642 Irving St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",14155667225,68560_20150817,8/17/15 0:00,64,Routine - Unscheduled,68560_20150817_103103,High risk food holding temperature,High Risk
37060,Halu,312 08th Ave,San Francisco,CA,94118,37.782576,-122.46648,"(37.782576, -122.46648)",,37060_20160727,7/27/16 0:00,83,Routine - Unscheduled,37060_20160727_103131,Moderate risk vermin infestation,Moderate Risk
75662,Golden Gate Market,2767 Lombard St,San Francisco,CA,94123,,,,,75662_20141125,11/25/14 0:00,90,Routine - Unscheduled,75662_20141125_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
7488,EUROPA EXPRESS,746-750 LA PLAYA St,San Francisco,CA,94121,37.774248,-122.510043,"(37.774248, -122.510043)",14155644917,7488_20150413,4/13/15 0:00,83,Routine - Unscheduled,7488_20150413_103109,Unclean or unsanitary food contact surfaces,High Risk
6619,J C Market,830 Jackson St,San Francisco,CA,94133,37.795788,-122.408834,"(37.795788, -122.408834)",,6619_20160107,1/7/16 0:00,84,Routine - Unscheduled,6619_20160107_103144,Unapproved or unmaintained equipment or utensils,Low Risk
10011,Osha Thai Noodle,819 Valencia St.,San Francisco,CA,,37.759943,-122.421332,"(37.759943, -122.421332)",14155319293,10011_20160928,9/28/16 0:00,80,Routine - Unscheduled,10011_20160928_103120,Moderate risk food holding temperature,Moderate Risk
86172,Hall of Flame Burgers,73 Cambon St,San Francisco,CA,94132,,,,14155584444,86172_20160719,7/19/16 0:00,92,Routine - Unscheduled,86172_20160719_103144,Unapproved or unmaintained equipment or utensils,Low Risk
4057,SF MARRIOTT BIN (formerly ATRIUM LOUNGE),55 04th St,San Francisco,CA,94103,37.784964,-122.404752,"(37.784964, -122.404752)",,4057_20160811,8/11/16 0:00,,Reinspection/Followup,,,
2053,ZA,1919 Hyde St,San Francisco,CA,94109,37.798553,-122.418964,"(37.798553, -122.418964)",,2053_20160728,7/28/16 0:00,96,Routine - Unscheduled,2053_20160728_103144,Unapproved or unmaintained equipment or utensils,Low Risk
11289,STARBUCKS,280 KING STREET,San Francisco,CA,94107,37.776805,-122.393789,"(37.776805, -122.393789)",,11289_20160802,8/2/16 0:00,96,Routine - Unscheduled,11289_20160802_103142,Unclean nonfood contact surfaces,Low Risk
6756,Godiva Chocolatier Inc.,3251 20th Ave 154,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155565058,6756_20150610,6/10/15 0:00,100,Routine - Unscheduled,,,
6756,Godiva Chocolatier Inc.,3251 20th Ave 154,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155565058,6756_20141124,11/24/14 0:00,100,Routine - Unscheduled,,,
92287,Tea Hut,2815 California St,San Francisco,CA,94115,,,,,92287_20171024,10/24/17 0:00,,New Ownership - Followup,,,
4171,SOUTH BEACH YACHT CLUB,PIER 40,San Francisco,CA,94107,37.78162,-122.387677,"(37.78162, -122.387677)",,4171_20171017,10/17/17 0:00,,Non-inspection site visit,,,
28206,Westfield Food Court Scullery,845 Market St Scullery (LL),San Francisco,CA,94103,37.784679,-122.407061,"(37.784679, -122.407061)",14155516776,28206_20160720,7/20/16 0:00,72,Routine - Unscheduled,28206_20160720_103129,Insufficient hot water or running water,Moderate Risk
83013,Loews Regency San Francisco (Pastry Kitchen),222 Sansome St 37th Floor,San Francisco,CA,94104,,,,14155279888,83013_20160726,7/26/16 0:00,92,Routine - Unscheduled,83013_20160726_103144,Unapproved or unmaintained equipment or utensils,Low Risk
84581,Coffee Legend,4601 Geary Blvd,San Francisco,CA,94108,,,,,84581_20160728,7/28/16 0:00,86,Routine - Unscheduled,84581_20160728_103154,Unclean or degraded floors walls or ceilings,Low Risk
86370,North Beach Pizza,4787 Mission St,San Francisco,CA,94112,,,,14155581400,86370_20161018,10/18/16 0:00,92,Routine - Unscheduled,86370_20161018_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
83834,Silk Road,3251 20th Ave  6525,San Francisco,CA,94132,,,,14155730052,83834_20171020,10/20/17 0:00,87,Routine - Unscheduled,83834_20171020_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
88525,McDonald's,2805 Mission St,San Francisco,CA,94110,,,,14155253309,88525_20161107,11/7/16 0:00,,Complaint Reinspection/Followup,,,
5658,AT&T - CABLE CAR BAR (VIEW) [146519],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5658_20150830,8/30/15 0:00,100,Routine - Unscheduled,,,
39295,Warfield Theatre/F & B Associates,982 Market St,San Francisco,CA,94102,37.782583,-122.409919,"(37.782583, -122.409919)",,39295_20160728,7/28/16 0:00,83,Routine - Unscheduled,39295_20160728_103139,Improper food storage,Low Risk
4837,Safeway Store #985,2350 NORIEGA St,San Francisco,CA,94122,37.753718,-122.488821,"(37.753718, -122.488821)",,4837_20160929,9/29/16 0:00,100,Routine - Unscheduled,,,
61493,A-1 Liquor & Grocery,4055 Irving St,San Francisco,CA,94122,37.762434,-122.501281,"(37.762434, -122.501281)",,61493_20161108,11/8/16 0:00,88,Routine - Unscheduled,61493_20161108_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
59178,Little Delhi India Restaurant,83 Eddy St,San Francisco,CA,94102,37.784394,-122.409047,"(37.784394, -122.409047)",,59178_20161102,11/2/16 0:00,79,Routine - Unscheduled,59178_20161102_103145,Improper storage of equipment utensils or linens,Low Risk
93426,Sean's Market Cafe,3558 23rd St.,San Francisco,CA,94110,,,,,93426_20171020,10/20/17 0:00,,New Ownership,,,
33851,Thee Parkside,1600 17th St,San Francisco,CA,94107,37.764987,-122.399872,"(37.764987, -122.399872)",14155251330,33851_20161018,10/18/16 0:00,85,Routine - Unscheduled,33851_20161018_103145,Improper storage of equipment utensils or linens,Low Risk
78781,Eight AM,1323 Columbus Ave,San Francisco,CA,94133,,,,,78781_20160811,8/11/16 0:00,85,Routine - Unscheduled,78781_20160811_103103,High risk food holding temperature,High Risk
6944,ABC Super Market Inc,641 Broadway St,San Francisco,CA,94133,37.797753,-122.407597,"(37.797753, -122.407597)",,6944_20150930,9/30/15 0:00,,Reinspection/Followup,,,
6944,ABC Super Market Inc,641 Broadway St,San Francisco,CA,94133,37.797753,-122.407597,"(37.797753, -122.407597)",,6944_20150923,9/23/15 0:00,,Reinspection/Followup,,,
79410,Rintaro,82 14th St,San Francisco,CA,94103,,,,14155713926,79410_20171019,10/19/17 0:00,90,Routine - Unscheduled,79410_20171019_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
33914,Subway 30303,3911 Alemany Bl.,San Francisco,CA,94132,37.711185,-122.46779,"(37.711185, -122.46779)",,33914_20160803,8/3/16 0:00,90,Routine - Unscheduled,33914_20160803_103157,Food safety certificate or food handler card not available,Low Risk
79588,AT&T PARK - Garden Bar,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,79588_20150419,4/19/15 0:00,98,Routine - Unscheduled,79588_20150419_103154,Unclean or degraded floors walls or ceilings,Low Risk
71057,The Creamery,685 04th St,San Francisco,CA,94107,37.777393,-122.39526,"(37.777393, -122.39526)",,71057_20160928,9/28/16 0:00,,New Construction,,,
84922,Taco Bell Cantina #31685,710 03rd St,San Francisco,CA,94107,,,,,84922_20150917,9/17/15 0:00,,New Ownership,,,
61391,Tin Vietnamese Cuisine,937 Howard St,San Francisco,CA,94103,37.780828,-122.405752,"(37.780828, -122.405752)",,61391_20170329,3/29/17 0:00,80,Routine - Unscheduled,61391_20170329_103154,Unclean or degraded floors walls or ceilings,Low Risk
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,San Francisco,CA,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404321,2841_20161229,12/29/16 0:00,87,Routine - Unscheduled,2841_20161229_103154,Unclean or degraded floors walls or ceilings,Low Risk
65531,Yellow Submarine,503 IRVING St,San Francisco,CA,94122,37.764136,-122.463146,"(37.764136, -122.463146)",,65531_20160810,8/10/16 0:00,92,Routine - Unscheduled,65531_20160810_103154,Unclean or degraded floors walls or ceilings,Low Risk
7488,EUROPA EXPRESS,746-750 LA PLAYA St,San Francisco,CA,94121,37.774248,-122.510043,"(37.774248, -122.510043)",14155644917,7488_20150413,4/13/15 0:00,83,Routine - Unscheduled,7488_20150413_103133,Foods not protected from contamination,Moderate Risk
3693,NEW HING LUNG RESTAURANT,1556 NORIEGA St,San Francisco,CA,94122,37.754123,-122.48031,"(37.754123, -122.48031)",,3693_20160218,2/18/16 0:00,,Reinspection/Followup,,,
3892,PORTICO,245 MARKET St #3,San Francisco,CA,94103,37.792875,-122.396728,"(37.792875, -122.396728)",,3892_20150203,2/3/15 0:00,90,Routine - Unscheduled,3892_20150203_103144,Unapproved or unmaintained equipment or utensils,Low Risk
4678,ANDRE-BOUDIN BAKERIES,399 10th Ave,San Francisco,CA,94118,37.781139,-122.468635,"(37.781139, -122.468635)",,4678_20171020,10/20/17 0:00,75,Routine - Unscheduled,4678_20171020_103138,Improper storage use or identification of toxic substances,Low Risk
62358,Super Duper,2304 MARKET St,San Francisco,CA,94114,37.763884,-122.433688,"(37.763884, -122.433688)",,62358_20160330,3/30/16 0:00,90,Routine - Unscheduled,62358_20160330_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
66584,Western Donuts Shop #2,5101 MISSION St,San Francisco,CA,94112,37.717042,-122.440524,"(37.717042, -122.440524)",,66584_20160809,8/9/16 0:00,92,Routine - Unscheduled,66584_20160809_103133,Foods not protected from contamination,Moderate Risk
9232,Fillmore Street Cafe,1301 Fillmore Street,San Francisco,CA,94115,37.781974,-122.432474,"(37.781974, -122.432474)",,9232_20161128,11/28/16 0:00,90,Routine - Unscheduled,9232_20161128_103148,No thermometers or uncalibrated thermometers,Low Risk
84387,Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,,,,14155338686,84387_20160728,7/28/16 0:00,82,Routine - Unscheduled,84387_20160728_103157,Food safety certificate or food handler card not available,Low Risk
83808,2227 Irving Seafood Market Inc,2227 Irving St,San Francisco,CA,94122,,,,14155215212,83808_20150805,8/5/15 0:00,67,Routine - Unscheduled,83808_20150805_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
10131,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,10131_20160801,8/1/16 0:00,87,Routine - Unscheduled,10131_20160801_103161,Low risk vermin infestation,Low Risk
68872,Jiang Ling Cuisine Restaurant,2517 SAN BRUNO Ave,San Francisco,CA,94134,37.729985,-122.404526,"(37.729985, -122.404526)",,68872_20161020,10/20/16 0:00,,Reinspection/Followup,,,
1959,EBISU RESTAURANT,1283 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,1959_20160803,8/3/16 0:00,85,Routine - Unscheduled,1959_20160803_103132,Improper thawing methods,Moderate Risk
7678,Casa Thai Market,3020 16th St,San Francisco,CA,94103,37.765049,-122.420122,"(37.765049, -122.420122)",14155433562,7678_20160725,7/25/16 0:00,73,Routine - Unscheduled,7678_20160725_103144,Unapproved or unmaintained equipment or utensils,Low Risk
83005,Loews Regency San Francisco (Pantry),222 Sansome St 3rd Floor,San Francisco,CA,94104,,,,,83005_20160726,7/26/16 0:00,96,Routine - Unscheduled,83005_20160726_103144,Unapproved or unmaintained equipment or utensils,Low Risk
73940,Adam's Grub Truck,Off The Grid,San Francisco,CA,,,,,,73940_20160730,7/30/16 0:00,76,Routine - Unscheduled,73940_20160730_103157,Food safety certificate or food handler card not available,Low Risk
61976,DELICA,1 Ferry Building  #45,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",14155830344,61976_20160419,4/19/16 0:00,,Reinspection/Followup,61976_20160419_103150,Improper or defective plumbing,Low Risk
7276,RADMAN'S PRODUCE MARKET,201D TURK St,San Francisco,CA,94102,37.782939,-122.412479,"(37.782939, -122.412479)",,7276_20141223,12/23/14 0:00,,Reinspection/Followup,,,
85501,Connecticut Yankee,100 Connecticut St,San Francisco,CA,94107,,,,,85501_20160524,5/24/16 0:00,96,Routine - Unscheduled,85501_20160524_103145,Improper storage of equipment utensils or linens,Low Risk
64835,Jane,2123 Fillmore St,San Francisco,CA,94115,37.789404,-122.433954,"(37.789404, -122.433954)",,64835_20161229,12/29/16 0:00,,Reinspection/Followup,,,
1810,TAL-Y-TARA TEA & POLO SHOPPE,6439 CALIFORNIA St,San Francisco,CA,94121,37.783773,-122.486779,"(37.783773, -122.486779)",,1810_20171025,10/25/17 0:00,,Non-inspection site visit,,,
3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER St,San Francisco,CA,94115,37.785138,-122.440904,"(37.785138, -122.440904)",14155927631,3302_20161130,11/30/16 0:00,,Reinspection/Followup,,,
68600,Black Point Cafe,882 North Point St,San Francisco,CA,94109,37.805568,-122.421764,"(37.805568, -122.421764)",,68600_20160810,8/10/16 0:00,82,Routine - Unscheduled,68600_20160810_103109,Unclean or unsanitary food contact surfaces,High Risk
68442,Sauce Belden,56 Belden Pl,San Francisco,CA,94104,37.791458,-122.403787,"(37.791458, -122.403787)",,68442_20160804,8/4/16 0:00,78,Routine - Unscheduled,68442_20160804_103118,Employee eating or smoking,Moderate Risk
81255,Stanford Court Hotel,905 California St,San Francisco,CA,94108,,,,,81255_20160727,7/27/16 0:00,92,Routine - Unscheduled,81255_20160727_103154,Unclean or degraded floors walls or ceilings,Low Risk
7456,Cowgirl Creamery/Artisan Cheese,1 Ferry Building  #17,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,7456_20150602,6/2/15 0:00,,Reinspection/Followup,,,
7456,Cowgirl Creamery/Artisan Cheese,1 Ferry Building  #17,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,7456_20150514,5/14/15 0:00,,Foodborne Illness Investigation,,,
7456,Cowgirl Creamery/Artisan Cheese,1 Ferry Building  #17,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,7456_20150203,2/3/15 0:00,100,Routine - Unscheduled,,,
81940,Rocko's Ice Cream Taco,Off The Grid,San Francisco,CA,,,,,14158914849,81940_20160805,8/5/16 0:00,94,Routine - Unscheduled,81940_20160805_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3566,Mandalay Restaurant,4348 California Street,San Francisco,CA,94118,37.785117,-122.464041,"(37.785117, -122.464041)",,3566_20150423,4/23/15 0:00,90,Routine - Unscheduled,3566_20150423_103120,Moderate risk food holding temperature,Moderate Risk
7464,Zelinsky,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"(37.808494, -122.412)",,7464_20150429,4/29/15 0:00,100,Routine - Unscheduled,,,
19002,Subway Sandwiches,5650 Geary Blvd,San Francisco,CA,94121,37.780421,-122.479933,"(37.780421, -122.479933)",,19002_20160929,9/29/16 0:00,90,Routine - Unscheduled,19002_20160929_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
70685,5 Degree Tea House,2527 SAN BRUNO Ave,San Francisco,CA,94134,37.729753,-122.40447,"(37.729753, -122.40447)",14155828233,70685_20160726,7/26/16 0:00,92,Routine - Unscheduled,70685_20160726_103139,Improper food storage,Low Risk
39776,Duc Loi Supermarket,2200 MISSION St,San Francisco,CA,94110,37.761637,-122.419385,"(37.761637, -122.419385)",,39776_20160922,9/22/16 0:00,73,Routine - Unscheduled,39776_20160922_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
66637,Godzila Sushi,1800 DIVISADERO St,San Francisco,CA,94115,37.786229,-122.439984,"(37.786229, -122.439984)",,66637_20161130,11/30/16 0:00,86,Routine - Unscheduled,66637_20161130_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1352,LA TORTILLA,495 Castro St B,San Francisco,CA,94114,37.760954,-122.434935,"(37.760954, -122.434935)",14155863990,1352_20150521,5/21/15 0:00,79,Routine - Unscheduled,1352_20150521_103109,Unclean or unsanitary food contact surfaces,High Risk
68944,Peet's Coffee and Tea,1630 Holloway Ave,San Francisco,CA,94132,37.720877,-122.477651,"(37.720877, -122.477651)",14155374525,68944_20160928,9/28/16 0:00,100,Routine - Unscheduled,,,
32579,Peet's Coffee & Tea,5201 Geary Blvd,San Francisco,CA,94118,37.780443,-122.475259,"(37.780443, -122.475259)",,32579_20160725,7/25/16 0:00,96,Routine - Unscheduled,32579_20160725_103120,Moderate risk food holding temperature,Moderate Risk
3491,Borodudur Restaurant,700 Post St,San Francisco,CA,94109,37.787677,-122.413624,"(37.787677, -122.413624)",,3491_20160802,8/2/16 0:00,67,Routine - Unscheduled,3491_20160802_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
33700,Casa Guadalupe #3,2999 MISSION,San Francisco,CA,94110,37.749194,-122.418116,"(37.749194, -122.418116)",14155875145,33700_20161018,10/18/16 0:00,94,Routine - Unscheduled,33700_20161018_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
67218,"Williams-Sonoma, Inc.",100 North Point St,San Francisco,CA,94133,37.807127,-122.409464,"(37.807127, -122.409464)",,67218_20160803,8/3/16 0:00,94,Routine - Unscheduled,67218_20160803_103157,Food safety certificate or food handler card not available,Low Risk
811,EDEN PLAZA CAFE,600 HARRISON St,San Francisco,CA,94107,37.783954,-122.395699,"(37.783954, -122.395699)",,811_20150713,7/13/15 0:00,67,Routine - Unscheduled,811_20150713_103129,Insufficient hot water or running water,Moderate Risk
13623,CAFE MADELEINE,149 NEW MONTGOMERY STREET,San Francisco,CA,94105,37.786803,-122.399681,"(37.786803, -122.399681)",,13623_20160810,8/10/16 0:00,87,Routine - Unscheduled,13623_20160810_103139,Improper food storage,Low Risk
393,SUPER STAR RESTAURANT,4919 MISSION St B,San Francisco,CA,94112,37.719692,-122.438575,"(37.719692, -122.438575)",,393_20160722,7/22/16 0:00,84,Routine - Unscheduled,393_20160722_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,San Francisco,CA,94122,37.753638,-122.490712,"(37.753638, -122.490712)",,2292_20161130,11/30/16 0:00,79,Routine - Unscheduled,2292_20161130_103120,Moderate risk food holding temperature,Moderate Risk
66515,La Fusion,475 Pine St,San Francisco,CA,94104,37.791743,-122.403677,"(37.791743, -122.403677)",,66515_20160727,7/27/16 0:00,78,Routine - Unscheduled,66515_20160727_103120,Moderate risk food holding temperature,Moderate Risk
65834,Roma Pizzeria,5099 MISSION St,San Francisco,CA,94112,37.717423,-122.440265,"(37.717423, -122.440265)",,65834_20160809,8/9/16 0:00,78,Routine - Unscheduled,65834_20160809_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
87714,Black Cat,400 Eddy St,San Francisco,CA,94109,,,,14155351999,87714_20160621,6/21/16 0:00,,Structural Inspection,,,
66191,AFC Sushi @ Mollie Stone's #9,4201 18th St,San Francisco,CA,94114,37.760773,-122.436389,"(37.760773, -122.436389)",,66191_20160722,7/22/16 0:00,100,Routine - Unscheduled,,,
7525,Stone House Calif Olive Oil,1 Ferry Building  #28,San Francisco,CA,94111,37.786766,-122.461545,"(37.786766, -122.461545)",,7525_20150223,2/23/15 0:00,,Reinspection/Followup,,,
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN St,San Francisco,CA,94109,37.786864,-122.423218,"(37.786864, -122.423218)",,2519_20161129,11/29/16 0:00,90,Routine - Unscheduled,2519_20161129_103120,Moderate risk food holding temperature,Moderate Risk
7528,Encinal,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"(37.808494, -122.412)",,7528_20150429,4/29/15 0:00,100,Routine - Unscheduled,,,
7546,Acme Bread Company,1 Ferry Building  #15,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,7546_20150311,3/11/15 0:00,100,Routine - Unscheduled,,,
5206,Western Addition Senior Citizen Service,1390 TURK St,San Francisco,CA,94115,37.780567,-122.431965,"(37.780567, -122.431965)",,5206_20161227,12/27/16 0:00,,Reinspection/Followup,,,
57552,Cafe Prague,424 Merchant St,San Francisco,CA,94111,37.795398,-122.400944,"(37.795398, -122.400944)",,57552_20150526,5/26/15 0:00,82,Routine - Unscheduled,57552_20150526_103157,Food safety certificate or food handler card not available,Low Risk
4553,RUTILY'S MARKET,1700 FILBERT St,San Francisco,CA,94123,37.799078,-122.427634,"(37.799078, -122.427634)",,4553_20150116,1/16/15 0:00,90,Routine - Unscheduled,4553_20150116_103144,Unapproved or unmaintained equipment or utensils,Low Risk
80554,Caffe Central,530 Parnassus Ave,San Francisco,CA,94143,,,,14155955101,80554_20150407,4/7/15 0:00,,New Ownership,,,
69618,Fancy Wheatfield Bakery,1362 Stockton St,San Francisco,CA,94133,,,,,69618_20160726,7/26/16 0:00,86,Routine - Unscheduled,69618_20160726_103154,Unclean or degraded floors walls or ceilings,Low Risk
84165,Cup A Joe Coffehaus,896 Sutter St,San Francisco,CA,94109,,,,,84165_20160209,2/9/16 0:00,84,Routine - Unscheduled,84165_20160209_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5908,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,San Francisco,CA,94123,37.798243,-122.426167,"(37.798243, -122.426167)",14155743530,5908_20160920,9/20/16 0:00,90,Routine - Unscheduled,5908_20160920_103120,Moderate risk food holding temperature,Moderate Risk
60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,San Francisco,CA,94110,37.755044,-122.416506,"(37.755044, -122.416506)",14155643117,60616_20160727,7/27/16 0:00,92,Routine - Unscheduled,60616_20160727_103154,Unclean or degraded floors walls or ceilings,Low Risk
67067,Tupelo,1337 Grant Ave,San Francisco,CA,94133,37.799293,-122.407334,"(37.799293, -122.407334)",,67067_20160729,7/29/16 0:00,73,Routine - Unscheduled,67067_20160729_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,San Francisco,CA,94122,37.753638,-122.490712,"(37.753638, -122.490712)",,2292_20161130,11/30/16 0:00,79,Routine - Unscheduled,2292_20161130_103154,Unclean or degraded floors walls or ceilings,Low Risk
83612,Lobster ME,845 Market St FE15,San Francisco,CA,94103,,,,,83612_20171018,10/18/17 0:00,85,Routine - Unscheduled,83612_20171018_103131,Moderate risk vermin infestation,Moderate Risk
7601,Old Blue,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"(37.808494, -122.412)",,7601_20150603,6/3/15 0:00,100,Routine - Unscheduled,,,
34910,Piccolo Italia Pizza,799 O'Farrell St,San Francisco,CA,94109,37.785121,-122.417854,"(37.785121, -122.417854)",,34910_20171020,10/20/17 0:00,,Reinspection/Followup,,,
78275,Chang's Kitchen,1030 Irving St,San Francisco,CA,94122,,,,14155738110,78275_20160808,8/8/16 0:00,,Reinspection/Followup,,,
10131,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,10131_20160801,8/1/16 0:00,87,Routine - Unscheduled,10131_20160801_103105,Improper cooling methods,High Risk
39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,San Francisco,CA,94110,37.746953,-122.418954,"(37.746953, -122.418954)",,39398_20150929,9/29/15 0:00,92,Routine - Unscheduled,39398_20150929_103120,Moderate risk food holding temperature,Moderate Risk
7636,LEE'S FOOD MARKET,1397 Revere Ave,San Francisco,CA,94124,37.729455,-122.386364,"(37.729455, -122.386364)",14155822818,7636_20150615,6/15/15 0:00,,Reinspection/Followup,,,
7636,LEE'S FOOD MARKET,1397 Revere Ave,San Francisco,CA,94124,37.729455,-122.386364,"(37.729455, -122.386364)",14155822818,7636_20150306,3/6/15 0:00,,Reinspection/Followup,,,
77761,Elephant Sushi 3,705 Geary St,San Francisco,CA,94109,,,,,77761_20171025,10/25/17 0:00,85,Routine - Unscheduled,77761_20171025_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2807,Grandeho's Kamekyo II,2721 Hyde St,San Francisco,CA,94109,37.806153,-122.420474,"(37.806153, -122.420474)",,2807_20160811,8/11/16 0:00,81,Routine - Unscheduled,2807_20160811_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3443,Crab House,Pier 39  Space 203C,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3443_20160726,7/26/16 0:00,90,Routine - Unscheduled,3443_20160726_103154,Unclean or degraded floors walls or ceilings,Low Risk
85655,Muguboka Restaurant,401 Balboa St,San Francisco,CA,94118,,,,14155666007,85655_20160829,8/29/16 0:00,90,Routine - Unscheduled,85655_20160829_103120,Moderate risk food holding temperature,Moderate Risk
39810,Cherry Blossom Bakery,844 Clement St,San Francisco,CA,94118,37.782778,-122.468341,"(37.782778, -122.468341)",,39810_20160728,7/28/16 0:00,83,Routine - Unscheduled,39810_20160728_103144,Unapproved or unmaintained equipment or utensils,Low Risk
71322,Shabu House,354 CLEMENT St,San Francisco,CA,94118,,,,,71322_20160729,7/29/16 0:00,86,Routine - Unscheduled,71322_20160729_103127,Noncompliance with HAACP plan or variance,Moderate Risk
